uniprot	domain_id	domain_name	start	end
Q92696	PF01239	Protein prenyltransferase alpha subunit repeat	209	238
Q92696	PF07711	Rab geranylgeranyl transferase alpha-subunit, insert domain	245	345
Q92698	PF00176	SNF2-related domain	156	461
Q92698	PF00271	Helicase conserved C-terminal domain	500	611
Q92729	PF00041	Fibronectin type III domain	501	578
Q92729	PF00102	Protein-tyrosine phosphatase	917	1143
Q92729	PF00102	Protein-tyrosine phosphatase	1203	1438
Q92729	PF00629	MAM domain, meprin/A5/mu	27	187
Q92729	PF23144	Receptor-type tyrosine-protein phosphatase U Fn3 domain	586	730
Q92730	PF00071	Ras family	15	183
Q92731	PF00104	Ligand-binding domain of nuclear hormone receptor	287	480
Q92731	PF00105	Double treble clef zinc finger, C4 type	148	216
Q92731	PF12497	Estrogen receptor beta	12	125
Q92733	PF10253	Mitotic checkpoint regulator, MAD2B-interacting	275	491
Q92734	PF00564	PB1 domain	13	91
Q92736	PF00520	Ion transport protein	4729	4877
Q92736	PF00622	SPRY domain	672	806
Q92736	PF00622	SPRY domain	1100	1219
Q92736	PF00622	SPRY domain	1426	1559
Q92736	PF01365	RIH domain	455	648
Q92736	PF01365	RIH domain	2124	2335
Q92736	PF02026	RyR domain	862	950
Q92736	PF02026	RyR domain	976	1065
Q92736	PF02026	RyR domain	2701	2791
Q92736	PF02026	RyR domain	2821	2904
Q92736	PF02815	MIR domain	226	405
Q92736	PF06459	Ryanodine Receptor TM 4-6	4333	4599
Q92736	PF08454	RyR and IP3R Homology associated	3831	3947
Q92736	PF08709	Inositol 1,4,5-trisphosphate/ryanodine receptor	10	222
Q92736	PF13499	EF-hand domain pair	4031	4086
Q92736	PF21119	Ryanodine receptor junctional solenoid repeat	1654	2090
Q92737	PF00071	Ras family	7	176
Q92738	PF00566	Rab-GTPase-TBC domain	104	312
Q92743	PF00219	Insulin-like growth factor binding protein	37	89
Q92743	PF07648	Kazal-type serine protease inhibitor domain	110	155
Q92743	PF13365	Trypsin-like peptidase domain	204	342
Q92743	PF17820	PDZ domain	414	464
Q92747	PF00400	WD domain, G-beta repeat	46	80
Q92747	PF00400	WD domain, G-beta repeat	143	169
Q92748	PF07084	Thyroid hormone-inducible hepatic protein Spot 14	1	144
Q92750	PF05236	Transcription initiation factor TFIID component TAF4 family	616	857
Q92750	PF07531	NHR1 homology to TAF	258	348
Q92752	PF00041	Fibronectin type III domain	328	408
Q92752	PF00041	Fibronectin type III domain	416	497
Q92752	PF00041	Fibronectin type III domain	507	587
Q92752	PF00041	Fibronectin type III domain	595	678
Q92752	PF00041	Fibronectin type III domain	687	767
Q92752	PF00041	Fibronectin type III domain	776	856
Q92752	PF00041	Fibronectin type III domain	865	944
Q92752	PF00041	Fibronectin type III domain	955	1027
Q92752	PF00041	Fibronectin type III domain	1042	1122
Q92752	PF00147	Fibrinogen beta and gamma chains, C-terminal globular domain	1135	1343
Q92752	PF23106	Teneurin-like EGF domain	297	324
Q92752	PF25024	Teneurin EGF domain	155	276
Q92753	PF00104	Ligand-binding domain of nuclear hormone receptor	270	442
Q92753	PF00105	Double treble clef zinc finger, C4 type	20	88
Q92754	PF03299	Transcription factor AP-2	224	419
Q92759	PF03849	Transcription factor Tfb2	21	374
Q92759	PF18307	Transcription factor Tfb2 (p52) C-terminal domain	389	456
Q92764	PF00038	Intermediate filament protein	96	406
Q92765	PF01392	Fz domain	35	141
Q92765	PF01759	UNC-6/NTR/C345C module	191	289
Q92766	PF00096	Zinc finger, C2H2 type	66	88
Q92766	PF00096	Zinc finger, C2H2 type	97	119
Q92766	PF00096	Zinc finger, C2H2 type	125	147
Q92766	PF00096	Zinc finger, C2H2 type	671	693
Q92766	PF00096	Zinc finger, C2H2 type	1247	1268
Q92766	PF00096	Zinc finger, C2H2 type	1395	1415
Q92766	PF00096	Zinc finger, C2H2 type	1540	1562
Q92766	PF13912	C2H2-type zinc finger	315	338
Q92766	PF13912	C2H2-type zinc finger	1513	1534
Q92769	PF00850	Histone deacetylase domain	29	319
Q92772	PF00069	Protein kinase domain	4	287
Q92777	PF02078	Synapsin pre-ATP-grasp domain	111	212
Q92777	PF02750	Synapsin, ATP binding domain	214	416
Q92777	PF10581	Synapsin N-terminal domain	2	26
Q92781	PF00106	short chain dehydrogenase	31	214
Q92782	PF00628	PHD-finger	274	325
Q92782	PF00628	PHD-finger	328	372
Q92782	PF14051	DPF1-3, N-terminal	13	83
Q92783	PF00018	SH3 domain	216	261
Q92783	PF00790	VHS domain	7	139
Q92783	PF02809	Ubiquitin interaction motif	172	187
Q92784	PF00628	PHD-finger	262	316
Q92784	PF00628	PHD-finger	319	363
Q92784	PF14051	DPF1-3, N-terminal	14	84
Q92785	PF00628	PHD-finger	273	327
Q92785	PF00628	PHD-finger	330	374
Q92785	PF14051	DPF1-3, N-terminal	14	84
Q92786	PF05044	Homeo-prospero domain	579	732
Q92791	PF23557	Leprecan family TPR-like repeat region	35	340
Q92793	PF00439	Bromodomain	1104	1178
Q92793	PF00569	Zinc finger, ZZ type	1702	1742
Q92793	PF02135	TAZ zinc finger	354	430
Q92793	PF02135	TAZ zinc finger	1772	1843
Q92793	PF02172	KIX domain	588	667
Q92793	PF06001	CREB-binding protein/p300, atypical RING domain	1192	1231
Q92793	PF08214	Histone acetylation protein	1342	1647
Q92793	PF09030	Creb binding	2014	2113
Q92793	PF23570	Histone acetyltransferase p300-like, PHD domain	1276	1314
Q92794	PF00628	PHD-finger	209	262
Q92794	PF00628	PHD-finger	265	310
Q92794	PF01853	MOZ/SAS family	565	741
Q92794	PF17772	MYST family zinc finger domain	506	560
Q92794	PF21524	SAM domain-containing protein 1, WH domain	11	73
Q92796	PF00018	SH3 domain	507	563
Q92796	PF00595	PDZ domain	132	214
Q92796	PF00595	PDZ domain	227	309
Q92796	PF00595	PDZ domain	387	463
Q92796	PF00625	Guanylate kinase	627	803
Q92796	PF10600	PDZ-associated domain of NMDA receptors	311	385
Q92797	PF11935	Symplekin/PTA1 N-terminal	123	346
Q92797	PF12295	Symplekin tight junction protein C terminal	887	1068
Q92800	PF00856	SET domain	624	727
Q92800	PF11616	WD repeat binding protein EZH2	39	68
Q92800	PF18118	Polycomb repressive complex 2 tri-helical domain	159	262
Q92800	PF18264	CXC domain	560	591
Q92800	PF21358	Ezh2, MCSS domain	270	322
Q92802	PF13671	AAA domain	404	536
Q92804	PF00076	RNA recognition motif	236	313
Q92805	PF01465	GRIP domain	692	732
Q92806	PF01007	Inward rectifier potassium channel transmembrane domain	25	164
Q92806	PF17655	Inward rectifier potassium channel C-terminal domain	171	341
Q92813	PF00837	Iodothyronine deiodinase	4	262
Q92817	PF00681	Plectin repeat	1688	1716
Q92817	PF00681	Plectin repeat	1858	1891
Q92817	PF00681	Plectin repeat	1896	1929
Q92817	PF00681	Plectin repeat	1935	1972
Q92817	PF17902	SH3 domain	404	468
Q92817	PF23160	Periplakin spectrin-like repeat	46	138
Q92817	PF26346	Periplakin-like, plectin repeat	966	1130
Q92817	PF26346	Periplakin-like, plectin repeat	1204	1368
Q92817	PF26346	Periplakin-like, plectin repeat	1425	1569
Q92817	PF27015	Desmoplakin-like, Spectrin domain	710	873
Q92819	PF03142	Chitin synthase	206	358
Q92820	PF07722	Peptidase C26	34	246
Q92823	PF00041	Fibronectin type III domain	649	737
Q92823	PF00041	Fibronectin type III domain	750	832
Q92823	PF00041	Fibronectin type III domain	848	941
Q92823	PF00041	Fibronectin type III domain	953	1043
Q92823	PF07679	Immunoglobulin I-set domain	283	357
Q92823	PF07679	Immunoglobulin I-set domain	465	542
Q92823	PF07679	Immunoglobulin I-set domain	548	633
Q92823	PF13882	Bravo-like intracellular region	1191	1280
Q92823	PF13927	Immunoglobulin domain	45	127
Q92823	PF13927	Immunoglobulin domain	365	436
Q92824	PF00082	Subtilase family	162	445
Q92824	PF01483	Proprotein convertase P-domain	505	594
Q92824	PF14843	Growth factor receptor domain IV	636	750
Q92824	PF16470	Peptidase S8 pro-domain	38	114
Q92826	PF00046	Homeodomain	217	273
Q92826	PF12284	Hox protein A13 N terminal	14	123
Q92830	PF00439	Bromodomain	738	818
Q92830	PF00583	Acetyltransferase (GNAT) family	535	627
Q92830	PF06466	PCAF (P300/CBP-associated factor) N-terminal domain	86	336
Q92831	PF00439	Bromodomain	733	814
Q92831	PF00583	Acetyltransferase (GNAT) family	531	622
Q92831	PF06466	PCAF (P300/CBP-associated factor) N-terminal domain	74	326
Q92832	PF00093	von Willebrand factor type C domain	273	331
Q92832	PF00093	von Willebrand factor type C domain	699	749
Q92832	PF02210	Laminin G domain	99	192
Q92832	PF07645	Calcium-binding EGF domain	434	474
Q92832	PF07645	Calcium-binding EGF domain	549	582
Q92832	PF07645	Calcium-binding EGF domain	596	627
Q92832	PF12947	EGF domain	480	515
Q92833	PF01388	ARID/BRIGHT DNA binding domain	628	709
Q92833	PF02373	JmjC domain, hydroxylase	916	1031
Q92833	PF02375	jmjN domain	558	591
Q92833	PF02928	C5HC2 zinc finger	1139	1189
Q92834	PF25390	RCC1-like domain	33	363
Q92835	PF00017	SH2 domain	5	86
Q92835	PF22669	Endonuclease/Exonuclease/phosphatase family 2	409	706
Q92835	PF24147	SHIP1/2 second C2 domain	746	850
Q92835	PF24150	SHIP1/2 first C2 domain	296	375
Q92837	PF05350	Glycogen synthase kinase-3 binding	1	239
Q92838	PF00229	TNF(Tumour Necrosis Factor) family	284	385
Q92839	PF13641	Glycosyltransferase like family 2	203	379
Q92841	PF00270	DEAD/DEAH box helicase	195	365
Q92841	PF00271	Helicase conserved C-terminal domain	405	512
Q92843	PF00452	Apoptosis regulator proteins, Bcl-2 family	46	144
Q92843	PF02180	Bcl-2 homology region 4	7	31
Q92844	PF12845	TBD domain	133	186
Q92845	PF05804	Kinesin-associated protein (KAP)	13	720
Q92847	PF00001	7 transmembrane receptor (rhodopsin family)	60	323
Q92851	PF00656	Caspase domain	283	482
Q92851	PF01335	Death effector domain	20	100
Q92851	PF01335	Death effector domain	115	191
Q92854	PF00047	Immunoglobulin domain	563	635
Q92854	PF01403	Sema domain	293	480
Q92854	PF01437	Plexin repeat	503	554
Q92858	PF00010	Helix-loop-helix DNA-binding domain	160	211
Q92859	PF00041	Fibronectin type III domain	440	530
Q92859	PF00041	Fibronectin type III domain	543	621
Q92859	PF00041	Fibronectin type III domain	636	725
Q92859	PF00041	Fibronectin type III domain	742	820
Q92859	PF00041	Fibronectin type III domain	856	942
Q92859	PF00041	Fibronectin type III domain	956	1049
Q92859	PF06583	Neogenin C-terminus	1158	1461
Q92859	PF07679	Immunoglobulin I-set domain	250	337
Q92859	PF07679	Immunoglobulin I-set domain	341	427
Q92859	PF13895	Immunoglobulin domain	62	146
Q92859	PF13927	Immunoglobulin domain	152	224
Q92870	PF00397	WW domain	292	320
Q92870	PF00640	Phosphotyrosine interaction domain (PTB/PID)	419	554
Q92870	PF00640	Phosphotyrosine interaction domain (PTB/PID)	590	710
Q92871	PF03332	Eukaryotic phosphomannomutase	36	255
Q92874	PF03372	Endonuclease/Exonuclease/phosphatase family	26	288
Q92876	PF00089	Trypsin	23	237
Q92878	PF04423	Rad50 zinc hook motif	660	712
Q92878	PF13476	AAA domain	6	227
Q92878	PF13558	SbcC/RAD50-like, Walker B motif	1176	1249
Q92879	PF00076	RNA recognition motif	19	84
Q92879	PF00076	RNA recognition motif	110	174
Q92879	PF00076	RNA recognition motif	403	473
Q92882	PF00018	SH3 domain	18	63
Q92882	PF12796	Ankyrin repeats (3 copies)	77	169
Q92886	PF00010	Helix-loop-helix DNA-binding domain	93	142
Q92887	PF00005	ABC transporter	655	788
Q92887	PF00005	ABC transporter	1317	1465
Q92887	PF00664	ABC transporter transmembrane region	323	593
Q92887	PF00664	ABC transporter transmembrane region	979	1228
Q92887	PF24357	ABC transporter TMD0 domain	15	153
Q92888	PF00621	RhoGEF domain	420	603
Q92888	PF09128	Regulator of G protein signalling-like domain	42	232
Q92888	PF17838	PH domain	633	758
Q92889	PF02732	ERCC4 domain	686	814
Q92890	PF03152	Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 1	19	117
Q92890	PF24842	Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 2	120	194
Q92896	PF00839	Cysteine rich repeat	154	210
Q92896	PF00839	Cysteine rich repeat	215	276
Q92896	PF00839	Cysteine rich repeat	291	345
Q92896	PF00839	Cysteine rich repeat	349	411
Q92896	PF00839	Cysteine rich repeat	418	471
Q92896	PF00839	Cysteine rich repeat	479	536
Q92896	PF00839	Cysteine rich repeat	540	601
Q92896	PF00839	Cysteine rich repeat	613	667
Q92896	PF00839	Cysteine rich repeat	670	728
Q92896	PF00839	Cysteine rich repeat	732	786
Q92896	PF00839	Cysteine rich repeat	800	855
Q92896	PF00839	Cysteine rich repeat	858	911
Q92896	PF00839	Cysteine rich repeat	915	974
Q92896	PF00839	Cysteine rich repeat	983	1038
Q92896	PF00839	Cysteine rich repeat	1046	1100
Q92900	PF04851	Type III restriction enzyme, res subunit	482	551
Q92900	PF09416	RNA helicase (UPF2 interacting domain)	121	272
Q92900	PF13086	AAA domain	585	682
Q92900	PF13087	AAA domain	691	887
Q92900	PF18141	RNA helicase UPF1, 1B domain	324	425
Q92901	PF00297	Ribosomal protein L3	1	375
Q92902	PF19036	First Longin domain of FUZ, MON1 and HPS1	2	159
Q92902	PF19037	Second Longin domain of FUZ, MON1 and HPS1	205	403
Q92902	PF19038	Third Longin domain of FUZ, MON1 and HPS1	540	693
Q92903	PF01148	Cytidylyltransferase family	88	417
Q92904	PF00076	RNA recognition motif	42	108
Q92904	PF18872	Daz repeat	171	190
Q92905	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	52	163
Q92905	PF18323	Cop9 signalosome subunit 5 C-terminal domain	251	329
Q92908	PF00320	GATA zinc finger	390	423
Q92908	PF00320	GATA zinc finger	444	477
Q92908	PF05349	GATA-type transcription activator, N-terminal	147	376
Q92911	PF00474	Sodium:solute symporter family	47	451
Q92913	PF00167	Fibroblast growth factor	70	195
Q92915	PF00167	Fibroblast growth factor	72	197
Q92917	PF00467	KOW motif	243	273
Q92917	PF12656	G-patch domain	156	208
Q92917	PF25088	GPKOW C-terminal domain	362	469
Q92918	PF00069	Protein kinase domain	17	273
Q92918	PF00780	CNH domain	511	793
Q92922	PF00249	Myb-like DNA-binding domain	622	663
Q92922	PF04433	SWIRM domain	459	537
Q92922	PF16495	SWIRM-associated region 1	872	953
Q92922	PF16496	SWIRM-associated domain at the N-terminal	32	165
Q92922	PF16498	SWIRM-associated domain at the C-terminal	706	772
Q92925	PF02201	SWIB/MDM2 domain	310	378
Q92928	PF00071	Ras family	10	170
Q92930	PF00071	Ras family	10	170
Q92932	PF00102	Protein-tyrosine phosphatase	770	1003
Q92932	PF11548	Protein-tyrosine phosphatase receptor IA-2	510	597
Q92932	PF14948	RESP18 domain	78	121
Q92934	PF10514	Pro-apoptotic Bcl-2 protein, BAD	1	168
Q92935	PF03016	Exostosin GT47 domain	95	334
Q92935	PF09258	Glycosyl transferase family 64 domain	419	659
Q92945	PF00013	KH domain	146	209
Q92945	PF00013	KH domain	236	301
Q92945	PF00013	KH domain	327	387
Q92945	PF00013	KH domain	427	493
Q92945	PF09005	Far upstream element-binding protein, C-terminal	611	632
Q92945	PF09005	Far upstream element-binding protein, C-terminal	670	685
Q92947	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	289	428
Q92947	PF02770	Acyl-CoA dehydrogenase, middle domain	176	269
Q92947	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	62	172
Q92949	PF00250	Forkhead domain	121	204
Q92952	PF02888	Calmodulin binding domain	384	461
Q92952	PF03530	Calcium-activated SK potassium channel	92	207
Q92952	PF07885	Ion channel	291	369
Q92953	PF00520	Ion transport protein	193	427
Q92953	PF02214	BTB/POZ domain	37	136
Q92953	PF03521	Kv2 voltage-gated K+ channel	471	759
Q92954	PF00045	Hemopexin	1195	1237
Q92954	PF01033	Somatomedin B domain	29	67
Q92954	PF01033	Somatomedin B domain	69	106
Q92956	PF00020	TNFR/NGFR cysteine-rich region	78	119
Q92959	PF03137	Organic Anion Transporter Polypeptide (OATP) family	33	446
Q92959	PF03137	Organic Anion Transporter Polypeptide (OATP) family	495	602
Q92959	PF07648	Kazal-type serine protease inhibitor domain	447	494
Q92963	PF00071	Ras family	23	183
Q92966	PF12251	snRNA-activating protein complex (SNAPc), subunit 3	202	405
Q92968	PF04088	Peroxin 13, N-terminal region	117	254
Q92968	PF14604	Variant SH3 domain	279	332
Q92973	PF03810	Importin-beta N-terminal domain	42	108
Q92973	PF13513	HEAT-like repeat	419	473
Q92973	PF25574	Importin subunit beta-1-like, TPR repeats	674	776
Q92973	PF25780	IPO5-like, TPR repeats	124	267
Q92974	PF00621	RhoGEF domain	239	429
Q92974	PF17838	PH domain	463	570
Q92979	PF03587	EMG1/NEP1 methyltransferase	45	238
Q92982	PF04923	Ninjurin	38	139
Q92985	PF00605	Interferon regulatory factor transcription factor	14	124
Q92985	PF10401	Interferon-regulatory factor 3	289	463
Q92988	PF00046	Homeodomain	118	174
Q92989	PF06807	Pre-mRNA cleavage complex II protein Clp1	313	423
Q92989	PF16573	N-terminal beta-sandwich domain of polyadenylation factor	16	107
Q92989	PF16575	mRNA cleavage and polyadenylation factor CLP1 P-loop	121	307
Q92990	PF08568	Uncharacterised protein family, YAP/Alf4/glomulin	1	560
Q92993	PF01853	MOZ/SAS family	288	471
Q92993	PF11717	RNA binding activity-knot of a chromodomain	7	65
Q92993	PF17772	MYST family zinc finger domain	229	283
Q92994	PF00382	Transcription factor TFIIB repeat	83	172
Q92994	PF00382	Transcription factor TFIIB repeat	177	269
Q92994	PF07741	Brf1-like TBP-binding domain	451	547
Q92994	PF08271	TFIIB zinc-binding	5	45
Q92995	PF00443	Ubiquitin carboxyl-terminal hydrolase	336	652
Q92995	PF00443	Ubiquitin carboxyl-terminal hydrolase	691	728
Q92995	PF00443	Ubiquitin carboxyl-terminal hydrolase	765	858
Q92995	PF00627	UBA/TS-N domain	653	690
Q92995	PF00627	UBA/TS-N domain	729	764
Q92995	PF02148	Zn-finger in ubiquitin-hydrolases and other protein	211	283
Q92995	PF17807	Variant UBP zinc finger	35	97
Q92997	PF00595	PDZ domain	250	333
Q92997	PF00610	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)	425	494
Q92997	PF00778	DIX domain	3	78
Q92997	PF02377	Dishevelled specific domain	90	245
Q92997	PF12316	Segment polarity protein dishevelled (Dsh) C terminal	500	706
Q93008	PF00443	Ubiquitin carboxyl-terminal hydrolase	1557	1953
Q93008	PF12030	Domain of unknown function (DUF3517)	2098	2453
Q93008	PF22900	Ubiquitin carboxyl-terminal hydrolases, Ubiquitin-like 1	881	967
Q93008	PF25010	UBP24/USP9X/USP9Y ARM repeat	329	748
Q93009	PF00443	Ubiquitin carboxyl-terminal hydrolase	214	518
Q93009	PF12436	ICP0-binding domain of Ubiquitin-specific protease 7	620	865
Q93009	PF14533	Ubiquitin-specific protease C-terminal	875	1086
Q93009	PF22486	MATH domain	70	194
Q93015	PF00583	Acetyltransferase (GNAT) family	114	188
Q93033	PF07686	Immunoglobulin V-set domain	31	142
Q93033	PF07686	Immunoglobulin V-set domain	154	255
Q93033	PF07686	Immunoglobulin V-set domain	824	911
Q93034	PF00888	Cullin alpha solenoid domain	19	507
Q93034	PF10557	Cullin protein neddylation domain	711	772
Q93034	PF26557	Cullin alpha+beta domain	530	672
Q93038	PF00020	TNFR/NGFR cysteine-rich region	73	115
Q93038	PF00531	Death domain	334	411
Q93045	PF00836	Stathmin family	39	172
Q93050	PF01496	V-type ATPase 116kDa subunit family	27	827
Q93052	PF00412	LIM domain	416	471
Q93052	PF00412	LIM domain	476	532
Q93052	PF00412	LIM domain	536	596
Q93062	PF00076	RNA recognition motif	26	87
Q93063	PF03016	Exostosin GT47 domain	101	380
Q93063	PF09258	Glycosyl transferase family 64 domain	456	701
Q93070	PF01129	NAD:arginine ADP-ribosyltransferase	56	276
Q93074	PF09497	Transcription mediator complex subunit Med12	107	161
Q93074	PF12144	Eukaryotic Mediator 12 catenin-binding domain	1819	2022
Q93074	PF12145	Eukaryotic Mediator 12 subunit domain	286	757
Q93077	PF00125	Core histone H2A/H2B/H3/H4 domain	7	89
Q93077	PF16211	C-terminus of histone H2A	92	126
Q93079	PF00125	Core histone H2A/H2B/H3/H4 domain	20	101
Q93084	PF00122	P-type ATPase actuator domain	123	239
Q93084	PF00689	Cation transporting ATPase, C-terminus	784	987
Q93084	PF00690	Cation transporter/ATPase, N-terminus	5	72
Q93084	PF08282	haloacid dehalogenase-like hydrolase	686	744
Q93084	PF13246	P-type ATPase, cytoplasmic domain N	410	606
Q93086	PF00864	ATP P2X receptor	14	375
Q93088	PF02574	Homocysteine S-methyltransferase	23	314
Q93091	PF00074	Pancreatic ribonuclease	29	147
Q93096	PF22785	Polymorphic toxin system, DSP-PTPase phosphatase	28	123
Q93097	PF00110	wnt family	75	380
Q93098	PF00110	wnt family	41	333
Q93099	PF04209	Homogentisate 1,2-dioxygenase C-terminal	280	434
Q93099	PF20510	Homogentisate 1,2-dioxygenase N-terminal	5	279
Q93100	PF00723	Glycosyl hydrolases family 15	49	878
Q93100	PF19292	Phosphorylase b kinase C-terminal domain	919	1077
Q95460	PF00129	Class I Histocompatibility antigen, domains alpha 1 and 2	24	198
Q95460	PF07654	Immunoglobulin C1-set domain	218	283
Q969D9	PF15216	Thymic stromal lymphopoietin	29	153
Q969E2	PF04144	SCAMP family	5	178
Q969E3	PF00473	Corticotropin-releasing factor family	120	157
Q969E8	PF10273	Pre-rRNA-processing protein TSR2	12	91
Q969F0	PF05644	Mitochondrial and peroxisomal fission factor Mff	114	182
Q969F1	PF10419	TFIIIC subunit triple barrel domain	16	110
Q969F2	NA	NA	NA	NA
Q969F8	PF00001	7 transmembrane receptor (rhodopsin family)	59	323
Q969F9	PF14761	Hermansky-Pudlak syndrome 3 protein, N-terminal	3	479
Q969F9	PF14763	Hermansky-Pudlak syndrome 3 protein, C-terminal region	498	1001
Q969G2	PF00046	Homeodomain	158	214
Q969G2	PF00412	LIM domain	30	85
Q969G2	PF00412	LIM domain	89	146
Q969G3	PF00505	HMG (high mobility group) box	66	133
Q969G5	PF15237	PTRF/SDPR family	20	194
Q969G6	PF01687	Riboflavin kinase	4	129
Q969G9	NA	NA	NA	NA
Q969H0	PF00400	WD domain, G-beta repeat	373	407
Q969H0	PF12937	F-box-like	281	326
Q969H0	PF23381	IFT122 first beta-propeller	432	692
Q969H4	PF00169	PH domain	406	501
Q969H4	PF10534	Connector enhancer of kinase suppressor of ras	78	160
Q969H6	PF01900	Rpp14/Pop5 family	7	115
Q969H8	PF10572	UPF0556 domain	40	170
Q969I6	PF01490	Transmembrane amino acid transporter protein	74	243
Q969I6	PF01490	Transmembrane amino acid transporter protein	325	534
Q969J2	PF00096	Zinc finger, C2H2 type	320	342
Q969J2	PF00096	Zinc finger, C2H2 type	348	370
Q969J2	PF00096	Zinc finger, C2H2 type	376	398
Q969J2	PF00096	Zinc finger, C2H2 type	404	426
Q969J2	PF00096	Zinc finger, C2H2 type	432	454
