fasta_file	n_sequences
PF24173.fasta	1
PF24176.fasta	1
PF24179.fasta	2
PF24181.fasta	1
PF24234.fasta	1
PF24235.fasta	2
PF24237.fasta	1
PF24245.fasta	1
PF24291.fasta	1
PF24293.fasta	1
PF24306.fasta	1
PF24310.fasta	1
PF24311.fasta	1
PF24317.fasta	3
PF24324.fasta	2
PF24329.fasta	4
PF24354.fasta	1
PF24356.fasta	1
PF24357.fasta	4
PF24384.fasta	1
PF24385.fasta	1
PF24394.fasta	1
PF24419.fasta	1
PF24436.fasta	1
PF24437.fasta	1
PF24456.fasta	4
PF24467.fasta	1
PF24468.fasta	1
PF24472.fasta	1
PF24478.fasta	1
PF24479.fasta	7
PF24480.fasta	1
PF24484.fasta	1
PF24485.fasta	1
PF24487.fasta	1
PF24492.fasta	1
PF24493.fasta	1
PF24495.fasta	1
PF24498.fasta	2
PF24499.fasta	2
PF24501.fasta	2
PF24506.fasta	1
PF24507.fasta	1
PF24508.fasta	1
PF24509.fasta	1
PF24510.fasta	1
PF24515.fasta	1
PF24516.fasta	1
PF24518.fasta	1
PF24520.fasta	1
PF24521.fasta	1
PF24522.fasta	3
PF24525.fasta	3
PF24528.fasta	1
PF24529.fasta	1
PF24532.fasta	1
PF24533.fasta	1
PF24536.fasta	6
PF24540.fasta	1
PF24541.fasta	1
PF24542.fasta	1
PF24544.fasta	1
PF24545.fasta	1
PF24546.fasta	1
PF24548.fasta	1
PF24555.fasta	2
PF24556.fasta	1
PF24560.fasta	1
PF24562.fasta	4
PF24566.fasta	1
PF24567.fasta	1
PF24569.fasta	1
PF24570.fasta	1
PF24571.fasta	4
PF24573.fasta	1
PF24578.fasta	1
PF24597.fasta	2
PF24598.fasta	2
PF24601.fasta	2
PF24605.fasta	2
PF24606.fasta	5
PF24609.fasta	11
PF24617.fasta	1
PF24618.fasta	1
PF24630.fasta	2
PF24652.fasta	3
PF24654.fasta	1
PF24656.fasta	4
PF24660.fasta	1
PF24667.fasta	1
PF24668.fasta	1
PF24669.fasta	2
PF24671.fasta	1
PF24681.fasta	37
PF24690.fasta	2
PF24694.fasta	3
PF24695.fasta	3
PF24742.fasta	2
PF24757.fasta	2
PF24759.fasta	1
PF24760.fasta	1
PF24761.fasta	1
PF24762.fasta	3
PF24768.fasta	2
PF24770.fasta	1
PF24771.fasta	1
PF24778.fasta	1
PF24779.fasta	1
PF24780.fasta	2
PF24781.fasta	1
PF24782.fasta	2
PF24783.fasta	1
PF24785.fasta	1
PF24786.fasta	1
PF24787.fasta	1
PF24795.fasta	2
PF24796.fasta	1
PF24797.fasta	2
PF24798.fasta	1
PF24805.fasta	1
PF24807.fasta	3
PF24810.fasta	1
PF24812.fasta	1
PF24814.fasta	1
PF24815.fasta	1
PF24816.fasta	1
PF24817.fasta	1
PF24824.fasta	1
PF24827.fasta	2
PF24842.fasta	1
PF24857.fasta	1
PF24858.fasta	1
PF24863.fasta	1
PF24871.fasta	4
PF24874.fasta	2
PF24882.fasta	1
PF24883.fasta	2
PF24884.fasta	1
PF24885.fasta	1
PF24887.fasta	4
PF24889.fasta	4
PF24892.fasta	1
PF24899.fasta	1
PF24900.fasta	3
PF24901.fasta	1
PF24902.fasta	2
PF24903.fasta	1
PF24905.fasta	4
PF24912.fasta	2
PF24915.fasta	1
PF24917.fasta	2
PF24923.fasta	1
PF24932.fasta	1
PF24935.fasta	2
PF24947.fasta	2
PF24948.fasta	1
PF24951.fasta	1
PF24959.fasta	2
PF24971.fasta	1
PF24972.fasta	2
PF24973.fasta	35
PF24978.fasta	1
PF24979.fasta	1
PF24981.fasta	12
PF24984.fasta	1
PF24987.fasta	2
PF24991.fasta	2
PF24993.fasta	1
PF24995.fasta	1
PF24997.fasta	1
PF24999.fasta	1
PF25005.fasta	1
PF25007.fasta	3
PF25010.fasta	5
PF25013.fasta	2
PF25015.fasta	1
PF25016.fasta	1
PF25018.fasta	1
PF25020.fasta	4
PF25021.fasta	4
PF25022.fasta	1
PF25023.fasta	4
PF25024.fasta	8
PF25025.fasta	1
PF25027.fasta	1
PF25028.fasta	1
PF25030.fasta	1
PF25031.fasta	1
PF25032.fasta	1
PF25033.fasta	5
PF25034.fasta	3
PF25035.fasta	2
PF25036.fasta	4
PF25037.fasta	2
PF25039.fasta	1
PF25040.fasta	1
PF25041.fasta	1
PF25045.fasta	1
PF25047.fasta	1
PF25048.fasta	1
PF25049.fasta	1
PF25050.fasta	1
PF25051.fasta	1
PF25058.fasta	2
PF25059.fasta	2
PF25060.fasta	2
PF25062.fasta	2
PF25063.fasta	2
PF25064.fasta	2
PF25065.fasta	1
PF25067.fasta	1
PF25068.fasta	2
PF25069.fasta	1
PF25076.fasta	4
PF25081.fasta	1
PF25082.fasta	3
PF25083.fasta	3
PF25084.fasta	2
PF25087.fasta	2
PF25088.fasta	1
PF25092.fasta	1
PF25094.fasta	1
PF25095.fasta	1
PF25106.fasta	3
PF25107.fasta	1
PF25118.fasta	1
PF25119.fasta	4
PF25121.fasta	1
PF25124.fasta	1
PF25125.fasta	1
PF25126.fasta	1
PF25127.fasta	1
PF25131.fasta	1
PF25132.fasta	1
PF25133.fasta	2
PF25137.fasta	1
PF25140.fasta	1
PF25141.fasta	1
PF25142.fasta	1
PF25143.fasta	1
PF25144.fasta	1
PF25146.fasta	1
PF25147.fasta	1
PF25150.fasta	1
PF25151.fasta	1
PF25152.fasta	1
PF25153.fasta	1
PF25154.fasta	1
PF25163.fasta	1
PF25168.fasta	1
PF25170.fasta	1
PF25171.fasta	1
PF25172.fasta	1
PF25173.fasta	1
PF25174.fasta	1
PF25175.fasta	2
PF25177.fasta	2
PF25178.fasta	1
PF25179.fasta	2
PF25203.fasta	1
PF25204.fasta	1
PF25220.fasta	1
PF25234.fasta	1
PF25238.fasta	2
PF25239.fasta	1
PF25241.fasta	1
PF25244.fasta	1
PF25248.fasta	1
PF25249.fasta	1
PF25261.fasta	4
PF25265.fasta	1
PF25267.fasta	1
PF25281.fasta	4
PF25287.fasta	1
PF25293.fasta	1
PF25294.fasta	1
PF25295.fasta	1
PF25299.fasta	2
PF25304.fasta	1
PF25305.fasta	3
PF25307.fasta	1
PF25313.fasta	3
PF25316.fasta	1
PF25320.fasta	1
PF25321.fasta	4
PF25322.fasta	1
PF25325.fasta	1
PF25327.fasta	1
PF25328.fasta	1
PF25329.fasta	1
PF25332.fasta	2
PF25336.fasta	2
PF25339.fasta	1
PF25340.fasta	6
PF25341.fasta	2
PF25342.fasta	3
PF25343.fasta	1
PF25344.fasta	2
PF25346.fasta	5
PF25348.fasta	1
PF25354.fasta	2
PF25357.fasta	1
PF25361.fasta	1
PF25364.fasta	1
PF25366.fasta	1
PF25372.fasta	14
PF25373.fasta	2
PF25374.fasta	1
PF25376.fasta	1
PF25378.fasta	1
PF25382.fasta	2
PF25383.fasta	2
PF25387.fasta	2
PF25390.fasta	17
PF25391.fasta	5
PF25393.fasta	2
PF25394.fasta	1
PF25395.fasta	1
PF25396.fasta	1
PF25398.fasta	3
PF25400.fasta	1
PF25403.fasta	2
PF25408.fasta	4
PF25412.fasta	3
PF25413.fasta	3
PF25414.fasta	3
PF25415.fasta	3
PF25416.fasta	6
PF25420.fasta	3
PF25426.fasta	1
PF25427.fasta	2
PF25429.fasta	3
PF25430.fasta	1
PF25431.fasta	1
PF25432.fasta	2
PF25434.fasta	2
PF25437.fasta	3
PF25439.fasta	1
PF25440.fasta	1
PF25442.fasta	3
PF25443.fasta	3
PF25444.fasta	2
PF25445.fasta	3
PF25447.fasta	1
PF25449.fasta	1
PF25450.fasta	2
PF25452.fasta	2
PF25453.fasta	1
PF25454.fasta	3
PF25455.fasta	1
PF25456.fasta	1
PF25457.fasta	3
PF25458.fasta	1
PF25460.fasta	1
PF25462.fasta	2
PF25467.fasta	1
PF25468.fasta	2
PF25469.fasta	2
PF25473.fasta	1
PF25476.fasta	1
PF25479.fasta	2
PF25481.fasta	1
PF25491.fasta	3
PF25496.fasta	3
PF25497.fasta	2
PF25504.fasta	2
PF25508.fasta	10
PF25510.fasta	1
PF25511.fasta	3
PF25517.fasta	1
PF25518.fasta	1
PF25520.fasta	3
PF25521.fasta	3
PF25523.fasta	5
PF25524.fasta	2
PF25525.fasta	3
PF25526.fasta	4
PF25527.fasta	2
PF25529.fasta	1
PF25530.fasta	2
PF25532.fasta	3
PF25541.fasta	4
PF25552.fasta	4
PF25555.fasta	2
PF25556.fasta	1
PF25561.fasta	4
PF25562.fasta	4
PF25563.fasta	2
PF25566.fasta	4
PF25567.fasta	1
PF25569.fasta	1
PF25570.fasta	1
PF25571.fasta	2
PF25572.fasta	1
PF25573.fasta	1
PF25574.fasta	6
PF25576.fasta	1
PF25577.fasta	1
PF25578.fasta	2
PF25579.fasta	1
PF25580.fasta	3
PF25582.fasta	1
PF25584.fasta	1
PF25585.fasta	2
PF25596.fasta	4
PF25599.fasta	14
PF25600.fasta	8
PF25602.fasta	1
PF25609.fasta	4
PF25610.fasta	4
PF25611.fasta	2
PF25624.fasta	1
PF25625.fasta	1
PF25683.fasta	2
PF25752.fasta	3
PF25756.fasta	1
PF25757.fasta	1
PF25758.fasta	4
PF25762.fasta	1
PF25763.fasta	1
PF25764.fasta	6
PF25765.fasta	1
PF25766.fasta	1
PF25767.fasta	1
PF25768.fasta	1
PF25769.fasta	1
PF25770.fasta	1
PF25771.fasta	2
PF25772.fasta	1
PF25773.fasta	1
PF25774.fasta	1
PF25775.fasta	1
PF25776.fasta	1
PF25777.fasta	1
PF25779.fasta	1
PF25780.fasta	4
PF25781.fasta	1
PF25782.fasta	2
PF25785.fasta	1
PF25789.fasta	1
PF25790.fasta	1
PF25793.fasta	1
PF25794.fasta	3
PF25795.fasta	2
PF25801.fasta	1
PF25802.fasta	3
PF25803.fasta	2
PF25804.fasta	1
PF25805.fasta	1
PF25806.fasta	1
PF25807.fasta	3
PF25809.fasta	1
PF25810.fasta	1
PF25811.fasta	1
PF25814.fasta	1
PF25815.fasta	1
PF25817.fasta	1
PF25818.fasta	1
PF25822.fasta	1
PF25825.fasta	1
PF25827.fasta	1
PF25828.fasta	1
PF25830.fasta	1
PF25870.fasta	1
PF25875.fasta	1
PF25877.fasta	3
PF25879.fasta	1
PF25880.fasta	1
PF25890.fasta	2
PF25892.fasta	2
PF25894.fasta	1
PF25900.fasta	2
PF25904.fasta	1
PF25914.fasta	2
PF25915.fasta	1
PF25916.fasta	1
PF25960.fasta	2
PF25961.fasta	2
PF25962.fasta	7
PF25966.fasta	2
PF25969.fasta	2
PF25970.fasta	2
PF25974.fasta	1
PF25977.fasta	2
PF25981.fasta	1
PF25983.fasta	1
PF25985.fasta	1
PF25986.fasta	1
PF25987.fasta	2
PF25992.fasta	1
PF25993.fasta	1
PF25998.fasta	1
PF25999.fasta	1
PF26000.fasta	2
PF26004.fasta	1
PF26014.fasta	1
PF26015.fasta	1
PF26017.fasta	1
PF26019.fasta	2
PF26022.fasta	2
PF26024.fasta	1
PF26025.fasta	1
PF26026.fasta	4
PF26030.fasta	1
PF26034.fasta	3
PF26037.fasta	2
PF26038.fasta	1
PF26039.fasta	2
PF26040.fasta	1
PF26050.fasta	1
PF26051.fasta	1
PF26052.fasta	2
PF26054.fasta	2
PF26060.fasta	3
PF26063.fasta	1
PF26065.fasta	1
PF26066.fasta	1
PF26076.fasta	2
PF26077.fasta	1
PF26083.fasta	2
PF26084.fasta	1
PF26086.fasta	3
PF26088.fasta	2
PF26089.fasta	3
PF26091.fasta	1
PF26093.fasta	1
PF26094.fasta	3
PF26095.fasta	2
PF26100.fasta	1
PF26101.fasta	1
PF26103.fasta	1
PF26104.fasta	1
PF26105.fasta	1
PF26106.fasta	1
PF26112.fasta	1
PF26116.fasta	3
PF26117.fasta	1
PF26129.fasta	1
PF26134.fasta	1
PF26139.fasta	1
PF26140.fasta	1
PF26141.fasta	2
PF26142.fasta	2
PF26143.fasta	1
PF26146.fasta	1
PF26148.fasta	1
PF26152.fasta	1
PF26155.fasta	1
PF26156.fasta	1
PF26158.fasta	2
PF26166.fasta	1
PF26167.fasta	2
PF26169.fasta	2
PF26171.fasta	1
PF26173.fasta	1
PF26181.fasta	2
PF26182.fasta	2
PF26183.fasta	2
PF26184.fasta	2
PF26186.fasta	1
PF26187.fasta	1
PF26189.fasta	1
PF26190.fasta	1
PF26191.fasta	1
PF26192.fasta	2
PF26194.fasta	1
PF26195.fasta	1
PF26196.fasta	1
PF26197.fasta	1
PF26198.fasta	1
PF26199.fasta	1
PF26200.fasta	1
PF26201.fasta	1
PF26202.fasta	1
PF26203.fasta	1
PF26206.fasta	1
PF26216.fasta	1
PF26217.fasta	1
PF26218.fasta	3
PF26234.fasta	1
PF26246.fasta	1
PF26251.fasta	1
PF26254.fasta	1
PF26280.fasta	1
PF26281.fasta	2
PF26282.fasta	1
PF26283.fasta	1
PF26285.fasta	3
PF26291.fasta	1
PF26292.fasta	1
PF26346.fasta	5
PF26356.fasta	1
PF26399.fasta	1
PF26466.fasta	1
PF26535.fasta	2
PF26547.fasta	1
PF26557.fasta	9
PF26561.fasta	1
PF26569.fasta	2
PF26570.fasta	2
PF26573.fasta	1
PF26574.fasta	2
PF26577.fasta	1
PF26579.fasta	1
PF26582.fasta	1
PF26583.fasta	1
PF26585.fasta	1
PF26586.fasta	1
PF26588.fasta	2
PF26649.fasta	1
PF26658.fasta	1
PF26659.fasta	2
PF26666.fasta	1
PF26701.fasta	2
PF26702.fasta	1
PF26705.fasta	1
PF26706.fasta	2
PF26708.fasta	1
PF26710.fasta	2
PF26714.fasta	1
PF26715.fasta	1
PF26718.fasta	2
PF26720.fasta	1
PF26722.fasta	1
PF26723.fasta	1
PF26725.fasta	1
PF26735.fasta	1
PF26737.fasta	1
PF26741.fasta	1
PF26743.fasta	9
PF26748.fasta	2
PF26749.fasta	2
PF26755.fasta	1
PF26758.fasta	1
PF26771.fasta	1
PF26772.fasta	1
PF26773.fasta	3
PF26774.fasta	1
PF26777.fasta	1
PF26778.fasta	1
PF26779.fasta	1
PF26955.fasta	9
PF26960.fasta	1
PF26964.fasta	3
PF26968.fasta	1
PF26973.fasta	1
PF26976.fasta	1
PF26996.fasta	1
PF27002.fasta	1
PF27015.fasta	5
PF27016.fasta	2
PF27017.fasta	1
PF27021.fasta	1
PF27027.fasta	2
PF27035.fasta	1
PF27039.fasta	3
PF27041.fasta	2
PF27044.fasta	1
PF27045.fasta	1
PF27046.fasta	9
PF27047.fasta	1
PF27058.fasta	1
PF27065.fasta	1
PF27073.fasta	10
PF27082.fasta	1
PF27087.fasta	8
PF27088.fasta	1
PF27089.fasta	26
PF27091.fasta	26
PF27107.fasta	2
PF27108.fasta	2
PF27109.fasta	1
PF27240.fasta	1
PF27241.fasta	2
PF27242.fasta	3
PF27506.fasta	1
PF27508.fasta	4
PF27509.fasta	1
PF27513.fasta	1
PF27514.fasta	1
PF27519.fasta	1
PF27521.fasta	2
PF27524.fasta	2
PF27528.fasta	1
PF27536.fasta	1
PF27556.fasta	4
PF27557.fasta	2
PF27558.fasta	3
PF27559.fasta	1
PF27560.fasta	3
PF27561.fasta	2
PF27562.fasta	1
PF27567.fasta	2
PF27569.fasta	3
PF27570.fasta	1
PF27572.fasta	2
PF27574.fasta	3
PF27575.fasta	2
PF27576.fasta	2
PF27577.fasta	1
PF27578.fasta	1
PF27579.fasta	1
PF27580.fasta	2
PF27581.fasta	3
PF27582.fasta	2
PF27583.fasta	2
PF27594.fasta	3
PF27597.fasta	3
PF27598.fasta	2
PF27600.fasta	1
PF27601.fasta	1
PF27602.fasta	2
PF27603.fasta	1
PF27605.fasta	3
PF27607.fasta	3
PF27608.fasta	9
PF27614.fasta	1
PF27626.fasta	1
PF27627.fasta	2
PF27628.fasta	3
PF27631.fasta	2
PF27632.fasta	3
PF27634.fasta	1
PF27635.fasta	1
PF27636.fasta	2
PF27638.fasta	3
PF27639.fasta	1
PF27640.fasta	2
PF27642.fasta	1
PF27644.fasta	2
PF27645.fasta	2
PF27646.fasta	1
PF27652.fasta	2
PF27654.fasta	2
PF27661.fasta	2
PF27662.fasta	1
PF27670.fasta	1
PF27676.fasta	1
PF27680.fasta	4
PF27681.fasta	1
PF27687.fasta	2
PF27695.fasta	1
PF27697.fasta	2
PF27698.fasta	1
PF27704.fasta	1
PF27710.fasta	3
PF27717.fasta	2
PF27720.fasta	1
PF27736.fasta	2
PF27737.fasta	1
PF27745.fasta	1
PF27753.fasta	1
PF27756.fasta	1
PF27759.fasta	2
PF27760.fasta	1
PF27763.fasta	3
PF27776.fasta	1
PF27785.fasta	1
PF27789.fasta	1
PF27797.fasta	1
PF27808.fasta	1
PF27813.fasta	1
PF27818.fasta	1
PF27820.fasta	1
PF27821.fasta	1
PF27822.fasta	9
PF27824.fasta	1
PF27825.fasta	1
PF27830.fasta	1
PF27838.fasta	1
PF27852.fasta	2
PF27853.fasta	1
PF27858.fasta	1
PF27861.fasta	1
PF27882.fasta	1
PF27887.fasta	1
PF27888.fasta	2
PF27898.fasta	2
PF27899.fasta	1
PF27900.fasta	1
PF27911.fasta	1
PF27912.fasta	1
PF27913.fasta	1
PF27915.fasta	1
PF27916.fasta	1
PF27917.fasta	2
PF27918.fasta	1
PF27919.fasta	1
PF27921.fasta	1
PF27923.fasta	2
PF27924.fasta	3
PF27925.fasta	1
PF27926.fasta	1
PF27928.fasta	1
PF27929.fasta	1
PF27933.fasta	1
PF27935.fasta	1
PF27936.fasta	2
PF27937.fasta	2
PF27938.fasta	1
PF27940.fasta	1
PF27942.fasta	1
PF27943.fasta	1
PF27944.fasta	1
PF27946.fasta	1
PF27947.fasta	1
PF27948.fasta	1
PF27950.fasta	1
PF27952.fasta	1
PF27953.fasta	1
PF27954.fasta	1
PF27956.fasta	1
PF27958.fasta	1
PF27959.fasta	1
PF27960.fasta	1
PF27961.fasta	1
PF27962.fasta	1
PF27963.fasta	1
PF27964.fasta	1
PF27966.fasta	1
PF27967.fasta	1
PF27968.fasta	1
PF27972.fasta	1
PF27974.fasta	2
PF27976.fasta	2
PF27977.fasta	1
PF27978.fasta	1
PF27982.fasta	1
PF27983.fasta	1
PF27984.fasta	1
PF27985.fasta	1
PF27987.fasta	2
PF27989.fasta	5
PF28033.fasta	1
PF28112.fasta	1
PF28113.fasta	1
PF28124.fasta	1
PF28126.fasta	1
PF28127.fasta	1
PF28128.fasta	1
PF28133.fasta	1
PF28134.fasta	1
PF28137.fasta	1
PF28139.fasta	1
PF28141.fasta	1
PF28159.fasta	2
PF28174.fasta	1
PF28191.fasta	1
PF28207.fasta	1
PF28208.fasta	6
PF28217.fasta	2
PF28219.fasta	2
PF28220.fasta	1
PF28222.fasta	1
PF28226.fasta	1
PF28228.fasta	1
PF28229.fasta	2
PF28233.fasta	1
PF28234.fasta	1
PF28256.fasta	1
PF28264.fasta	1
PF28276.fasta	5
PF28287.fasta	1
PF28295.fasta	1
PF28297.fasta	1
PF28299.fasta	1
PF28302.fasta	1
PF28312.fasta	1
PF28318.fasta	1
PF28319.fasta	1
PF28320.fasta	1
PF28321.fasta	3
PF28322.fasta	1
PF28324.fasta	2
PF28327.fasta	1
PF28328.fasta	1
PF28330.fasta	1
PF28331.fasta	1
PF28333.fasta	1
PF28335.fasta	1
PF28336.fasta	1
PF28339.fasta	1
PF28341.fasta	2
PF28343.fasta	1
PF28344.fasta	1
PF28348.fasta	1
PF28349.fasta	1
PF28352.fasta	1
PF28354.fasta	6
PF28356.fasta	1
PF28367.fasta	1
PF28368.fasta	1
PF28369.fasta	1
PF28372.fasta	1
PF28375.fasta	2
PF28377.fasta	1
PF28384.fasta	2
PF28385.fasta	1
PF28388.fasta	2
PF28389.fasta	1
PF28398.fasta	1
PF28399.fasta	4
PF28400.fasta	1
PF28407.fasta	2
PF28408.fasta	1
PF28409.fasta	1
PF28410.fasta	1
PF28411.fasta	1
PF28412.fasta	1
PF28415.fasta	1
PF28416.fasta	1
PF28417.fasta	1
PF28418.fasta	1
PF28420.fasta	1
PF28421.fasta	2
PF28422.fasta	1
PF28423.fasta	1
PF28426.fasta	1
PF28427.fasta	1
PF28430.fasta	1
PF28441.fasta	28
PF28447.fasta	2
PF28448.fasta	1
PF28451.fasta	1
PF28452.fasta	1
PF28453.fasta	1
PF28454.fasta	1
PF28455.fasta	1
PF28456.fasta	1
PF28458.fasta	1
PF28461.fasta	1
PF28463.fasta	1
PF28470.fasta	1
PF28481.fasta	1
PF28484.fasta	1
PF28485.fasta	1
PF28489.fasta	1
PF28490.fasta	1
PF28491.fasta	1
PF28495.fasta	1
PF28498.fasta	1
PF28499.fasta	1
PF28501.fasta	1
PF28512.fasta	1
PF28517.fasta	1
PF28519.fasta	1
PF28520.fasta	1
PF28521.fasta	1
PF28528.fasta	1
PF28540.fasta	2
PF28552.fasta	2
PF28562.fasta	1
PF28565.fasta	2
PF28570.fasta	1
PF28582.fasta	1
