Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF15665,1.61,1.59,0.02,1.26
PF15666,1.75,1.80,-0.05,-2.78
PF15668,,,,
PF15669,,,,
PF15670,1.71,1.57,0.14,8.92
PF15671,,,,
PF15672,,,,
PF15673,,,,
PF15674,,,,
PF15675,,,,
PF15676,,,,
PF15677,,,,
PF15678,,,,
PF15679,,,,
PF15680,,,,
PF15681,,,,
PF15682,,,,
PF15683,,,,
PF15684,,,,
PF15685,,,,
PF15686,,,,
PF15687,,,,
PF15688,,,,
PF15689,,,,
PF15690,,,,
PF15692,2.00,2.09,-0.09,-4.31
PF15693,,,,
PF15694,,,,
PF15695,4.26,4.25,0.01,0.24
PF15696,1.72,1.72,0.00,0.00
PF15702,,,,
PF15703,-0.25,-0.44,0.19,43.18
PF15705,2.51,2.46,0.05,2.03
PF15706,3.05,2.88,0.17,5.90
PF15707,,,,
PF15708,4.62,4.61,0.01,0.22
PF15709,,,,
PF15710,,,,
PF15711,1.42,1.41,0.01,0.71
PF15712,,,,
PF15713,,,,
PF15715,,,,
PF15717,,,,
PF15718,,,,
PF15721,,,,
PF15722,3.94,3.25,0.69,21.23
PF15724,,,,
PF15725,,,,
PF15726,,,,
PF15727,,,,
PF15728,,,,
PF15730,,,,
PF15732,,,,
PF15733,0.65,0.63,0.02,3.17
PF15734,,,,
PF15735,0.97,0.95,0.02,2.11
PF15736,,,,
PF15737,0.84,0.81,0.03,3.70
PF15739,0.68,0.69,-0.01,-1.45
PF15740,,,,
PF15741,,,,
PF15742,,,,
PF15743,,,,
PF15744,,,,
PF15745,,,,
PF15746,,,,
PF15747,,,,
PF15748,,,,
PF15749,,,,
PF15750,,,,
PF15751,,,,
PF15752,,,,
PF15753,,,,
PF15754,,,,
PF15755,,,,
PF15756,,,,
PF15757,,,,
PF15758,,,,
PF15759,,,,
PF15760,,,,
PF15761,,,,
PF15762,,,,
PF15763,,,,
PF15764,,,,
PF15765,,,,
PF15766,,,,
PF15767,,,,
PF15768,,,,
PF15769,,,,
PF15771,,,,
PF15772,,,,
PF15773,,,,
PF15774,,,,
PF15776,,,,
PF15778,,,,
PF15779,2.32,2.12,0.20,9.43
PF15780,,,,
PF15782,4.28,2.39,1.89,79.08
PF15783,1.05,0.84,0.21,25.00
PF15784,3.52,3.39,0.13,3.83
PF15785,,,,
PF15786,,,,
PF15787,1.97,1.89,0.08,4.23
PF15788,1.25,1.32,-0.07,-5.30
PF15789,,,,
PF15790,4.33,4.33,0.00,0.00
PF15791,2.88,2.83,0.05,1.77
PF15792,,,,
PF15793,,,,
PF15794,,,,
PF15795,,,,
PF15796,3.33,3.24,0.09,2.78
PF15797,,,,
PF15798,,,,
PF15799,,,,
PF15800,,,,
PF15801,,,,
PF15802,,,,
PF15803,,,,
PF15805,,,,
PF15806,,,,
PF15807,0.95,0.95,0.00,0.00
PF15808,3.31,3.40,-0.09,-2.65
PF15809,,,,
PF15810,,,,
PF15811,,,,
PF15812,,,,
PF15813,,,,
PF15814,,,,
PF15815,2.41,2.40,0.01,0.42
PF15816,,,,
PF15817,,,,
PF15818,,,,
PF15819,,,,
PF15820,,,,
PF15821,,,,
PF15822,,,,
PF15823,,,,
PF15824,,,,
PF15825,4.86,4.86,0.00,0.00
PF15826,,,,
PF15829,,,,
PF15830,,,,
PF15831,1.10,1.09,0.01,0.92
PF15832,4.31,4.18,0.13,3.11
PF15833,,,,
PF15834,,,,
PF15835,,,,
PF15836,,,,
PF15838,,,,
PF15839,,,,
PF15841,,,,
PF15842,,,,
PF15843,,,,
PF15844,,,,
PF15845,,,,
PF15846,,,,
PF15847,,,,
PF15848,,,,
PF15849,,,,
PF15851,,3.30,,
PF15852,,,,
PF15854,,,,
PF15855,,,,
PF15858,,,,
PF15859,,,,
PF15862,,,,
PF15865,,,,
PF15870,3.95,3.84,0.11,2.86
PF15871,2.90,2.68,0.22,8.21
PF15872,2.03,2.31,-0.28,-12.12
PF15873,,,,
PF15874,0.97,0.97,0.00,0.00
PF15875,,,,
PF15876,,,,
PF15877,,,,
PF15879,,,,
PF15880,,,,
PF15882,,,,
PF15884,,,,
PF15895,,,,
PF15897,,,,
PF15898,3.25,3.24,0.01,0.31
PF15901,2.05,2.06,-0.01,-0.49
PF15902,1.82,1.83,-0.01,-0.55
PF15903,2.76,2.76,0.00,0.00
PF15904,,,,
PF15905,,,,
PF15906,,,,
PF15907,,,,
PF15908,1.45,1.50,-0.05,-3.33
PF15909,,,,
PF15910,1.44,1.23,0.21,17.07
PF15911,,,,
PF15912,,,,
PF15913,3.50,3.48,0.02,0.57
PF15914,4.58,4.42,0.16,3.62
PF15917,2.88,2.80,0.08,2.86
PF15920,2.19,3.27,-1.08,-33.03
PF15921,,,,
PF15923,,,,
PF15924,,,,
PF15925,,,,
PF15926,,-1.00,,
PF15927,,,,
PF15936,1.37,1.15,0.22,19.13
PF15938,,,,
PF15949,1.72,1.54,0.18,11.69
PF15951,2.59,2.53,0.06,2.37
PF15961,,,,
PF15963,,,,
PF15964,,,,
PF15965,3.95,3.95,0.00,0.00
PF15966,,,,
PF15967,,,,
PF15974,3.21,3.21,0.00,0.00
PF15982,,,,
PF15985,1.02,1.20,-0.18,-15.00
PF15990,,,,
PF15991,,,,
PF15996,,,,
PF15997,,,,
PF16000,0.88,0.88,0.00,0.00
PF16002,,,,
PF16004,,,,
PF16005,1.39,1.38,0.01,0.72
PF16006,,,,
PF16014,,,,
PF16015,,,,
PF16016,2.86,2.90,-0.04,-1.38
PF16017,4.38,4.38,0.00,0.00
PF16018,0.35,0.33,0.02,6.06
PF16019,3.38,3.36,0.02,0.60
PF16021,,,,
PF16025,,,,
PF16026,,,,
PF16028,,,,
PF16034,3.37,3.37,0.00,0.00
PF16038,,,,
PF16043,1.53,1.52,0.01,0.66
PF16044,,,,
PF16045,,,,
PF16046,3.92,3.91,0.01,0.26
PF16050,,,,
PF16053,,,,
PF16054,,,,
PF16057,2.22,2.22,0.00,0.00
PF16058,,,,
PF16059,,,,
PF16070,2.98,2.68,0.30,11.19
PF16076,1.46,1.43,0.03,2.10
PF16078,3.71,3.57,0.14,3.92
PF16088,,,,
PF16092,,,,
PF16093,,,,
PF16094,,,,
PF16095,1.66,1.56,0.10,6.41
PF16096,3.03,2.91,0.12,4.12
PF16097,,,,
PF16098,,,,
PF16099,,,,
PF16100,,,,
PF16101,,,,
PF16113,,,,
PF16114,,,,
PF16121,5.01,4.94,0.07,1.42
PF16122,,,,
PF16123,1.66,1.66,0.00,0.00
PF16124,1.45,1.44,0.01,0.69
PF16134,,2.00,,
PF16158,1.59,1.59,0.00,0.00
PF16159,3.87,3.87,0.00,0.00
PF16164,,,,
PF16165,2.62,2.50,0.12,4.80
PF16171,,,,
PF16172,2.39,2.40,-0.01,-0.42
PF16174,0.21,0.17,0.04,23.53
PF16176,2.49,2.49,0.00,0.00
PF16177,1.25,1.22,0.03,2.46
PF16178,1.82,1.80,0.02,1.11
PF16179,1.75,1.70,0.05,2.94
PF16180,,,,
PF16181,,,,
PF16182,1.95,2.00,-0.05,-2.50
PF16183,2.84,2.83,0.01,0.35
PF16184,0.94,0.86,0.08,9.30
PF16185,,,,
PF16186,3.07,2.96,0.11,3.72
PF16187,1.45,1.46,-0.01,-0.68
PF16188,2.10,2.12,-0.02,-0.94
PF16189,1.73,1.75,-0.02,-1.14
PF16190,2.72,2.72,0.00,0.00
PF16191,1.58,1.60,-0.02,-1.25
PF16192,0.98,0.91,0.07,7.69
PF16193,,,,
PF16195,,,,
PF16197,,,,
PF16198,,,,
PF16199,,,,
PF16200,,,,
PF16201,,,,
PF16202,,,,
PF16203,,,,
PF16204,,,,
PF16205,,,,
PF16206,,,,
PF16207,1.72,1.72,0.00,0.00
PF16208,2.58,2.48,0.10,4.03
PF16209,2.26,2.02,0.24,11.88
PF16210,,,,
PF16211,3.83,3.76,0.07,1.86
PF16212,1.60,1.59,0.01,0.63
PF16213,1.50,1.45,0.05,3.45
PF16214,1.23,1.18,0.05,4.24
PF16218,2.31,2.31,0.00,0.00
PF16273,,,,
PF16274,3.84,3.84,0.00,0.00
PF16275,,,,
PF16276,,,,
PF16278,,,,
PF16279,1.95,1.95,0.00,0.00
PF16282,,,,
PF16294,,,,
PF16297,1.99,1.73,0.26,15.03
PF16300,2.98,2.98,0.00,0.00
PF16311,,,,
PF16317,4.06,4.04,0.02,0.50
PF16320,,,,
PF16322,1.10,1.03,0.07,6.80
PF16332,,,,
PF16347,,,,
PF16350,1.11,1.11,0.00,0.00
PF16360,,,,
PF16363,0.71,0.74,-0.03,-4.05
PF16366,4.17,4.17,0.00,0.00
PF16367,3.69,3.69,0.00,0.00
PF16368,,,,
PF16381,3.93,3.93,0.00,0.00
PF16399,,,,
PF16413,,,,
PF16414,1.53,1.51,0.02,1.32
PF16415,,,,
PF16417,,,,
PF16418,,,,
PF16420,,,,
PF16421,2.25,2.23,0.02,0.90
PF16422,4.84,4.81,0.03,0.62
PF16423,5.01,5.01,0.00,0.00
PF16450,1.26,1.27,-0.01,-0.79
PF16453,3.09,3.09,0.00,0.00
PF16454,4.10,4.10,0.00,0.00
PF16455,4.92,4.89,0.03,0.61
PF16457,1.74,1.72,0.02,1.16
PF16470,1.58,1.60,-0.02,-1.25
PF16471,3.70,3.76,-0.06,-1.60
PF16474,1.48,1.45,0.03,2.07
PF16482,2.11,1.92,0.19,9.90
PF16484,3.21,3.21,0.00,0.00
PF16486,3.44,3.49,-0.05,-1.43
PF16487,4.91,4.87,0.04,0.82
PF16488,3.47,3.47,0.00,0.00
PF16489,0.87,0.96,-0.09,-9.37
PF16491,,,,
PF16492,2.10,2.09,0.01,0.48
PF16493,3.89,3.69,0.20,5.42
PF16494,3.16,3.18,-0.02,-0.63
PF16495,4.37,4.36,0.01,0.23
PF16496,4.16,3.65,0.51,13.97
PF16497,1.90,1.86,0.04,2.15
PF16498,3.74,3.76,-0.02,-0.53
PF16499,3.23,3.23,0.00,0.00
PF16500,0.60,0.70,-0.10,-14.29
PF16501,,,,
PF16503,,,,
PF16507,,,,
PF16508,,,,
PF16511,4.28,4.28,0.00,0.00
PF16512,2.57,2.56,0.01,0.39
PF16515,1.65,1.65,0.00,0.00
PF16516,1.28,1.18,0.10,8.47
PF16517,1.90,1.90,0.00,0.00
PF16519,2.60,2.60,0.00,0.00
PF16521,,,,
PF16523,,,,
PF16526,2.37,2.34,0.03,1.28
PF16528,,,,
PF16529,,,,
PF16531,,,,
PF16533,4.21,4.21,0.00,0.00
PF16534,4.31,4.25,0.06,1.41
PF16540,,,,
PF16543,,,,
PF16544,,,,
PF16545,3.17,3.17,0.00,0.00
PF16546,2.67,2.58,0.09,3.49
PF16550,,,,
PF16551,,,,
PF16553,2.63,2.62,0.01,0.38
PF16556,1.13,1.09,0.04,3.67
PF16557,4.63,4.62,0.01,0.22
PF16558,,,,
PF16559,3.27,3.27,0.00,0.00
PF16561,4.78,4.75,0.03,0.63
PF16562,3.56,3.56,0.00,0.00
PF16563,3.48,3.40,0.08,2.35
PF16564,3.16,3.18,-0.02,-0.63
PF16565,,,,
PF16566,3.57,3.57,0.00,0.00
PF16568,3.55,3.55,0.00,0.00
PF16573,,,,
PF16574,,,,
PF16575,0.99,0.99,0.00,0.00
PF16577,,,,
PF16578,1.35,1.35,0.00,0.00
PF16579,4.31,3.56,0.75,21.07
PF16589,0.72,0.60,0.12,20.00
PF16597,1.64,1.64,0.00,0.00
PF16598,,,,
PF16599,,,,
PF16600,1.79,1.79,0.00,0.00
PF16601,,,,
PF16602,,,,
PF16605,,,,
PF16606,,,,
PF16607,,,,
PF16608,2.37,2.38,-0.01,-0.42
PF16609,2.71,2.67,0.04,1.50
PF16610,,,,
PF16611,,,,
PF16612,,,,
PF16613,,,,
PF16614,4.10,4.10,0.00,0.00
PF16615,1.09,1.09,0.00,0.00
PF16616,1.34,1.34,0.00,0.00
PF16617,,,,
PF16618,,,,
PF16619,2.64,2.64,0.00,0.00
PF16620,,,,
PF16621,4.97,4.95,0.02,0.40
PF16622,2.76,2.70,0.06,2.22
PF16623,,,,
PF16624,,,,
PF16625,,,,
PF16626,,,,
PF16629,1.47,1.48,-0.01,-0.68
PF16630,,,,
PF16631,,,,
PF16632,2.72,2.72,0.00,0.00
PF16633,,,,
PF16634,,,,
PF16635,,,,
PF16636,,,,
PF16637,,,,
PF16641,2.82,2.82,0.00,0.00
PF16642,,,,
PF16644,1.50,1.44,0.06,4.17
PF16646,2.37,2.34,0.03,1.28
PF16647,,,,
PF16648,,,,
PF16649,,,,
PF16650,,,,
PF16652,4.31,4.33,-0.02,-0.46
PF16653,,,,
PF16656,,,,
PF16660,,,,
PF16661,1.09,0.86,0.23,26.74
PF16662,,2.28,,
PF16663,1.17,1.17,0.00,0.00
PF16664,1.86,1.45,0.41,28.28
PF16665,1.85,1.79,0.06,3.35
PF16666,,,,
PF16667,,,,
PF16669,,,,
PF16672,,,,
PF16673,1.47,1.47,0.00,0.00
PF16674,2.33,2.33,0.00,0.00
PF16675,2.14,2.09,0.05,2.39
PF16676,3.59,3.42,0.17,4.97
PF16678,,,,
PF16679,,,,
PF16680,1.99,1.99,0.00,0.00
PF16681,,,,
PF16682,,,,
PF16685,,,,
PF16686,,,,
PF16687,,,,
PF16689,3.69,3.69,0.00,0.00
PF16690,,,,
PF16692,,,,
PF16696,,,,
PF16698,,,,
PF16699,,,,
PF16700,,,,
PF16704,4.70,4.67,0.03,0.64
PF16705,,,,
PF16706,,,,
PF16716,,,,
PF16717,,,,
PF16725,,,,
PF16726,,,,
PF16727,,,,
PF16735,,,,
PF16737,,,,
PF16739,0.76,0.84,-0.08,-9.52
PF16740,,,,
PF16741,1.93,1.83,0.10,5.46
PF16742,,,,
PF16744,,,,
PF16746,1.22,1.21,0.01,0.83
PF16748,,,,
PF16752,,,,
PF16756,,,,
PF16757,2.01,1.99,0.02,1.01
PF16759,,,,
PF16764,,,,
PF16766,,,,
PF16768,,,,
PF16769,,,,
PF16770,0.91,0.83,0.08,9.64
PF16772,,,,
PF16776,,,,
PF16780,,,,
PF16783,,,,
PF16788,0.61,0.61,0.00,0.00
PF16791,,,,
PF16794,3.32,3.32,0.00,0.00
PF16799,,,,
PF16801,,,,
PF16808,,,,
PF16832,,,,
PF16833,,,,
PF16835,,,,
PF16837,,,,
PF16840,,,,
PF16858,,,,
PF16860,,,,
PF16866,4.10,4.10,0.00,0.00
PF16869,,,,
PF16870,2.60,2.60,0.00,0.00
PF16876,3.56,3.56,0.00,0.00
PF16878,2.89,2.86,0.03,1.05
PF16879,2.90,2.88,0.02,0.69
PF16880,3.32,3.27,0.05,1.53
PF16881,,,,
PF16884,1.38,1.36,0.02,1.47
PF16885,1.95,1.62,0.33,20.37
PF16886,,,,
PF16891,3.89,3.89,0.00,0.00
PF16897,2.54,2.54,0.00,0.00
PF16898,4.44,4.44,0.00,0.00
PF16899,,,,
PF16900,,,,
PF16901,,,,
PF16905,3.87,3.87,0.00,0.00
PF16906,5.05,5.09,-0.04,-0.79
PF16907,2.23,2.11,0.12,5.69
PF16920,2.16,2.16,0.00,0.00
PF16921,,,,
PF16922,,,,
PF16923,,,,
PF16953,,,,
PF16954,0.60,0.54,0.06,11.11
PF16959,2.41,2.41,0.00,0.00
PF16969,,,,
PF16975,3.13,3.10,0.03,0.97
PF16978,,,,
PF16979,,,,
PF17004,,,,
PF17035,4.65,4.58,0.07,1.53
PF17039,2.88,2.86,0.02,0.70
PF17045,1.66,1.66,0.00,0.00
PF17047,3.20,3.20,0.00,0.00
PF17048,5.37,5.37,0.00,0.00
PF17054,2.02,1.56,0.46,29.49
PF17061,,,,
PF17065,,,,
PF17066,,,,
PF17069,1.49,1.41,0.08,5.67
PF17085,,,,
PF17095,2.84,2.51,0.33,13.15
PF17098,,,,
PF17101,,,,
PF17102,,,,
PF17103,,,,
PF17105,3.05,2.95,0.10,3.39
PF17120,,,,
PF17121,,,,
PF17135,,,,
PF17136,,,,
PF17144,,,,
PF17146,,,,
PF17169,,,,
PF17171,1.76,1.75,0.01,0.57
PF17172,,,,
PF17180,,,,
PF17205,2.45,2.42,0.03,1.24
PF17207,1.33,1.29,0.04,3.10
PF17208,1.07,1.07,0.00,0.00
PF17211,,,,
PF17213,,,,
PF17215,1.38,1.31,0.07,5.34
PF17216,1.37,1.34,0.03,2.24
PF17217,2.53,2.42,0.11,4.55
PF17218,2.70,2.53,0.17,6.72
PF17219,4.21,4.21,0.00,0.00
PF17221,,,,
PF17226,2.49,2.12,0.37,17.45
PF17229,5.06,5.06,0.00,0.00
PF17256,,,,
PF17284,1.64,1.64,0.00,0.00
PF17285,,,,
PF17286,,,,
PF17291,3.32,3.36,-0.04,-1.19
PF17292,,,,
PF17297,3.93,3.93,0.00,0.00
PF17307,,,,
PF17333,,,,
PF17387,,,,
PF17391,,,,
PF17392,,,,
PF17403,,,,
PF17404,,,,
PF17405,,,,
PF17406,,,,
PF17407,,,,
PF17408,,,,
PF17450,0.53,0.46,0.07,15.22
PF17489,,,,
PF17490,2.28,2.27,0.01,0.44
PF17517,,,,
PF17653,,,,
PF17654,2.62,2.65,-0.03,-1.13
PF17655,2.61,2.58,0.03,1.16
PF17658,,,,
PF17659,,,,
PF17661,0.85,0.83,0.02,2.41
PF17662,,,,
PF17663,,,,
PF17664,,,,
PF17665,,,,
PF17666,,,,
PF17669,,,,
PF17671,,,,
PF17672,,,,
PF17673,,,,
PF17674,0.96,1.14,-0.18,-15.79
PF17675,2.90,2.92,-0.02,-0.68
PF17677,0.37,0.47,-0.10,-21.28
PF17681,0.60,0.55,0.05,9.09
PF17682,,,,
PF17683,,,,
PF17685,,,,
PF17686,,,,
PF17688,,,,
PF17690,,,,
PF17692,,,,
PF17694,,,,
PF17695,,,,
PF17697,,,,
PF17698,,,,
PF17699,,,,
PF17701,,,,
PF17702,,,,
PF17703,,,,
PF17704,,,,
PF17706,,,,
PF17707,,,,
PF17708,0.71,0.69,0.02,2.90
PF17710,,,,
PF17711,,,,
PF17712,,,,
PF17713,,,,
PF17714,,,,
PF17717,,,,
PF17718,,,,
PF17719,,,,
PF17722,,-2.00,,
PF17724,,,,
PF17725,4.09,4.08,0.01,0.25
PF17729,,,,
PF17730,,,,
PF17732,,,,
PF17734,2.88,1.90,0.98,51.58
PF17736,0.75,0.59,0.16,27.12
PF17737,,,,
PF17738,,,,
PF17739,,,,
PF17740,,,,
PF17741,,,,
PF17742,,,,
PF17743,,,,
PF17744,,,,
PF17745,,,,
PF17749,,,,
PF17751,1.53,1.52,0.01,0.66
PF17753,,,,
PF17756,,,,
PF17759,,,,
PF17763,,,,
PF17767,,,,
PF17771,2.50,2.49,0.01,0.40
PF17772,3.31,3.30,0.01,0.30
PF17773,,,,
PF17776,0.91,0.92,-0.01,-1.09
PF17777,2.41,2.41,0.00,0.00
PF17778,,,,
PF17779,1.24,1.20,0.04,3.33
PF17780,2.23,2.20,0.03,1.36
PF17781,,,,
PF17786,,,,
PF17787,2.03,2.03,0.00,0.00
PF17789,0.86,0.82,0.04,4.88
PF17790,0.59,0.59,0.00,0.00
PF17791,1.55,1.40,0.15,10.71
PF17793,4.34,4.34,0.00,0.00
PF17794,1.90,1.90,0.00,0.00
PF17795,,,,
PF17796,,,,
PF17797,,,,
PF17798,,,,
PF17799,,,,
PF17802,5.05,5.10,-0.05,-0.98
PF17807,4.19,4.21,-0.02,-0.48
PF17809,3.63,3.59,0.04,1.11
PF17811,2.76,2.64,0.12,4.55
PF17812,,,,
PF17813,,,,
PF17814,1.58,1.54,0.04,2.60
PF17817,3.50,3.50,0.00,0.00
PF17818,2.00,1.38,0.62,44.93
PF17819,,,,
PF17820,1.68,1.56,0.12,7.69
PF17821,,,,
PF17822,,,,
PF17823,,,,
PF17824,,,,
PF17825,,,,
PF17826,5.10,5.10,0.00,0.00
PF17827,,,,
PF17830,1.97,2.00,-0.03,-1.50
PF17832,1.05,1.05,0.00,0.00
PF17833,,,,
PF17835,,,,
PF17838,2.27,2.18,0.09,4.13
PF17840,2.00,2.00,0.00,0.00
PF17846,1.86,1.86,0.00,0.00
PF17848,,,,
PF17849,1.90,1.86,0.04,2.15
PF17852,1.03,0.94,0.09,9.57
PF17855,1.34,1.32,0.02,1.52
PF17856,1.79,1.79,0.00,0.00
PF17857,2.12,1.91,0.21,10.99
PF17862,1.61,1.45,0.16,11.03
PF17865,,,,
PF17867,0.28,0.31,-0.03,-9.68
PF17869,,,,
PF17870,,,,
PF17872,,,,
PF17875,,,,
PF17877,,,,
PF17887,2.21,2.13,0.08,3.76
PF17888,1.67,1.60,0.07,4.37
PF17889,0.43,0.43,0.00,0.00
PF17900,1.33,1.27,0.06,4.72
PF17902,2.06,2.06,0.00,0.00
PF17903,,,,
PF17904,3.09,3.09,0.00,0.00
PF17906,1.20,1.20,0.00,0.00
PF17907,3.32,3.28,0.04,1.22
PF17908,,,,
PF17913,1.89,1.47,0.42,28.57
PF17916,5.14,5.14,0.00,0.00
PF17919,0.91,0.84,0.07,8.33
PF17921,1.42,1.33,0.09,6.77
PF17927,,,,
PF17942,2.41,2.20,0.21,9.55
PF17949,,,,
PF17950,,,,
PF17956,,,,
PF17958,2.24,2.18,0.06,2.75
PF17959,3.89,3.82,0.07,1.83
PF17960,1.42,1.40,0.02,1.43
PF17968,,,,
PF17971,1.82,1.75,0.07,4.00
PF17976,,,,
PF17978,,,,
PF17979,,,,
PF17980,2.82,2.82,0.00,0.00
PF17981,,,,
PF17982,3.61,3.61,0.00,0.00
PF17988,2.46,2.46,0.00,0.00
PF18001,,,,
PF18004,,,,
PF18005,,,,
PF18012,2.50,2.38,0.12,5.04
PF18016,2.00,1.89,0.11,5.82
PF18017,,,,
PF18018,,,,
PF18020,2.00,1.97,0.03,1.52
PF18026,,,,
PF18027,2.15,2.04,0.11,5.39
PF18028,,,,
PF18031,1.93,1.98,-0.05,-2.53
PF18035,2.04,2.19,-0.15,-6.85
PF18036,,,,
PF18037,,,,
PF18038,2.11,2.11,0.00,0.00
PF18039,2.71,2.71,0.00,0.00
PF18044,3.29,3.17,0.12,3.79
PF18048,,,,
PF18049,,,,
PF18051,,,,
PF18055,,,,
PF18072,,,,
PF18076,,,,
PF18077,,,,
PF18084,,,,
PF18086,4.21,4.21,0.00,0.00
PF18091,,,,
PF18097,,,,
PF18098,,,,
PF18100,3.58,3.59,-0.01,-0.28
PF18101,,,,
PF18102,3.13,3.13,0.00,0.00
PF18104,1.88,1.88,0.00,0.00
PF18108,2.10,2.06,0.04,1.94
PF18109,2.12,2.12,0.00,0.00
PF18110,,,,
PF18111,2.12,2.12,0.00,0.00
PF18112,3.09,3.09,0.00,0.00
PF18114,,,,
PF18115,,,,
PF18116,1.96,1.96,0.00,0.00
PF18118,2.20,2.25,-0.05,-2.22
PF18119,1.81,1.87,-0.06,-3.21
PF18121,,,,
PF18122,,,,
PF18124,3.84,3.86,-0.02,-0.52
PF18127,,,,
PF18129,,,,
PF18130,,,,
PF18131,,,,
PF18136,,,,
PF18137,,,,
PF18139,2.25,2.21,0.04,1.81
PF18140,,,,
PF18141,,,,
PF18147,,,,
PF18148,2.92,2.88,0.04,1.39
PF18149,,,,
PF18150,3.65,3.65,0.00,0.00
PF18151,0.77,0.77,0.00,0.00
PF18162,,,,
PF18190,,,,
PF18192,,,,
PF18193,4.69,4.69,0.00,0.00
PF18198,2.27,2.27,0.00,0.00
PF18199,1.40,1.38,0.02,1.45
PF18201,1.00,0.89,0.11,12.36
PF18207,,,,
PF18210,,,,
PF18212,2.23,2.23,0.00,0.00
PF18253,4.99,4.99,0.00,0.00
PF18256,,,,
PF18262,,,,
PF18263,,,,
PF18264,6.00,6.00,0.00,0.00
PF18265,,,,
PF18266,,,,
PF18267,,,,
PF18278,,,,
PF18279,,,,
PF18282,,,,
PF18289,,,,
PF18290,,,,
PF18292,0.53,0.50,0.03,6.00
PF18293,2.53,2.53,0.00,0.00
PF18295,,,,
PF18296,1.71,2.26,-0.55,-24.34
PF18300,,,,
PF18307,,,,
PF18308,3.64,3.64,0.00,0.00
PF18323,,,,
PF18326,,,,
PF18332,,,,
PF18334,,,,
PF18336,4.65,4.65,0.00,0.00
PF18345,3.11,3.11,0.00,0.00
PF18346,2.18,2.17,0.01,0.46
PF18358,,,,
PF18359,,,,
PF18360,4.37,4.37,0.00,0.00
PF18362,3.20,3.18,0.02,0.63
PF18366,4.28,4.19,0.09,2.15
PF18371,2.30,2.30,0.00,0.00
PF18372,3.15,3.15,0.00,0.00
PF18373,1.86,1.86,0.00,0.00
PF18375,3.33,3.33,0.00,0.00
PF18376,,,,
PF18377,1.61,1.60,0.01,0.63
PF18379,2.24,2.19,0.05,2.28
PF18382,2.83,2.91,-0.08,-2.75
PF18383,,,,
PF18384,5.42,5.42,0.00,0.00
PF18385,3.82,3.82,0.00,0.00
PF18386,4.54,4.54,0.00,0.00
PF18387,2.76,2.70,0.06,2.22
PF18391,,,,
PF18392,3.10,3.10,0.00,0.00
PF18394,1.09,1.09,0.00,0.00
PF18396,2.46,2.32,0.14,6.03
PF18397,2.44,2.44,0.00,0.00
PF18400,2.76,2.77,-0.01,-0.36
PF18401,2.73,2.54,0.19,7.48
PF18402,2.52,2.51,0.01,0.40
PF18403,2.18,2.23,-0.05,-2.24
PF18404,4.78,4.78,0.00,0.00
PF18408,4.19,4.19,0.00,0.00
PF18409,,,,
PF18410,1.67,1.57,0.10,6.37
PF18411,3.69,3.69,0.00,0.00
PF18414,3.65,3.65,0.00,0.00
PF18418,,,,
PF18420,,,,
PF18422,,,,
PF18424,,,,
PF18428,,,,
PF18432,,,,
PF18434,,,,
PF18436,4.21,4.21,0.00,0.00
PF18437,,,,
PF18439,,,,
PF18440,,,,
PF18442,,,,
PF18445,,,,
PF18447,,,,
PF18450,,,,
PF18452,1.09,0.85,0.24,28.24
PF18453,,,,
PF18455,,,,
PF18459,,,,
PF18461,,,,
PF18463,,,,
PF18464,,,,
PF18474,,,,
PF18479,,,,
PF18485,,,,
PF18486,,,,
PF18487,,,,
PF18503,,,,
PF18517,0.44,0.43,0.01,2.33
PF18521,,,,
PF18552,,,,
PF18553,,,,
PF18554,,,,
PF18561,2.69,2.52,0.17,6.75
PF18567,1.66,1.75,-0.09,-5.14
PF18568,2.21,2.23,-0.02,-0.90
PF18569,,,,
PF18574,1.77,1.77,0.00,0.00
PF18577,,,,
PF18580,1.14,1.14,0.00,0.00
PF18581,1.35,1.33,0.02,1.50
PF18584,2.37,2.37,0.00,0.00
PF18587,,,,
PF18589,0.34,0.31,0.03,9.68
PF18594,,,,
PF18597,,,,
PF18606,2.62,2.61,0.01,0.38
PF18608,,,,
PF18611,1.04,1.04,0.00,0.00
PF18613,,,,
PF18617,,,,
PF18619,,,,
PF18633,,,,
PF18635,,,,
PF18658,1.56,1.49,0.07,4.70
PF18694,,,,
PF18695,0.78,0.80,-0.02,-2.50
PF18696,1.28,1.28,0.00,0.00
PF18699,,,,
PF18700,3.95,3.87,0.08,2.07
PF18703,,,,
PF18704,,,,
PF18706,,,,
PF18707,,,,
PF18716,,,,
PF18717,,,,
PF18720,3.92,4.00,-0.08,-2.00
PF18727,2.57,2.52,0.05,1.98
PF18738,,,,
PF18755,0.69,0.65,0.04,6.15
PF18770,,,,
PF18771,,,,
PF18773,,,,
PF18777,,,,
PF18779,,,,
PF18782,2.60,3.06,-0.46,-15.03
PF18784,,,,
PF18786,0.38,0.38,0.00,0.00
PF18787,,,,
PF18797,3.36,3.33,0.03,0.90
PF18800,,,,
PF18806,,,,
PF18808,4.30,4.19,0.11,2.63
PF18816,,,,
PF18826,,,,
PF18829,4.51,4.50,0.01,0.22
PF18831,,,,
PF18837,,,,
