Pfam_code,HMMER_gaps,FULL_gaps,HMMER_vs_FULL_gaps_diff,HMMER_vs_FULL_gaps_%_improvement
PF12755,0.00,0.00,0.00,
PF12756,0.25,0.23,-0.02,-8.70
PF12763,0.29,0.26,-0.03,-11.54
PF12765,0.00,0.00,0.00,
PF12767,0.50,0.49,-0.01,-2.04
PF12769,0.00,0.00,0.00,
PF12770,0.00,0.00,0.00,
PF12772,0.00,0.00,0.00,
PF12773,0.00,0.00,0.00,
PF12774,0.22,0.25,0.03,12.00
PF12775,0.14,0.19,0.05,26.32
PF12777,0.16,0.23,0.07,30.43
PF12780,0.19,0.21,0.02,9.52
PF12781,0.10,0.13,0.03,23.08
PF12783,0.15,0.14,-0.01,-7.14
PF12796,0.69,0.74,0.05,6.76
PF12799,0.14,0.27,0.13,48.15
PF12807,0.00,0.00,0.00,
PF12810,0.08,0.07,-0.01,-14.29
PF12816,0.00,0.00,0.00,
PF12820,0.00,0.00,0.00,
PF12826,0.00,0.00,0.00,
PF12830,0.00,0.00,0.00,
PF12832,0.07,0.13,0.06,46.15
PF12836,0.17,0.17,0.00,0.00
PF12838,0.00,0.00,0.00,
PF12842,0.00,0.00,0.00,
PF12845,0.06,0.05,-0.01,-20.00
PF12848,0.06,0.09,0.03,33.33
PF12850,0.00,0.00,0.00,
PF12851,0.17,0.32,0.15,46.88
PF12859,0.49,0.00,-0.49,
PF12861,0.00,0.00,0.00,
PF12862,0.35,0.39,0.04,10.26
PF12871,0.00,0.00,0.00,
PF12872,0.19,0.19,0.00,0.00
PF12874,0.13,0.20,0.07,35.00
PF12877,0.05,0.05,0.00,0.00
PF12881,0.18,0.23,0.05,21.74
PF12884,0.07,0.30,0.23,76.67
PF12885,0.07,0.06,-0.01,-16.67
PF12886,0.05,0.05,0.00,0.00
PF12894,0.26,0.34,0.08,23.53
PF12895,0.08,0.10,0.02,20.00
PF12896,0.00,0.00,0.00,
PF12901,0.13,0.06,-0.07,-116.67
PF12906,0.18,0.20,0.02,10.00
PF12922,0.00,0.00,0.00,
PF12923,0.08,0.07,-0.01,-14.29
PF12924,0.01,0.00,-0.01,
PF12925,0.00,0.01,0.01,100.00
PF12926,0.00,0.00,0.00,
PF12928,0.00,0.00,0.00,
PF12931,0.14,0.16,0.02,12.50
PF12932,0.05,0.06,0.01,16.67
PF12933,0.00,0.00,0.00,
PF12934,0.00,0.00,0.00,
PF12936,0.00,0.00,0.00,
PF12937,0.32,0.39,0.07,17.95
PF12938,0.00,0.00,0.00,
PF12940,0.00,0.00,0.00,
PF12947,0.17,0.30,0.13,43.33
PF12971,0.00,0.00,0.00,
PF12972,0.00,0.00,0.00,
PF12998,0.08,0.10,0.02,20.00
PF12999,0.00,0.00,0.00,
PF13000,0.50,0.50,0.00,0.00
PF13001,0.00,0.00,0.00,
PF13012,0.01,0.03,0.02,66.67
PF13015,0.00,0.00,0.00,
PF13017,0.00,0.00,0.00,
PF13023,0.00,0.00,0.00,
PF13085,0.00,0.00,0.00,
PF13086,0.63,0.72,0.09,12.50
PF13087,0.31,0.29,-0.02,-6.90
PF13088,0.28,0.24,-0.04,-16.67
PF13091,0.41,0.21,-0.20,-95.24
PF13092,0.00,0.00,0.00,
PF13094,0.00,0.00,0.00,
PF13096,0.00,0.00,0.00,
PF13097,0.00,0.00,0.00,
PF13167,0.00,0.00,0.00,
PF13174,0.09,0.03,-0.06,-200.00
PF13176,0.18,0.23,0.05,21.74
PF13177,0.00,0.00,0.00,
PF13180,0.16,0.02,-0.14,-700.00
PF13181,0.29,0.31,0.02,6.45
PF13191,0.08,0.12,0.04,33.33
PF13193,0.14,0.12,-0.02,-16.67
PF13202,0.35,0.39,0.04,10.26
PF13229,0.30,0.44,0.14,31.82
PF13233,0.00,0.00,0.00,
PF13234,0.00,0.00,0.00,
PF13236,0.00,0.00,0.00,
PF13238,0.15,0.18,0.03,16.67
PF13240,0.00,0.00,0.00,
PF13242,0.11,0.14,0.03,21.43
PF13246,0.35,0.45,0.10,22.22
PF13251,0.00,0.00,0.00,
PF13270,0.07,0.07,0.00,0.00
PF13271,0.00,0.00,0.00,
PF13279,0.00,0.00,0.00,
PF13281,0.01,0.01,0.00,0.00
PF13287,0.00,0.00,0.00,
PF13289,0.14,0.08,-0.06,-75.00
PF13293,0.07,0.06,-0.01,-16.67
PF13297,0.14,0.13,-0.01,-7.69
PF13299,0.00,0.00,0.00,
PF13300,0.00,0.00,0.00,
PF13302,0.00,0.00,0.00,
PF13306,0.40,0.32,-0.08,-25.00
PF13307,0.12,0.21,0.09,42.86
PF13324,0.00,0.00,0.00,
PF13325,0.00,0.00,0.00,
PF13328,0.00,0.00,0.00,
PF13330,0.23,0.15,-0.08,-53.33
PF13339,0.00,0.00,0.00,
PF13341,0.00,0.00,0.00,
PF13344,0.23,0.33,0.10,30.30
PF13347,0.11,0.11,0.00,0.00
PF13349,0.00,0.00,0.00,
PF13359,0.00,0.00,0.00,
PF13361,0.00,0.00,0.00,
PF13365,0.32,0.32,0.00,0.00
PF13369,0.00,0.00,0.00,
PF13374,0.34,0.25,-0.09,-36.00
PF13378,0.00,0.00,0.00,
PF13383,0.00,0.00,0.00,
PF13385,0.30,0.34,0.04,11.76
PF13392,0.00,0.00,0.00,
PF13393,0.11,0.10,-0.01,-10.00
PF13402,0.00,0.00,0.00,
PF13405,0.12,0.15,0.03,20.00
PF13410,0.41,0.29,-0.12,-41.38
PF13414,0.15,0.14,-0.01,-7.14
PF13415,0.00,0.00,0.00,
PF13417,0.14,0.16,0.02,12.50
PF13419,0.00,0.00,0.00,
PF13423,0.00,0.00,0.00,
PF13424,0.19,0.25,0.06,24.00
PF13426,0.25,0.22,-0.03,-13.64
PF13431,0.00,0.00,0.00,
PF13432,0.39,0.47,0.08,17.02
PF13439,0.00,0.00,0.00,
PF13450,0.29,0.33,0.04,12.12
PF13460,0.14,0.20,0.06,30.00
PF13465,0.05,0.10,0.05,50.00
PF13469,0.00,0.01,0.01,100.00
PF13472,0.01,0.00,-0.01,
PF13476,0.00,0.00,0.00,
PF13481,0.00,0.00,0.00,
PF13483,0.00,0.00,0.00,
PF13489,0.26,0.29,0.03,10.34
PF13499,0.48,0.49,0.01,2.04
PF13506,0.00,0.00,0.00,
PF13507,0.00,0.00,0.00,
PF13510,0.00,0.00,0.00,
PF13513,0.02,0.14,0.12,85.71
PF13516,0.37,0.35,-0.02,-5.71
PF13517,0.02,0.27,0.25,92.59
PF13519,0.24,0.25,0.01,4.00
PF13520,0.32,0.30,-0.02,-6.67
PF13522,0.19,0.20,0.01,5.00
PF13532,0.45,0.45,0.00,0.00
PF13534,0.00,0.00,0.00,
PF13537,0.00,0.00,0.00,
PF13540,0.00,0.00,0.00,
PF13543,0.00,0.00,0.00,
PF13553,0.01,0.01,0.00,0.00
PF13558,0.00,0.00,0.00,
PF13561,0.11,0.10,-0.01,-10.00
PF13570,0.00,0.00,0.00,
PF13574,0.00,0.00,0.00,
PF13589,0.44,0.40,-0.04,-10.00
PF13593,0.00,0.00,0.00,
PF13602,0.17,0.22,0.05,22.73
PF13604,0.00,0.00,0.00,
PF13616,0.00,0.00,0.00,
PF13620,0.23,0.25,0.02,8.00
PF13621,0.24,0.27,0.03,11.11
PF13622,0.00,0.00,0.00,
PF13625,0.00,0.00,0.00,
PF13637,0.25,0.34,0.09,26.47
PF13638,0.27,0.30,0.03,10.00
PF13639,0.19,0.20,0.01,5.00
PF13640,0.46,0.41,-0.05,-12.20
PF13641,0.02,0.04,0.02,50.00
PF13646,0.29,0.30,0.01,3.33
PF13649,0.25,0.27,0.02,7.41
PF13656,0.04,0.00,-0.04,
PF13660,0.00,0.00,0.00,
PF13661,0.00,0.00,0.00,
PF13664,0.00,0.00,0.00,
PF13669,0.00,0.00,0.00,
PF13671,0.30,0.36,0.06,16.67
PF13676,0.17,0.21,0.04,19.05
PF13679,0.29,0.28,-0.01,-3.57
PF13691,0.00,0.00,0.00,
PF13695,0.16,0.21,0.05,23.81
PF13696,0.00,0.00,0.00,
PF13704,0.01,0.12,0.11,91.67
PF13705,0.05,0.04,-0.01,-25.00
PF13716,0.35,0.46,0.11,23.91
PF13718,0.00,0.00,0.00,
PF13725,0.00,0.00,0.00,
PF13733,0.15,0.12,-0.03,-25.00
PF13757,0.01,0.01,0.00,0.00
PF13764,0.00,0.00,0.00,
PF13765,0.14,0.17,0.03,17.65
PF13768,0.31,0.37,0.06,16.22
PF13771,0.09,0.10,0.01,10.00
PF13772,0.00,0.00,0.00,
PF13774,0.19,0.28,0.09,32.14
PF13775,0.00,0.00,0.00,
PF13778,0.15,0.15,0.00,0.00
PF13793,0.04,0.05,0.01,20.00
PF13802,0.35,0.12,-0.23,-191.67
PF13804,0.12,0.28,0.16,57.14
PF13812,0.30,0.00,-0.30,
PF13815,0.00,0.00,0.00,
PF13820,0.00,0.00,0.00,
PF13821,0.00,0.00,0.00,
PF13831,0.09,0.11,0.02,18.18
PF13832,0.23,0.27,0.04,14.81
PF13833,0.50,0.28,-0.22,-78.57
PF13836,0.03,0.03,0.00,0.00
PF13837,0.20,0.24,0.04,16.67
PF13838,0.04,0.07,0.03,42.86
PF13840,0.09,0.07,-0.02,-28.57
PF13841,0.14,0.18,0.04,22.22
PF13842,0.00,0.00,0.00,
PF13843,0.12,0.12,0.00,0.00
PF13844,0.00,0.00,0.00,
PF13846,0.00,0.38,0.38,100.00
PF13847,0.12,0.15,0.03,20.00
PF13848,0.22,0.40,0.18,45.00
PF13850,0.06,0.05,-0.01,-20.00
PF13851,0.00,0.00,0.00,
PF13853,0.40,0.43,0.03,6.98
PF13855,0.44,0.44,0.00,0.00
PF13857,0.00,0.00,0.00,
PF13862,0.00,0.00,0.00,
PF13863,0.01,0.01,0.00,0.00
PF13864,0.00,0.00,0.00,
PF13865,0.14,0.18,0.04,22.22
PF13866,0.00,0.00,0.00,
PF13867,0.00,0.00,0.00,
PF13868,0.07,0.06,-0.01,-16.67
PF13869,0.00,0.00,0.00,
PF13871,0.01,0.01,0.00,0.00
PF13872,0.03,0.03,0.00,0.00
PF13873,0.05,0.04,-0.01,-25.00
PF13874,0.00,0.00,0.00,
PF13877,0.02,0.03,0.01,33.33
PF13878,0.00,0.00,0.00,
PF13879,0.18,0.17,-0.01,-5.88
PF13880,0.00,0.00,0.00,
PF13881,0.00,0.00,0.00,
PF13882,0.09,0.08,-0.01,-12.50
PF13883,0.02,0.02,0.00,0.00
PF13884,0.01,0.04,0.03,75.00
PF13885,0.15,0.62,0.47,75.81
PF13886,0.06,0.06,0.00,0.00
PF13887,0.00,0.00,0.00,
PF13888,0.03,0.04,0.01,25.00
PF13890,0.00,0.00,0.00,
PF13891,0.10,0.16,0.06,37.50
PF13892,0.00,0.00,0.00,
PF13893,0.21,0.35,0.14,40.00
PF13894,0.08,0.08,0.00,0.00
PF13895,0.57,0.55,-0.02,-3.64
PF13896,0.43,0.53,0.10,18.87
PF13897,0.03,0.03,0.00,0.00
PF13898,0.16,0.19,0.03,15.79
PF13899,0.06,0.07,0.01,14.29
PF13901,0.03,0.03,0.00,0.00
PF13902,0.00,0.00,0.00,
PF13903,0.28,0.26,-0.02,-7.69
PF13904,0.00,0.00,0.00,
PF13905,0.19,0.20,0.01,5.00
PF13906,0.00,0.00,0.00,
PF13907,0.01,0.01,0.00,0.00
PF13908,0.19,0.38,0.19,50.00
PF13909,0.08,0.07,-0.01,-14.29
PF13910,0.00,0.00,0.00,
PF13911,0.09,0.13,0.04,30.77
PF13912,0.32,0.29,-0.03,-10.34
PF13913,0.10,0.14,0.04,28.57
PF13914,0.20,0.14,-0.06,-42.86
PF13916,0.05,0.05,0.00,0.00
PF13917,0.23,0.31,0.08,25.81
PF13918,0.02,0.02,0.00,0.00
PF13919,0.02,0.03,0.01,33.33
PF13920,0.26,0.23,-0.03,-13.04
PF13921,0.07,0.18,0.11,61.11
PF13922,0.31,0.32,0.01,3.13
PF13923,0.09,0.13,0.04,30.77
PF13925,0.06,0.05,-0.01,-20.00
PF13926,0.30,0.22,-0.08,-36.36
PF13927,0.52,0.54,0.02,3.70
PF13931,0.00,0.00,0.00,
PF13932,0.00,0.00,0.00,
PF13934,0.00,0.00,0.00,
PF13949,0.03,0.03,0.00,0.00
PF13959,0.08,0.09,0.01,11.11
PF13965,0.03,0.03,0.00,0.00
PF13971,0.00,0.00,0.00,
PF13975,0.00,0.00,0.00,
PF14008,0.00,0.00,0.00,
PF14046,0.03,0.04,0.01,25.00
PF14047,0.01,0.01,0.00,0.00
PF14048,0.05,0.04,-0.01,-25.00
PF14049,0.43,0.42,-0.01,-2.38
PF14050,0.10,0.11,0.01,9.09
PF14051,0.00,0.00,0.00,
PF14061,0.12,0.12,0.00,0.00
PF14073,0.01,0.01,0.00,0.00
PF14075,0.01,0.02,0.01,50.00
PF14077,0.00,0.00,0.00,
PF14138,0.00,0.00,0.00,
PF14160,0.10,0.12,0.02,16.67
PF14161,0.42,0.47,0.05,10.64
PF14186,0.00,0.00,0.00,
PF14204,0.00,0.00,0.00,
PF14222,0.00,0.00,0.00,
PF14225,0.00,0.00,0.00,
PF14228,0.74,0.72,-0.02,-2.78
PF14237,0.00,0.00,0.00,
PF14252,0.00,0.00,0.00,
PF14260,0.03,0.03,0.00,0.00
PF14291,0.16,0.19,0.03,15.79
PF14304,0.00,0.00,0.00,
PF14306,0.01,0.01,0.00,0.00
PF14309,0.00,0.00,0.00,
PF14324,0.05,0.04,-0.01,-25.00
PF14327,0.00,0.00,0.00,
PF14336,0.00,0.00,0.00,
PF14360,0.00,0.01,0.01,100.00
PF14369,0.00,0.00,0.00,
PF14370,0.00,0.00,0.00,
PF14374,0.00,0.00,0.00,
PF14377,0.25,0.18,-0.07,-38.89
PF14381,0.00,0.00,0.00,
PF14382,0.08,0.05,-0.03,-60.00
PF14396,0.00,0.00,0.00,
PF14413,0.00,0.00,0.00,
PF14429,0.14,0.14,0.00,0.00
PF14438,0.02,0.01,-0.01,-100.00
PF14443,0.05,0.05,0.00,0.00
PF14444,0.15,0.19,0.04,21.05
PF14447,0.00,0.00,0.00,
PF14465,0.00,0.00,0.00,
PF14469,0.00,0.00,0.00,
PF14473,0.03,0.03,0.00,0.00
PF14478,0.00,0.00,0.00,
PF14484,0.01,0.01,0.00,0.00
PF14492,0.10,0.14,0.04,28.57
PF14493,0.00,0.00,0.00,
PF14497,0.27,0.25,-0.02,-8.00
PF14500,0.00,0.00,0.00,
PF14513,0.49,0.57,0.08,14.04
PF14520,0.00,0.00,0.00,
PF14523,0.09,0.04,-0.05,-125.00
PF14533,0.35,0.33,-0.02,-6.06
PF14538,0.00,0.00,0.00,
PF14542,0.00,0.00,0.00,
PF14545,0.05,0.03,-0.02,-66.67
PF14551,0.29,0.33,0.04,12.12
PF14554,0.00,0.00,0.00,
PF14555,0.17,0.21,0.04,19.05
PF14559,0.13,0.16,0.03,18.75
PF14560,0.18,0.16,-0.02,-12.50
PF14565,0.00,0.00,0.00,
PF14566,0.11,0.12,0.01,8.33
PF14570,0.00,0.00,0.00,
PF14572,0.25,0.25,0.00,0.00
PF14575,0.36,0.37,0.01,2.70
PF14580,0.49,0.49,0.00,0.00
PF14593,0.00,0.00,0.00,
PF14596,0.00,0.00,0.00,
PF14598,0.11,0.11,0.00,0.00
PF14599,0.00,0.00,0.00,
PF14603,0.12,0.12,0.00,0.00
PF14604,0.41,0.52,0.11,21.15
PF14608,0.18,0.20,0.02,10.00
PF14617,0.00,0.00,0.00,
PF14619,0.00,0.09,0.09,100.00
PF14621,0.00,0.00,0.00,
PF14622,0.00,0.00,0.00,
PF14629,0.00,0.00,0.00,
PF14630,0.00,0.00,0.00,
PF14631,0.00,0.00,0.00,
PF14632,0.00,0.00,0.00,
PF14633,0.00,0.00,0.00,
PF14634,0.25,0.26,0.01,3.85
PF14635,0.00,0.00,0.00,
PF14636,0.03,0.03,0.00,0.00
PF14637,0.01,0.01,0.00,0.00
PF14638,0.01,0.02,0.01,50.00
PF14639,0.00,0.00,0.00,
PF14641,0.00,0.00,0.00,
PF14642,0.56,0.66,0.10,15.15
PF14643,0.00,0.00,0.00,
PF14644,0.00,0.00,0.00,
PF14645,0.20,0.19,-0.01,-5.26
PF14646,0.00,0.00,0.00,
PF14647,0.00,0.00,0.00,
PF14648,0.50,0.50,0.00,0.00
PF14649,0.00,0.00,0.00,
PF14650,0.09,0.09,0.00,0.00
PF14651,0.01,0.01,0.00,0.00
PF14652,0.28,0.29,0.01,3.45
PF14653,0.18,0.08,-0.10,-125.00
PF14654,0.10,0.04,-0.06,-150.00
PF14655,0.00,0.00,0.00,
PF14656,0.00,0.00,0.00,
PF14658,0.00,0.00,0.00,
PF14661,0.00,0.00,0.00,
PF14662,0.00,0.00,0.00,
PF14663,0.00,0.00,0.00,
PF14664,0.00,0.00,0.00,
PF14665,0.00,0.00,0.00,
PF14666,0.00,0.00,0.00,
PF14668,0.00,0.00,0.00,
PF14669,0.00,0.00,0.00,
PF14670,0.24,0.37,0.13,35.14
PF14671,0.02,0.02,0.00,0.00
PF14672,0.38,0.37,-0.01,-2.70
PF14674,0.00,0.00,0.00,
PF14675,0.00,0.00,0.00,
PF14676,0.00,0.00,0.00,
PF14677,0.00,0.00,0.00,
PF14678,0.00,0.00,0.00,
PF14679,0.00,0.00,0.00,
PF14680,0.00,0.00,0.00,
PF14681,0.07,0.09,0.02,22.22
PF14687,0.00,0.00,0.00,
PF14688,0.00,0.00,0.00,
PF14691,0.00,0.00,0.00,
PF14694,0.00,0.00,0.00,
PF14695,0.00,0.00,0.00,
PF14697,0.00,0.00,0.00,
PF14698,0.00,0.00,0.00,
PF14699,0.00,0.00,0.00,
PF14700,0.00,0.00,0.00,
PF14701,0.00,0.00,0.00,
PF14702,0.00,0.00,0.00,
PF14704,0.00,0.00,0.00,
PF14705,0.01,0.01,0.00,0.00
PF14707,0.17,0.17,0.00,0.00
PF14709,0.19,0.23,0.04,17.39
PF14712,0.02,0.04,0.02,50.00
PF14713,0.00,0.00,0.00,
PF14716,0.08,0.05,-0.03,-60.00
PF14719,0.15,0.15,0.00,0.00
PF14721,0.00,0.00,0.00,
PF14722,0.13,0.15,0.02,13.33
PF14723,0.27,0.27,0.00,0.00
PF14724,0.00,0.00,0.00,
PF14726,0.00,0.00,0.00,
PF14727,0.00,0.00,0.00,
PF14728,0.00,0.00,0.00,
PF14732,0.00,0.00,0.00,
PF14735,0.00,0.00,0.00,
PF14736,0.00,0.00,0.00,
PF14737,0.00,0.00,0.00,
PF14738,0.00,0.00,0.00,
PF14739,0.00,0.00,0.00,
PF14740,0.00,0.00,0.00,
PF14744,0.00,0.00,0.00,
PF14745,0.00,0.00,0.00,
PF14746,0.00,0.00,0.00,
PF14748,0.00,0.01,0.01,100.00
PF14749,0.02,0.02,0.00,0.00
PF14750,0.00,0.00,0.00,
PF14752,0.00,0.00,0.00,
PF14753,0.21,0.20,-0.01,-5.00
PF14759,0.00,0.00,0.00,
PF14761,0.00,0.00,0.00,
PF14763,0.00,0.00,0.00,
PF14764,0.00,0.00,0.00,
PF14766,0.00,0.00,0.00,
PF14767,0.00,0.00,0.00,
PF14768,0.00,0.00,0.00,
PF14769,0.35,0.22,-0.13,-59.09
PF14770,0.00,0.00,0.00,
PF14771,0.00,0.20,0.20,100.00
PF14772,0.00,0.02,0.02,100.00
PF14773,0.00,0.00,0.00,
PF14774,0.04,0.01,-0.03,-300.00
PF14775,0.00,0.00,0.00,
PF14776,0.00,0.00,0.00,
PF14777,0.00,0.00,0.00,
PF14778,0.00,0.00,0.00,
PF14779,0.00,0.00,0.00,
PF14781,0.00,0.00,0.00,
PF14782,0.00,0.00,0.00,
PF14783,0.00,0.00,0.00,
PF14784,0.00,0.00,0.00,
PF14787,0.00,0.00,0.00,
PF14788,0.00,0.00,0.00,
PF14791,0.10,0.12,0.02,16.67
PF14792,0.19,0.27,0.08,29.63
PF14796,0.01,0.03,0.02,66.67
PF14797,0.00,0.00,0.00,
PF14798,0.08,0.10,0.02,20.00
PF14799,0.10,0.09,-0.01,-11.11
PF14800,0.00,0.00,0.00,
PF14802,0.00,0.00,0.00,
PF14806,0.00,0.00,0.00,
PF14807,0.00,0.00,0.00,
PF14808,0.00,0.00,0.00,
PF14811,0.00,0.00,0.00,
PF14813,0.00,0.00,0.00,
PF14815,0.00,0.00,0.00,
PF14816,0.04,0.04,0.00,0.00
PF14817,0.00,0.00,0.00,
PF14818,0.00,0.06,0.06,100.00
PF14820,0.01,0.01,0.00,0.00
PF14821,0.10,0.12,0.02,16.67
PF14822,0.01,0.00,-0.01,
PF14825,0.00,0.00,0.00,
PF14826,0.00,0.00,0.00,
PF14828,0.00,0.00,0.00,
PF14833,0.04,0.04,0.00,0.00
PF14835,0.00,0.00,0.00,
PF14836,0.18,0.20,0.02,10.00
PF14837,0.00,0.00,0.00,
PF14838,0.00,0.00,0.00,
PF14839,0.00,0.00,0.00,
PF14843,0.16,0.16,0.00,0.00
PF14844,0.16,0.24,0.08,33.33
PF14845,0.02,0.04,0.02,50.00
PF14846,0.00,0.00,0.00,
PF14851,0.07,0.09,0.02,22.22
PF14852,0.00,0.00,0.00,
PF14853,0.00,0.00,0.00,
PF14854,0.23,0.24,0.01,4.17
PF14857,0.13,0.07,-0.06,-85.71
PF14858,0.00,0.00,0.00,
PF14874,0.00,0.00,0.00,
PF14875,0.26,0.17,-0.09,-52.94
PF14880,0.00,0.00,0.00,
PF14881,0.00,0.00,0.00,
PF14886,0.00,0.00,0.00,
PF14887,0.00,0.00,0.00,
PF14893,0.06,0.32,0.26,81.25
PF14895,0.00,0.00,0.00,
PF14901,0.00,0.00,0.00,
PF14904,0.21,0.34,0.13,38.24
PF14906,0.00,0.00,0.00,
PF14908,0.00,0.00,0.00,
PF14909,0.06,0.06,0.00,0.00
PF14910,0.00,0.00,0.00,
PF14911,0.00,0.00,0.00,
PF14913,0.00,0.00,0.00,
PF14914,0.14,0.17,0.03,17.65
PF14915,0.52,0.34,-0.18,-52.94
PF14916,0.09,0.08,-0.01,-12.50
PF14917,0.02,0.02,0.00,0.00
PF14918,0.00,0.00,0.00,
PF14919,0.00,0.00,0.00,
PF14920,0.00,0.00,0.00,
PF14921,0.19,0.17,-0.02,-11.76
PF14922,0.03,0.04,0.01,25.00
PF14923,0.00,0.00,0.00,
PF14924,0.00,0.00,0.00,
PF14925,0.00,0.00,0.00,
PF14926,0.00,0.00,0.00,
PF14927,0.20,0.25,0.05,20.00
PF14929,0.00,0.00,0.00,
PF14931,0.00,0.00,0.00,
PF14932,0.00,0.00,0.00,
PF14933,0.00,0.00,0.00,
PF14934,0.00,0.00,0.00,
PF14935,0.00,0.00,0.00,
PF14936,0.00,0.00,0.00,
PF14937,0.00,0.00,0.00,
PF14938,0.05,0.07,0.02,28.57
PF14939,0.00,0.00,0.00,
PF14940,0.39,0.39,0.00,0.00
PF14941,0.00,0.00,0.00,
PF14942,0.00,0.00,0.00,
PF14943,0.00,0.00,0.00,
PF14944,0.11,0.41,0.30,73.17
PF14946,0.00,0.00,0.00,
PF14948,0.27,0.33,0.06,18.18
PF14949,0.03,0.02,-0.01,-50.00
PF14950,0.00,0.00,0.00,
PF14951,0.00,0.00,0.00,
PF14952,0.00,0.00,0.00,
PF14953,0.00,0.00,0.00,
PF14954,0.00,0.00,0.00,
PF14955,0.00,0.00,0.00,
PF14956,0.00,0.00,0.00,
PF14957,0.53,0.61,0.08,13.11
PF14958,0.00,0.00,0.00,
PF14959,0.00,0.00,0.00,
PF14960,0.00,0.00,0.00,
PF14961,0.00,0.50,0.50,100.00
PF14962,0.00,0.00,0.00,
PF14963,0.00,0.00,0.00,
PF14965,0.05,0.05,0.00,0.00
PF14966,0.00,0.00,0.00,
PF14967,0.06,0.06,0.00,0.00
PF14968,0.00,0.00,0.00,
PF14969,0.00,0.00,0.00,
PF14970,0.50,0.49,-0.01,-2.04
PF14972,0.00,0.00,0.00,
PF14973,0.00,0.00,0.00,
PF14974,0.00,0.00,0.00,
PF14975,0.00,0.00,0.00,
PF14976,0.00,0.00,0.00,
PF14977,0.11,0.09,-0.02,-22.22
PF14978,0.00,0.00,0.00,
PF14979,0.07,0.06,-0.01,-16.67
PF14980,0.00,0.00,0.00,
PF14982,0.12,0.14,0.02,14.29
PF14984,0.00,0.00,0.00,
PF14985,0.00,0.00,0.00,
PF14986,0.00,0.00,0.00,
PF14987,0.00,0.00,0.00,
PF14988,0.05,0.06,0.01,16.67
PF14989,0.00,0.00,0.00,
PF14991,0.00,0.00,0.00,
PF14992,0.02,0.02,0.00,0.00
PF14993,0.00,0.00,0.00,
PF14994,0.00,0.00,0.00,
PF14995,0.00,0.00,0.00,
PF14997,0.06,0.06,0.00,0.00
PF14998,0.03,0.06,0.03,50.00
PF14999,0.00,0.00,0.00,
PF15000,0.00,0.00,0.00,
PF15001,0.00,0.00,0.00,
PF15002,0.00,0.00,0.00,
PF15003,0.00,0.00,0.00,
PF15004,0.00,0.00,0.00,
PF15005,0.04,0.04,0.00,0.00
PF15007,0.00,0.00,0.00,
PF15008,0.00,0.00,0.00,
PF15009,0.00,0.00,0.00,
PF15010,0.32,0.35,0.03,8.57
PF15012,0.00,0.00,0.00,
PF15014,0.00,0.00,0.00,
PF15015,0.00,0.00,0.00,
PF15016,0.00,0.00,0.00,
PF15017,0.43,0.40,-0.03,-7.50
PF15018,0.03,0.04,0.01,25.00
PF15019,0.00,0.00,0.00,
PF15020,0.00,0.00,0.00,
PF15021,0.00,0.00,0.00,
PF15022,0.00,0.00,0.00,
PF15024,0.04,0.04,0.00,0.00
PF15025,0.00,0.00,0.00,
PF15027,0.03,0.03,0.00,0.00
PF15028,0.00,0.00,0.00,
PF15029,0.00,0.00,0.00,
PF15030,0.00,0.00,0.00,
PF15031,0.00,0.00,0.00,
PF15032,0.00,0.00,0.00,
PF15033,0.00,0.00,0.00,
PF15034,0.00,0.00,0.00,
PF15035,0.17,0.23,0.06,26.09
PF15036,0.00,0.00,0.00,
PF15037,0.27,0.30,0.03,10.00
PF15038,0.00,0.00,0.00,
PF15039,0.00,0.00,0.00,
PF15040,0.02,0.17,0.15,88.24
PF15042,0.00,0.00,0.00,
PF15043,0.00,0.00,0.00,
PF15044,0.00,0.00,0.00,
PF15045,0.08,0.11,0.03,27.27
PF15046,0.00,0.00,0.00,
PF15047,0.18,0.09,-0.09,-100.00
PF15048,0.00,0.00,0.00,
PF15049,0.00,0.00,0.00,
PF15050,0.00,0.00,0.00,
PF15051,0.05,0.05,0.00,0.00
PF15052,0.00,0.00,0.00,
PF15053,0.00,0.00,0.00,
PF15054,0.23,0.22,-0.01,-4.55
PF15055,0.00,0.00,0.00,
PF15056,0.06,0.06,0.00,0.00
PF15057,0.08,0.08,0.00,0.00
PF15058,0.17,0.59,0.42,71.19
PF15059,0.01,0.01,0.00,0.00
PF15060,0.23,0.26,0.03,11.54
PF15061,0.00,0.00,0.00,
PF15062,0.00,0.00,0.00,
PF15063,0.02,0.03,0.01,33.33
PF15064,0.00,0.00,0.00,
PF15065,0.00,0.00,0.00,
PF15066,0.00,0.50,0.50,100.00
PF15067,0.01,0.01,0.00,0.00
PF15068,0.05,0.04,-0.01,-25.00
PF15069,0.06,0.06,0.00,0.00
PF15070,0.76,0.76,0.00,0.00
PF15071,0.00,0.00,0.00,
PF15072,0.00,0.00,0.00,
PF15076,0.00,0.00,0.00,
PF15077,0.50,0.50,0.00,0.00
PF15078,0.00,0.50,0.50,100.00
PF15079,0.00,0.00,0.00,
PF15080,0.00,0.00,0.00,
PF15081,0.00,0.00,0.00,
PF15083,0.00,0.27,0.27,100.00
PF15084,0.00,0.00,0.00,
PF15085,0.00,0.00,0.00,
PF15086,0.00,0.00,0.00,
PF15087,0.00,0.00,0.00,
