Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF15674,,,,
PF15675,,,,
PF15676,,,,
PF15677,,,,
PF15678,,,,
PF15679,,,,
PF15680,,,,
PF15681,,,,
PF15682,,,,
PF15683,,,,
PF15684,,,,
PF15685,,,,
PF15686,,,,
PF15687,,,,
PF15688,,,,
PF15689,,,,
PF15690,,,,
PF15692,0.53,0.55,-0.02,-3.64
PF15693,,,,
PF15694,,,,
PF15695,0.90,0.90,0.00,0.00
PF15696,0.71,0.71,0.00,0.00
PF15702,,,,
PF15703,0.50,0.50,0.00,0.00
PF15705,0.62,0.62,0.00,0.00
PF15706,0.61,0.61,0.00,0.00
PF15707,,,,
PF15708,0.91,0.92,-0.01,-1.09
PF15709,,,,
PF15710,,,,
PF15711,0.46,0.43,0.03,6.98
PF15712,,,,
PF15713,,,,
PF15715,,,,
PF15717,,,,
PF15718,,,,
PF15721,,,,
PF15722,0.41,0.35,0.06,17.14
PF15724,,,,
PF15725,,,,
PF15726,,,,
PF15727,,,,
PF15728,,,,
PF15730,,,,
PF15732,,,,
PF15733,0.58,0.58,0.00,0.00
PF15734,,,,
PF15735,0.43,0.42,0.01,2.38
PF15736,,,,
PF15737,0.60,0.60,0.00,0.00
PF15739,0.49,0.49,0.00,0.00
PF15740,,,,
PF15741,,,,
PF15742,,,,
PF15743,,,,
PF15744,,,,
PF15745,,,,
PF15746,,,,
PF15747,,,,
PF15748,,,,
PF15749,,,,
PF15750,,,,
PF15751,,,,
PF15752,,,,
PF15753,,,,
PF15754,,,,
PF15755,,,,
PF15756,,,,
PF15757,,,,
PF15758,,,,
PF15759,,,,
PF15760,,,,
PF15761,,,,
PF15762,,,,
PF15763,,,,
PF15764,,,,
PF15765,,,,
PF15766,,,,
PF15767,,,,
PF15768,,,,
PF15769,,,,
PF15771,,,,
PF15772,,,,
PF15773,,,,
PF15774,,,,
PF15776,,,,
PF15778,,,,
PF15779,0.37,0.36,0.01,2.78
PF15780,,,,
PF15782,0.87,0.73,0.14,19.18
PF15783,0.35,0.31,0.04,12.90
PF15784,0.74,0.74,0.00,0.00
PF15785,,,,
PF15786,,,,
PF15787,0.42,0.41,0.01,2.44
PF15788,0.43,0.41,0.02,4.88
PF15789,,,,
PF15790,0.91,0.91,0.00,0.00
PF15791,0.78,0.78,0.00,0.00
PF15792,,,,
PF15793,,,,
PF15794,,,,
PF15795,,,,
PF15796,0.74,0.74,0.00,0.00
PF15797,,,,
PF15798,,,,
PF15799,,,,
PF15800,,,,
PF15801,,,,
PF15802,,,,
PF15803,,,,
PF15805,,,,
PF15806,,,,
PF15807,0.61,0.61,0.00,0.00
PF15808,0.70,0.70,0.00,0.00
PF15809,,,,
PF15810,,,,
PF15811,,,,
PF15812,,,,
PF15813,,,,
PF15814,,,,
PF15815,0.55,0.54,0.01,1.85
PF15816,,,,
PF15817,,,,
PF15818,,,,
PF15819,,,,
PF15820,,,,
PF15821,,,,
PF15822,,,,
PF15823,,,,
PF15824,,,,
PF15825,1.00,1.00,0.00,0.00
PF15826,,,,
PF15829,,,,
PF15830,,,,
PF15831,0.57,0.56,0.01,1.79
PF15832,0.89,0.88,0.01,1.14
PF15833,,,,
PF15834,,,,
PF15835,,,,
PF15836,,,,
PF15838,,,,
PF15839,,,,
PF15841,,,,
PF15842,,,,
PF15843,,,,
PF15844,,,,
PF15845,,,,
PF15846,,,,
PF15847,,,,
PF15848,,,,
PF15849,,,,
PF15851,,0.61,,
PF15852,,,,
PF15854,,,,
PF15855,,,,
PF15858,,,,
PF15859,,,,
PF15862,,,,
PF15865,,,,
PF15870,0.51,0.50,0.01,2.00
PF15871,0.62,0.56,0.06,10.71
PF15872,0.63,0.64,-0.01,-1.56
PF15873,,,,
PF15874,0.62,0.62,0.00,0.00
PF15875,,,,
PF15876,,,,
PF15877,,,,
PF15879,,,,
PF15880,,,,
PF15882,,,,
PF15884,,,,
PF15895,,,,
PF15897,,,,
PF15898,0.79,0.78,0.01,1.28
PF15901,0.53,0.53,0.00,0.00
PF15902,0.53,0.54,-0.01,-1.85
PF15903,0.71,0.71,0.00,0.00
PF15904,,,,
PF15905,,,,
PF15906,,,,
PF15907,,,,
PF15908,0.59,0.59,0.00,0.00
PF15909,,,,
PF15910,0.61,0.60,0.01,1.67
PF15911,,,,
PF15912,,,,
PF15913,0.70,0.69,0.01,1.45
PF15914,0.86,0.85,0.01,1.18
PF15917,0.75,0.72,0.03,4.17
PF15920,0.44,0.77,-0.33,-42.86
PF15921,,,,
PF15923,,,,
PF15924,,,,
PF15925,,,,
PF15926,,0.50,,
PF15927,,,,
PF15936,0.39,0.38,0.01,2.63
PF15938,,,,
PF15949,0.48,0.46,0.02,4.35
PF15951,0.66,0.61,0.05,8.20
PF15961,,,,
PF15963,,,,
PF15964,,,,
PF15965,0.81,0.80,0.01,1.25
PF15966,,,,
PF15967,,,,
PF15974,0.67,0.67,0.00,0.00
PF15982,,,,
PF15985,0.59,0.59,0.00,0.00
PF15990,,,,
PF15991,,,,
PF15996,,,,
PF15997,,,,
PF16000,0.51,0.51,0.00,0.00
PF16002,,,,
PF16004,,,,
PF16005,0.52,0.51,0.01,1.96
PF16006,,,,
PF16014,,,,
PF16015,,,,
PF16016,0.70,0.69,0.01,1.45
PF16017,0.88,0.88,0.00,0.00
PF16018,0.55,0.55,0.00,0.00
PF16019,0.77,0.77,0.00,0.00
PF16021,,,,
PF16025,,,,
PF16026,,,,
PF16028,,,,
PF16034,0.78,0.77,0.01,1.30
PF16038,,,,
PF16043,0.63,0.61,0.02,3.28
PF16044,,,,
PF16045,,,,
PF16046,0.83,0.83,0.00,0.00
PF16050,,,,
PF16053,,,,
PF16054,,,,
PF16057,0.71,0.71,0.00,0.00
PF16058,,,,
PF16059,,,,
PF16070,0.72,0.68,0.04,5.88
PF16076,0.44,0.46,-0.02,-4.35
PF16078,0.79,0.77,0.02,2.60
PF16088,,,,
PF16092,,,,
PF16093,,,,
PF16094,,,,
PF16095,0.64,0.62,0.02,3.23
PF16096,0.80,0.79,0.01,1.27
PF16097,,,,
PF16098,,,,
PF16099,,,,
PF16100,,,,
PF16101,,,,
PF16113,,,,
PF16114,,,,
PF16121,0.95,0.95,0.00,0.00
PF16122,,,,
PF16123,0.67,0.67,0.00,0.00
PF16124,0.42,0.43,-0.01,-2.33
PF16134,,0.50,,
PF16158,0.63,0.63,0.00,0.00
PF16159,0.82,0.81,0.01,1.23
PF16164,,,,
PF16165,0.60,0.57,0.03,5.26
PF16171,,,,
PF16172,0.60,0.58,0.02,3.45
PF16174,0.55,0.55,0.00,0.00
PF16176,0.68,0.68,0.00,0.00
PF16177,0.48,0.48,0.00,0.00
PF16178,0.46,0.46,0.00,0.00
PF16179,0.49,0.49,0.00,0.00
PF16180,,,,
PF16181,,,,
PF16182,0.43,0.35,0.08,22.86
PF16183,0.45,0.38,0.07,18.42
PF16184,0.18,0.16,0.02,12.50
PF16185,,,,
PF16186,0.61,0.54,0.07,12.96
PF16187,0.65,0.65,0.00,0.00
PF16188,0.70,0.70,0.00,0.00
PF16189,0.65,0.65,0.00,0.00
PF16190,0.74,0.73,0.01,1.37
PF16191,0.66,0.65,0.01,1.54
PF16192,0.62,0.61,0.01,1.64
PF16193,,,,
PF16195,,,,
PF16197,,,,
PF16198,,,,
PF16199,,,,
PF16200,,,,
PF16201,,,,
PF16202,,,,
PF16203,,,,
PF16204,,,,
PF16205,,,,
PF16206,,,,
PF16207,0.35,0.34,0.01,2.94
PF16208,0.32,0.27,0.05,18.52
PF16209,0.42,0.39,0.03,7.69
PF16210,,,,
PF16211,0.83,0.82,0.01,1.22
PF16212,0.48,0.47,0.01,2.13
PF16213,0.51,0.49,0.02,4.08
PF16214,0.29,0.29,0.00,0.00
PF16218,0.70,0.70,0.00,0.00
PF16273,,,,
PF16274,0.82,0.82,0.00,0.00
PF16275,,,,
PF16276,,,,
PF16278,,,,
PF16279,0.68,0.68,0.00,0.00
PF16282,,,,
PF16294,,,,
PF16297,0.47,0.43,0.04,9.30
PF16300,0.68,0.68,0.00,0.00
PF16311,,,,
PF16317,0.83,0.83,0.00,0.00
PF16320,,,,
PF16322,0.42,0.42,0.00,0.00
PF16332,,,,
PF16347,,,,
PF16350,0.54,0.54,0.00,0.00
PF16360,,,,
PF16363,0.45,0.46,-0.01,-2.17
PF16366,0.81,0.81,0.00,0.00
PF16367,0.78,0.78,0.00,0.00
PF16368,,,,
PF16381,0.88,0.88,0.00,0.00
PF16399,,,,
PF16413,,,,
PF16414,0.65,0.64,0.01,1.56
PF16415,,,,
PF16417,,,,
PF16418,,,,
PF16420,,,,
PF16421,0.60,0.60,0.00,0.00
PF16422,0.93,0.91,0.02,2.20
PF16423,0.98,0.98,0.00,0.00
PF16450,0.46,0.43,0.03,6.98
PF16453,0.78,0.78,0.00,0.00
PF16454,0.87,0.87,0.00,0.00
PF16455,0.91,0.91,0.00,0.00
PF16457,0.53,0.52,0.01,1.92
PF16470,0.48,0.48,0.00,0.00
PF16471,0.87,0.86,0.01,1.16
PF16474,0.54,0.52,0.02,3.85
PF16482,0.62,0.61,0.01,1.64
PF16484,0.78,0.78,0.00,0.00
PF16486,0.74,0.75,-0.01,-1.33
PF16487,0.92,0.91,0.01,1.10
PF16488,0.78,0.78,0.00,0.00
PF16489,0.36,0.34,0.02,5.88
PF16491,,,,
PF16492,0.31,0.32,-0.01,-3.13
PF16493,0.70,0.71,-0.01,-1.41
PF16494,0.75,0.76,-0.01,-1.32
PF16495,0.95,0.95,0.00,0.00
PF16496,0.86,0.81,0.05,6.17
PF16497,0.55,0.53,0.02,3.77
PF16498,0.85,0.86,-0.01,-1.16
PF16499,0.79,0.79,0.00,0.00
PF16500,0.58,0.57,0.01,1.75
PF16501,,,,
PF16503,,,,
PF16507,,,,
PF16508,,,,
PF16511,0.88,0.88,0.00,0.00
PF16512,0.72,0.72,0.00,0.00
PF16515,0.67,0.67,0.00,0.00
PF16516,0.55,0.53,0.02,3.77
PF16517,0.57,0.57,0.00,0.00
PF16519,0.70,0.70,0.00,0.00
PF16521,,,,
PF16523,,,,
PF16526,0.67,0.67,0.00,0.00
PF16528,,,,
PF16529,,,,
PF16531,,,,
PF16533,0.90,0.90,0.00,0.00
PF16534,0.90,0.89,0.01,1.12
PF16540,,,,
PF16543,,,,
PF16544,,,,
PF16545,0.80,0.80,0.00,0.00
PF16546,0.76,0.75,0.01,1.33
PF16550,,,,
PF16551,,,,
PF16553,0.75,0.74,0.01,1.35
PF16556,0.60,0.60,0.00,0.00
PF16557,0.93,0.93,0.00,0.00
PF16558,,,,
PF16559,0.80,0.80,0.00,0.00
PF16561,0.90,0.90,0.00,0.00
PF16562,0.82,0.82,0.00,0.00
PF16563,0.84,0.83,0.01,1.20
PF16564,0.76,0.75,0.01,1.33
PF16565,,,,
PF16566,0.85,0.85,0.00,0.00
PF16568,0.74,0.74,0.00,0.00
PF16573,,,,
PF16574,,,,
PF16575,0.59,0.58,0.01,1.72
PF16577,,,,
PF16578,0.63,0.63,0.00,0.00
PF16579,0.88,0.80,0.08,10.00
PF16589,0.56,0.56,0.00,0.00
PF16597,0.64,0.64,0.00,0.00
PF16598,,,,
PF16599,,,,
PF16600,0.56,0.54,0.02,3.70
PF16601,,,,
PF16602,,,,
PF16605,,,,
PF16606,,,,
PF16607,,,,
PF16608,0.63,0.46,0.17,36.96
PF16609,0.68,0.67,0.01,1.49
PF16610,,,,
PF16611,,,,
PF16612,,,,
PF16613,,,,
PF16614,0.88,0.87,0.01,1.15
PF16615,0.62,0.62,0.00,0.00
PF16616,0.65,0.65,0.00,0.00
PF16617,,,,
PF16618,,,,
PF16619,0.77,0.77,0.00,0.00
PF16620,,,,
PF16621,0.99,0.99,0.00,0.00
PF16622,0.69,0.68,0.01,1.47
PF16623,,,,
PF16624,,,,
PF16625,,,,
PF16626,,,,
PF16629,0.63,0.62,0.01,1.61
PF16630,,,,
PF16631,,,,
PF16632,0.77,0.77,0.00,0.00
PF16633,,,,
PF16634,,,,
PF16635,,,,
PF16636,,,,
PF16637,,,,
PF16641,0.69,0.69,0.00,0.00
PF16642,,,,
PF16644,0.54,0.54,0.00,0.00
PF16646,0.71,0.71,0.00,0.00
PF16647,,,,
PF16648,,,,
PF16649,,,,
PF16650,,,,
PF16652,0.90,0.90,0.00,0.00
PF16653,,,,
PF16656,,,,
PF16660,,,,
PF16661,0.46,0.44,0.02,4.55
PF16662,,0.34,,
PF16663,0.64,0.64,0.00,0.00
PF16664,0.48,0.45,0.03,6.67
PF16665,0.61,0.61,0.00,0.00
PF16666,,,,
PF16667,,,,
PF16669,,,,
PF16672,,,,
PF16673,0.66,0.66,0.00,0.00
PF16674,0.70,0.70,0.00,0.00
PF16675,0.69,0.69,0.00,0.00
PF16676,0.72,0.72,0.00,0.00
PF16678,,,,
PF16679,,,,
PF16680,0.66,0.66,0.00,0.00
PF16681,,,,
PF16682,,,,
PF16685,,,,
PF16686,,,,
PF16687,,,,
PF16689,0.87,0.87,0.00,0.00
PF16690,,,,
PF16692,,,,
PF16696,,,,
PF16698,,,,
PF16699,,,,
PF16700,,,,
PF16704,0.93,0.91,0.02,2.20
PF16705,,,,
PF16706,,,,
PF16716,,,,
PF16717,,,,
PF16725,,,,
PF16726,,,,
PF16727,,,,
PF16735,,,,
PF16737,,,,
PF16739,0.50,0.62,-0.12,-19.35
PF16740,,,,
PF16741,0.69,0.68,0.01,1.47
PF16742,,,,
PF16744,,,,
PF16746,0.40,0.38,0.02,5.26
PF16748,,,,
PF16752,,,,
PF16756,,,,
PF16757,0.69,0.69,0.00,0.00
PF16759,,,,
PF16764,,,,
PF16766,,,,
PF16768,,,,
PF16769,,,,
PF16770,0.59,0.60,-0.01,-1.67
PF16772,,,,
PF16776,,,,
PF16780,,,,
PF16783,,,,
PF16788,0.58,0.58,0.00,0.00
PF16791,,,,
PF16794,0.77,0.77,0.00,0.00
PF16799,,,,
PF16801,,,,
PF16808,,,,
PF16832,,,,
PF16833,,,,
PF16835,,,,
PF16837,,,,
PF16840,,,,
PF16858,,,,
PF16860,,,,
PF16866,0.78,0.77,0.01,1.30
PF16869,,,,
PF16870,0.69,0.69,0.00,0.00
PF16876,0.77,0.76,0.01,1.32
PF16878,0.66,0.64,0.02,3.13
PF16879,0.75,0.75,0.00,0.00
PF16880,0.76,0.76,0.00,0.00
PF16881,,,,
PF16884,0.64,0.64,0.00,0.00
PF16885,0.51,0.27,0.24,88.89
PF16886,,,,
PF16891,0.87,0.87,0.00,0.00
PF16897,0.75,0.74,0.01,1.35
PF16898,0.90,0.90,0.00,0.00
PF16899,,,,
PF16900,,,,
PF16901,,,,
PF16905,0.80,0.80,0.00,0.00
PF16906,0.50,1.00,-0.50,-50.00
PF16907,0.72,0.71,0.01,1.41
PF16920,0.59,0.59,0.00,0.00
PF16921,,,,
PF16922,,,,
PF16923,,,,
PF16953,,,,
PF16954,0.54,0.54,0.00,0.00
PF16959,0.73,0.73,0.00,0.00
PF16969,,,,
PF16975,0.76,0.76,0.00,0.00
PF16978,,,,
PF16979,,,,
PF17004,,,,
PF17035,0.91,0.90,0.01,1.11
PF17039,0.54,0.53,0.01,1.89
PF17045,0.68,0.68,0.00,0.00
PF17047,0.75,0.75,0.00,0.00
PF17048,0.89,0.86,0.03,3.49
PF17054,0.65,0.63,0.02,3.17
PF17061,,,,
PF17065,,,,
PF17066,,,,
PF17069,0.63,0.60,0.03,5.00
PF17085,,,,
PF17095,0.73,0.71,0.02,2.82
PF17098,,,,
PF17101,,,,
PF17102,,,,
PF17103,,,,
PF17105,0.78,0.78,0.00,0.00
PF17120,,,,
PF17121,,,,
PF17135,,,,
PF17136,,,,
PF17144,,,,
PF17146,,,,
PF17169,,,,
PF17171,0.59,0.59,0.00,0.00
PF17172,,,,
PF17180,,,,
PF17205,0.52,0.49,0.03,6.12
PF17207,0.39,0.39,0.00,0.00
PF17208,0.53,0.53,0.00,0.00
PF17211,,,,
PF17213,,,,
PF17215,0.61,0.60,0.01,1.67
PF17216,0.48,0.48,0.00,0.00
PF17217,0.61,0.57,0.04,7.02
PF17218,0.55,0.52,0.03,5.77
PF17219,0.92,0.92,0.00,0.00
PF17221,,,,
PF17226,0.70,0.54,0.16,29.63
PF17229,1.00,1.00,0.00,0.00
PF17256,,,,
PF17284,0.63,0.63,0.00,0.00
PF17285,,,,
PF17286,,,,
PF17291,0.80,0.81,-0.01,-1.23
PF17292,,,,
PF17297,0.85,0.85,0.00,0.00
PF17307,,,,
PF17333,,,,
PF17387,,,,
PF17391,,,,
PF17392,,,,
PF17403,,,,
PF17404,,,,
PF17405,,,,
PF17406,,,,
PF17407,,,,
PF17408,,,,
PF17450,0.61,0.60,0.01,1.67
PF17489,,,,
PF17490,0.66,0.64,0.02,3.13
PF17517,,,,
PF17653,,,,
PF17654,0.67,0.68,-0.01,-1.47
PF17655,0.60,0.59,0.01,1.69
PF17658,,,,
PF17659,,,,
PF17661,0.60,0.60,0.00,0.00
PF17662,,,,
PF17663,,,,
PF17664,,,,
PF17665,,,,
PF17666,,,,
PF17669,,,,
PF17671,,0.50,,
PF17672,,,,
PF17673,,,,
PF17674,0.60,0.60,0.00,0.00
PF17675,0.78,0.78,0.00,0.00
PF17677,0.56,0.58,-0.02,-3.45
PF17681,0.34,0.32,0.02,6.25
PF17682,,,,
PF17683,,,,
PF17685,,,,
PF17686,,,,
PF17688,,,,
PF17690,,,,
PF17692,,,,
PF17694,,,,
PF17695,,,,
PF17697,,,,
PF17698,,,,
PF17699,,,,
PF17701,,,,
PF17702,,,,
PF17703,,,,
PF17704,,,,
PF17706,,,,
PF17707,,,,
PF17708,0.42,0.42,0.00,0.00
PF17710,,,,
PF17711,,,,
PF17712,,,,
PF17713,,,,
PF17714,,,,
PF17717,,,,
PF17718,,,,
PF17719,,,,
PF17722,,0.50,,
PF17724,,,,
PF17725,0.83,0.83,0.00,0.00
PF17729,,,,
PF17730,,,,
PF17732,,,,
PF17734,0.40,0.40,0.00,0.00
PF17736,0.39,0.37,0.02,5.41
PF17737,,,,
PF17738,,,,
PF17739,,,,
PF17740,,,,
PF17741,,,,
PF17742,,,,
PF17743,,,,
PF17744,,,,
PF17745,,,,
PF17749,,,,
PF17751,0.52,0.52,0.00,0.00
PF17753,,,,
PF17756,,,,
PF17759,,,,
PF17763,,,,
PF17767,,,,
PF17771,0.48,0.45,0.03,6.67
PF17772,0.71,0.69,0.02,2.90
PF17773,,,,
PF17776,0.31,0.30,0.01,3.33
PF17777,0.76,0.75,0.01,1.33
PF17778,,,,
PF17779,0.43,0.38,0.05,13.16
PF17780,0.64,0.64,0.00,0.00
PF17781,,,,
PF17786,,,,
PF17787,0.61,0.60,0.01,1.67
PF17789,0.36,0.35,0.01,2.86
PF17790,0.59,0.59,0.00,0.00
PF17791,0.35,0.33,0.02,6.06
PF17793,0.93,0.93,0.00,0.00
PF17794,0.65,0.65,0.00,0.00
PF17795,,,,
PF17796,,,,
PF17797,,,,
PF17798,,,,
PF17799,,,,
PF17802,1.00,1.00,0.00,0.00
PF17807,0.84,0.85,-0.01,-1.18
PF17809,0.81,0.81,0.00,0.00
PF17811,0.50,0.43,0.07,16.28
PF17812,,,,
PF17813,,,,
PF17814,0.56,0.58,-0.02,-3.45
PF17817,0.84,0.84,0.00,0.00
PF17818,0.55,0.60,-0.05,-8.33
PF17819,,,,
PF17820,0.37,0.38,-0.01,-2.63
PF17821,,,,
PF17822,,,,
PF17823,,,,
PF17824,0.50,,,
PF17825,,,,
PF17826,0.88,0.87,0.01,1.15
PF17827,,,,
PF17830,0.56,0.56,0.00,0.00
PF17832,0.61,0.61,0.00,0.00
PF17833,,,,
PF17835,,,,
PF17838,0.54,0.53,0.01,1.89
PF17840,0.68,0.68,0.00,0.00
PF17846,0.63,0.63,0.00,0.00
PF17848,,,,
PF17849,0.59,0.59,0.00,0.00
PF17852,0.26,0.23,0.03,13.04
PF17855,0.45,0.45,0.00,0.00
PF17856,0.67,0.67,0.00,0.00
PF17857,0.43,0.43,0.00,0.00
PF17862,0.38,0.24,0.14,58.33
PF17865,,,,
PF17867,0.43,0.44,-0.01,-2.27
PF17869,,,,
PF17870,,,,
PF17872,,,,
PF17875,,,,
PF17877,,,,
PF17887,0.43,0.43,0.00,0.00
PF17888,0.56,0.55,0.01,1.82
PF17889,0.59,0.59,0.00,0.00
PF17900,0.34,0.31,0.03,9.68
PF17902,0.59,0.59,0.00,0.00
PF17903,,,,
PF17904,0.78,0.78,0.00,0.00
PF17906,0.63,0.62,0.01,1.61
PF17907,0.69,0.68,0.01,1.47
PF17908,,,,
PF17913,0.54,0.54,0.00,0.00
PF17916,1.00,1.00,0.00,0.00
PF17919,0.65,0.64,0.01,1.56
PF17921,0.52,0.52,0.00,0.00
PF17927,,,,
PF17942,0.53,0.52,0.01,1.92
PF17949,,,,
PF17950,,,,
PF17956,,,,
PF17958,0.66,0.63,0.03,4.76
PF17959,0.85,0.85,0.00,0.00
PF17960,0.46,0.41,0.05,12.20
PF17968,,,,
PF17971,0.64,0.64,0.00,0.00
PF17976,,,,
PF17978,,,,
PF17979,,,,
PF17980,0.70,0.69,0.01,1.45
PF17981,,,,
PF17982,0.71,0.69,0.02,2.90
PF17988,0.70,0.70,0.00,0.00
PF18001,,,,
PF18004,,,,
PF18005,,,,
PF18012,0.67,0.66,0.01,1.52
PF18016,0.53,0.51,0.02,3.92
PF18017,,,,
PF18018,,,,
PF18020,0.59,0.60,-0.01,-1.67
PF18026,,,,
PF18027,0.37,0.42,-0.05,-11.90
PF18028,,,,
PF18031,0.68,0.69,-0.01,-1.45
PF18035,0.67,0.70,-0.03,-4.29
PF18036,,,,
PF18037,,,,
PF18038,0.70,0.70,0.00,0.00
PF18039,0.72,0.71,0.01,1.41
PF18044,0.60,0.57,0.03,5.26
PF18048,,,,
PF18049,,,,
PF18051,,,,
PF18055,,,,
PF18072,,,,
PF18076,,,,
PF18077,,,,
PF18084,,,,
PF18086,0.89,0.89,0.00,0.00
PF18091,,,,
PF18097,,,,
PF18098,,,,
PF18100,0.82,0.82,0.00,0.00
PF18101,,,,
PF18102,0.73,0.72,0.01,1.39
PF18104,0.53,0.53,0.00,0.00
PF18108,0.69,0.69,0.00,0.00
PF18109,0.76,0.75,0.01,1.33
PF18110,,,,
PF18111,0.69,0.69,0.00,0.00
PF18112,0.67,0.67,0.00,0.00
PF18114,,,,
PF18115,,,,
PF18116,0.69,0.69,0.00,0.00
PF18118,0.67,0.67,0.00,0.00
PF18119,0.64,0.64,0.00,0.00
PF18121,,,,
PF18122,,,,
PF18124,0.77,0.77,0.00,0.00
PF18127,,,,
PF18129,,,,
PF18130,,,,
PF18131,,,,
PF18136,,,,
PF18137,,,,
PF18139,0.51,0.47,0.04,8.51
PF18140,,,,
PF18141,,,,
PF18147,,,,
PF18148,0.68,0.68,0.00,0.00
PF18149,,,,
PF18150,0.82,0.82,0.00,0.00
PF18151,0.58,0.58,0.00,0.00
PF18162,,,,
PF18190,,,,
PF18192,,,,
PF18193,0.83,0.78,0.05,6.41
PF18198,0.51,0.50,0.01,2.00
PF18199,0.32,0.33,-0.01,-3.03
PF18201,0.43,0.43,0.00,0.00
PF18207,,,,
PF18210,,,,
PF18212,0.72,0.72,0.00,0.00
PF18253,0.94,0.93,0.01,1.08
PF18256,,,,
PF18262,,,,
PF18263,,,,
PF18264,0.98,0.98,0.00,0.00
PF18265,,,,
PF18266,,,,
PF18267,,,,
PF18278,,,,
PF18279,,,,
PF18282,,,,
PF18289,,,,
PF18290,,,,
PF18292,0.58,0.57,0.01,1.75
PF18293,0.74,0.74,0.00,0.00
PF18295,,,,
PF18296,0.68,0.67,0.01,1.49
PF18300,,,,
PF18307,,,,
PF18308,0.81,0.78,0.03,3.85
PF18323,,,,
PF18326,,,,
PF18332,,,,
PF18334,,,,
PF18336,0.89,0.89,0.00,0.00
PF18345,0.68,0.68,0.00,0.00
PF18346,0.61,0.61,0.00,0.00
PF18358,,,,
PF18359,,,,
PF18360,0.92,0.92,0.00,0.00
PF18362,0.69,0.68,0.01,1.47
PF18366,0.77,0.73,0.04,5.48
PF18371,0.72,0.72,0.00,0.00
PF18372,0.65,0.65,0.00,0.00
PF18373,0.57,0.57,0.00,0.00
PF18375,0.81,0.81,0.00,0.00
PF18376,,,,
PF18377,0.56,0.56,0.00,0.00
PF18379,0.53,0.52,0.01,1.92
PF18382,0.78,0.78,0.00,0.00
PF18383,,,,
PF18384,0.94,0.94,0.00,0.00
PF18385,0.88,0.88,0.00,0.00
PF18386,0.93,0.93,0.00,0.00
PF18387,0.70,0.68,0.02,2.94
PF18391,,,,
PF18392,0.79,0.79,0.00,0.00
PF18394,0.63,0.63,0.00,0.00
PF18396,0.69,0.72,-0.03,-4.17
PF18397,0.74,0.74,0.00,0.00
PF18400,0.75,0.75,0.00,0.00
PF18401,0.75,0.73,0.02,2.74
PF18402,0.72,0.72,0.00,0.00
PF18403,0.70,0.70,0.00,0.00
PF18404,0.93,0.93,0.00,0.00
PF18408,0.89,0.89,0.00,0.00
PF18409,,,,
PF18410,0.64,0.62,0.02,3.23
PF18411,0.84,0.84,0.00,0.00
PF18414,0.83,0.83,0.00,0.00
PF18418,,,,
PF18420,,,,
PF18422,,,,
PF18424,,,,
PF18428,,,,
PF18432,,,,
PF18434,,,,
PF18436,0.89,0.89,0.00,0.00
PF18437,,,,
PF18439,,,,
PF18440,,,,
PF18442,,,,
PF18445,,,,
PF18447,,,,
PF18450,,,,
PF18452,0.31,0.32,-0.01,-3.13
PF18453,,,,
PF18455,,,,
PF18459,,,,
PF18461,,,,
PF18463,,,,
PF18464,,,,
PF18474,,,,
PF18479,,,,
PF18485,,,,
PF18486,,,,
PF18487,,,,
PF18503,,,,
PF18517,0.58,0.57,0.01,1.75
PF18521,,,,
PF18552,,,,
PF18553,,,,
PF18554,,,,
PF18561,0.64,0.62,0.02,3.23
PF18567,0.66,0.67,-0.01,-1.49
PF18568,0.64,0.64,0.00,0.00
PF18569,,,,
PF18574,0.55,0.54,0.01,1.85
PF18577,,,,
PF18580,0.64,0.64,0.00,0.00
PF18581,0.65,0.65,0.00,0.00
PF18584,0.71,0.71,0.00,0.00
PF18587,,,,
PF18589,0.60,0.60,0.00,0.00
PF18594,,,,
PF18597,,,,
PF18606,0.73,0.71,0.02,2.82
PF18608,,,,
PF18611,0.62,0.62,0.00,0.00
PF18613,,,,
PF18617,,,,
PF18619,,,,
PF18633,,,,
PF18635,,,,
PF18658,0.45,0.47,-0.02,-4.26
PF18694,,,,
PF18695,0.45,0.44,0.01,2.27
PF18696,0.64,0.64,0.00,0.00
PF18699,,,,
PF18700,0.78,0.73,0.05,6.85
PF18703,,,,
PF18704,,,,
PF18706,,,,
PF18707,,,,
PF18716,,,,
PF18717,,,,
PF18720,0.69,0.63,0.06,9.52
PF18727,0.58,0.57,0.01,1.75
PF18738,,,,
PF18755,0.57,0.57,0.00,0.00
PF18770,,,,
PF18771,,,,
PF18773,,,,
PF18777,,,,
PF18779,,,,
PF18782,0.59,0.67,-0.08,-11.94
PF18784,,,,
PF18786,0.58,0.58,0.00,0.00
PF18787,,,,
PF18797,0.79,0.78,0.01,1.28
PF18800,,,,
PF18806,,,,
PF18808,0.89,0.89,0.00,0.00
PF18816,,,,
PF18826,,,,
PF18829,0.94,0.93,0.01,1.08
PF18831,,,,
PF18837,,,,
PF18861,0.59,0.59,0.00,0.00
PF18872,0.89,0.86,0.03,3.49
PF18875,0.85,0.85,0.00,0.00
PF18876,0.67,0.67,0.00,0.00
PF18890,,,,
PF18891,,,,
PF18913,0.89,0.89,0.00,0.00
PF18995,0.54,0.55,-0.01,-1.82
PF19016,,,,
