Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF15669,,,,
PF15670,1.71,1.57,0.14,8.92
PF15671,,,,
PF15672,,,,
PF15673,,,,
PF15674,,,,
PF15675,,,,
PF15676,,,,
PF15677,,,,
PF15678,,,,
PF15679,,,,
PF15680,,,,
PF15681,,,,
PF15682,,,,
PF15683,,,,
PF15684,,,,
PF15685,,,,
PF15686,,,,
PF15687,,,,
PF15688,,,,
PF15689,,,,
PF15690,,,,
PF15692,1.93,2.05,-0.12,-5.85
PF15693,,,,
PF15694,,,,
PF15695,4.26,4.25,0.01,0.24
PF15696,1.72,1.72,0.00,0.00
PF15702,,,,
PF15703,-0.25,-0.44,0.19,43.18
PF15705,2.51,2.46,0.05,2.03
PF15706,3.11,2.99,0.12,4.01
PF15707,,,,
PF15708,4.62,4.61,0.01,0.22
PF15709,,,,
PF15710,,,,
PF15711,1.43,1.42,0.01,0.70
PF15712,,,,
PF15713,,,,
PF15715,,,,
PF15717,,,,
PF15718,,,,
PF15721,,,,
PF15722,4.13,3.54,0.59,16.67
PF15724,,,,
PF15725,,,,
PF15726,,,,
PF15727,,,,
PF15728,,,,
PF15730,,,,
PF15732,,,,
PF15733,0.65,0.63,0.02,3.17
PF15734,,,,
PF15735,0.98,0.95,0.03,3.16
PF15736,,,,
PF15737,0.84,0.81,0.03,3.70
PF15739,0.68,0.69,-0.01,-1.45
PF15740,,,,
PF15741,,,,
PF15742,,,,
PF15743,,,,
PF15744,,,,
PF15745,,,,
PF15746,,,,
PF15747,,,,
PF15748,,,,
PF15749,,,,
PF15750,,,,
PF15751,,,,
PF15752,,,,
PF15753,,,,
PF15754,,,,
PF15755,,,,
PF15756,,,,
PF15757,,,,
PF15758,,,,
PF15759,,,,
PF15760,,,,
PF15761,,,,
PF15762,,,,
PF15763,,,,
PF15764,,,,
PF15765,,,,
PF15766,,,,
PF15767,,,,
PF15768,,,,
PF15769,,,,
PF15771,,,,
PF15772,,,,
PF15773,,,,
PF15774,,,,
PF15776,,,,
PF15778,,,,
PF15779,2.32,2.14,0.18,8.41
PF15780,,,,
PF15782,4.28,2.39,1.89,79.08
PF15783,1.05,0.87,0.18,20.69
PF15784,3.50,3.41,0.09,2.64
PF15785,,,,
PF15786,,,,
PF15787,2.00,1.95,0.05,2.56
PF15788,1.25,1.39,-0.14,-10.07
PF15789,,,,
PF15790,4.30,4.30,0.00,0.00
PF15791,2.88,2.88,0.00,0.00
PF15792,,,,
PF15793,,,,
PF15794,,,,
PF15795,,,,
PF15796,3.33,3.27,0.06,1.83
PF15797,,,,
PF15798,,,,
PF15799,,,,
PF15800,,,,
PF15801,,,,
PF15802,,,,
PF15803,,,,
PF15805,,,,
PF15806,,,,
PF15807,0.95,0.95,0.00,0.00
PF15808,3.29,3.36,-0.07,-2.08
PF15809,,,,
PF15810,,,,
PF15811,,,,
PF15812,,,,
PF15813,,,,
PF15814,,,,
PF15815,2.41,2.40,0.01,0.42
PF15816,,,,
PF15817,,,,
PF15818,,,,
PF15819,,,,
PF15820,,,,
PF15821,,,,
PF15822,,,,
PF15823,,,,
PF15824,,,,
PF15825,4.86,4.86,0.00,0.00
PF15826,,,,
PF15829,,,,
PF15830,,,,
PF15831,1.10,1.10,0.00,0.00
PF15832,4.27,4.18,0.09,2.15
PF15833,,,,
PF15834,,,,
PF15835,,,,
PF15836,,,,
PF15838,,,,
PF15839,,,,
PF15841,,,,
PF15842,,,,
PF15843,,,,
PF15844,,,,
PF15845,,,,
PF15846,,,,
PF15847,,,,
PF15848,,,,
PF15849,,,,
PF15851,,3.30,,
PF15852,,,,
PF15854,,,,
PF15855,,,,
PF15858,,,,
PF15859,,,,
PF15862,,,,
PF15865,,,,
PF15870,3.98,3.92,0.06,1.53
PF15871,2.92,2.68,0.24,8.96
PF15872,2.24,2.38,-0.14,-5.88
PF15873,,,,
PF15874,0.99,1.01,-0.02,-1.98
PF15875,,,,
PF15876,,,,
PF15877,,,,
PF15879,,,,
PF15880,,,,
PF15882,,,,
PF15884,,,,
PF15895,,,,
PF15897,,,,
PF15898,3.25,3.24,0.01,0.31
PF15901,2.05,2.07,-0.02,-0.97
PF15902,1.84,1.84,0.00,0.00
PF15903,2.77,2.76,0.01,0.36
PF15904,,,,
PF15905,,,,
PF15906,,,,
PF15907,,,,
PF15908,1.45,1.50,-0.05,-3.33
PF15909,,,,
PF15910,1.44,1.23,0.21,17.07
PF15911,,,,
PF15912,,,,
PF15913,3.50,3.48,0.02,0.57
PF15914,4.58,4.42,0.16,3.62
PF15917,2.90,2.81,0.09,3.20
PF15920,2.23,3.27,-1.04,-31.80
PF15921,,,,
PF15923,,,,
PF15924,,,,
PF15925,,,,
PF15926,,,,
PF15927,,,,
PF15936,1.38,1.26,0.12,9.52
PF15938,,,,
PF15949,1.72,1.54,0.18,11.69
PF15951,2.63,2.56,0.07,2.73
PF15961,,,,
PF15963,,,,
PF15964,,,,
PF15965,3.95,3.95,0.00,0.00
PF15966,,,,
PF15967,,,,
PF15974,3.21,3.21,0.00,0.00
PF15982,,,,
PF15985,1.12,1.26,-0.14,-11.11
PF15990,,,,
PF15991,,,,
PF15996,,,,
PF15997,,,,
PF16000,0.88,0.88,0.00,0.00
PF16002,,,,
PF16004,,,,
PF16005,1.39,1.38,0.01,0.72
PF16006,,,,
PF16014,,,,
PF16015,,,,
PF16016,2.86,2.98,-0.12,-4.03
PF16017,4.38,4.38,0.00,0.00
PF16018,0.35,0.33,0.02,6.06
PF16019,3.45,3.40,0.05,1.47
PF16021,,,,
PF16025,,,,
PF16026,,,,
PF16028,,,,
PF16034,3.38,3.37,0.01,0.30
PF16038,,,,
PF16043,1.53,1.53,0.00,0.00
PF16044,,,,
PF16045,,,,
PF16046,3.97,3.96,0.01,0.25
PF16050,,,,
PF16053,,,,
PF16054,,,,
PF16057,2.22,2.22,0.00,0.00
PF16058,,,,
PF16059,,,,
PF16070,2.98,2.69,0.29,10.78
PF16076,1.50,1.47,0.03,2.04
PF16078,3.88,3.71,0.17,4.58
PF16088,,,,
PF16092,,,,
PF16093,,,,
PF16094,,,,
PF16095,1.74,1.66,0.08,4.82
PF16096,3.03,2.91,0.12,4.12
PF16097,,,,
PF16098,,,,
PF16099,,,,
PF16100,,,,
PF16101,,,,
PF16113,,,,
PF16114,,,,
PF16121,5.01,4.94,0.07,1.42
PF16122,,,,
PF16123,1.66,1.66,0.00,0.00
PF16124,1.46,1.49,-0.03,-2.01
PF16134,,,,
PF16158,1.59,1.59,0.00,0.00
PF16159,3.87,3.87,0.00,0.00
PF16164,,,,
PF16165,2.61,2.61,0.00,0.00
PF16171,,,,
PF16172,2.44,2.40,0.04,1.67
PF16174,0.21,0.17,0.04,23.53
PF16176,2.50,2.50,0.00,0.00
PF16177,1.30,1.27,0.03,2.36
PF16178,1.87,1.85,0.02,1.08
PF16179,1.74,1.72,0.02,1.16
PF16180,,,,
PF16181,,,,
PF16182,1.98,2.06,-0.08,-3.88
PF16183,2.85,2.89,-0.04,-1.38
PF16184,0.97,0.91,0.06,6.59
PF16185,,,,
PF16186,3.11,3.03,0.08,2.64
PF16187,1.45,1.46,-0.01,-0.68
PF16188,2.23,2.30,-0.07,-3.04
PF16189,1.73,1.75,-0.02,-1.14
PF16190,2.72,2.72,0.00,0.00
PF16191,1.58,1.60,-0.02,-1.25
PF16192,0.99,0.92,0.07,7.61
PF16193,,,,
PF16195,,,,
PF16197,,,,
PF16198,,,,
PF16199,,,,
PF16200,,,,
PF16201,,,,
PF16202,,,,
PF16203,,,,
PF16204,,,,
PF16205,,,,
PF16206,,,,
PF16207,1.72,1.74,-0.02,-1.15
PF16208,2.62,2.53,0.09,3.56
PF16209,2.33,2.23,0.10,4.48
PF16210,,,,
PF16211,3.84,3.78,0.06,1.59
PF16212,1.61,1.62,-0.01,-0.62
PF16213,1.49,1.46,0.03,2.05
PF16214,1.27,1.25,0.02,1.60
PF16218,2.31,2.31,0.00,0.00
PF16273,,,,
PF16274,3.84,3.84,0.00,0.00
PF16275,,,,
PF16276,,,,
PF16278,,,,
PF16279,1.95,1.95,0.00,0.00
PF16282,,,,
PF16294,,,,
PF16297,2.02,1.91,0.11,5.76
PF16300,2.98,2.98,0.00,0.00
PF16311,,,,
PF16317,4.11,4.09,0.02,0.49
PF16320,,,,
PF16322,1.11,1.05,0.06,5.71
PF16332,,,,
PF16347,,,,
PF16350,1.11,1.11,0.00,0.00
PF16360,,,,
PF16363,0.72,0.74,-0.02,-2.70
PF16366,4.06,4.06,0.00,0.00
PF16367,3.69,3.69,0.00,0.00
PF16368,,,,
PF16381,3.93,3.93,0.00,0.00
PF16399,,,,
PF16413,,,,
PF16414,1.57,1.56,0.01,0.64
PF16415,,,,
PF16417,,,,
PF16418,,,,
PF16420,,,,
PF16421,2.25,2.24,0.01,0.45
PF16422,4.86,4.84,0.02,0.41
PF16423,5.01,5.01,0.00,0.00
PF16450,1.26,1.27,-0.01,-0.79
PF16453,3.10,3.11,-0.01,-0.32
PF16454,4.08,4.07,0.01,0.25
PF16455,4.91,4.88,0.03,0.61
PF16457,1.74,1.73,0.01,0.58
PF16470,1.58,1.60,-0.02,-1.25
PF16471,3.70,3.76,-0.06,-1.60
PF16474,1.56,1.52,0.04,2.63
PF16482,2.19,1.97,0.22,11.17
PF16484,3.21,3.21,0.00,0.00
PF16486,3.41,3.47,-0.06,-1.73
PF16487,4.90,4.91,-0.01,-0.20
PF16488,3.47,3.47,0.00,0.00
PF16489,0.87,0.99,-0.12,-12.12
PF16491,,,,
PF16492,2.09,2.09,0.00,0.00
PF16493,3.91,3.74,0.17,4.55
PF16494,3.16,3.22,-0.06,-1.86
PF16495,4.36,4.37,-0.01,-0.23
PF16496,4.16,3.67,0.49,13.35
PF16497,1.91,1.87,0.04,2.14
PF16498,3.74,3.76,-0.02,-0.53
PF16499,3.23,3.23,0.00,0.00
PF16500,0.81,0.68,0.13,19.12
PF16501,,,,
PF16503,,,,
PF16507,,,,
PF16508,,,,
PF16511,4.25,4.28,-0.03,-0.70
PF16512,2.57,2.56,0.01,0.39
PF16515,1.65,1.65,0.00,0.00
PF16516,1.31,1.22,0.09,7.38
PF16517,1.90,1.90,0.00,0.00
PF16519,2.60,2.60,0.00,0.00
PF16521,,,,
PF16523,,,,
PF16526,2.37,2.35,0.02,0.85
PF16528,,,,
PF16529,,,,
PF16531,,,,
PF16533,4.21,4.21,0.00,0.00
PF16534,4.31,4.31,0.00,0.00
PF16540,,,,
PF16543,,,,
PF16544,,,,
PF16545,3.17,3.17,0.00,0.00
PF16546,2.67,2.61,0.06,2.30
PF16550,,,,
PF16551,,,,
PF16553,2.67,2.66,0.01,0.38
PF16556,1.13,1.09,0.04,3.67
PF16557,4.63,4.63,0.00,0.00
PF16558,,,,
PF16559,3.27,3.27,0.00,0.00
PF16561,4.78,4.75,0.03,0.63
PF16562,3.56,3.56,0.00,0.00
PF16563,3.48,3.48,0.00,0.00
PF16564,3.16,3.16,0.00,0.00
PF16565,,,,
PF16566,3.57,3.57,0.00,0.00
PF16568,3.55,3.55,0.00,0.00
PF16573,,,,
PF16574,,,,
PF16575,0.99,0.99,0.00,0.00
PF16577,,,,
PF16578,1.35,1.35,0.00,0.00
PF16579,4.25,4.23,0.02,0.47
PF16589,0.72,0.62,0.10,16.13
PF16597,1.64,1.64,0.00,0.00
PF16598,,,,
PF16599,,,,
PF16600,1.79,1.79,0.00,0.00
PF16601,,,,
PF16602,,,,
PF16605,,,,
PF16606,,,,
PF16607,,,,
PF16608,2.38,2.43,-0.05,-2.06
PF16609,2.71,2.67,0.04,1.50
PF16610,,,,
PF16611,,,,
PF16612,,,,
PF16613,,,,
PF16614,4.10,4.10,0.00,0.00
PF16615,1.09,1.09,0.00,0.00
PF16616,1.34,1.34,0.00,0.00
PF16617,,,,
PF16618,,,,
PF16619,2.62,2.64,-0.02,-0.76
PF16620,,,,
PF16621,5.01,4.95,0.06,1.21
PF16622,2.76,2.70,0.06,2.22
PF16623,,,,
PF16624,,,,
PF16625,,,,
PF16626,,,,
PF16629,1.47,1.48,-0.01,-0.68
PF16630,,,,
PF16631,,,,
PF16632,2.72,2.72,0.00,0.00
PF16633,,,,
PF16634,,,,
PF16635,,,,
PF16636,,,,
PF16637,,,,
PF16641,2.82,2.82,0.00,0.00
PF16642,,,,
PF16644,1.53,1.46,0.07,4.79
PF16646,2.37,2.40,-0.03,-1.25
PF16647,,,,
PF16648,,,,
PF16649,,,,
PF16650,,,,
PF16652,4.31,4.33,-0.02,-0.46
PF16653,,,,
PF16656,,,,
PF16660,,,,
PF16661,1.10,0.95,0.15,15.79
PF16662,,2.71,,
PF16663,1.17,1.17,0.00,0.00
PF16664,1.89,1.60,0.29,18.12
PF16665,1.86,1.82,0.04,2.20
PF16666,,,,
PF16667,,,,
PF16669,,,,
PF16672,,,,
PF16673,1.47,1.47,0.00,0.00
PF16674,2.34,2.33,0.01,0.43
PF16675,2.14,2.09,0.05,2.39
PF16676,3.59,3.54,0.05,1.41
PF16678,,,,
PF16679,,,,
PF16680,1.99,1.99,0.00,0.00
PF16681,,,,
PF16682,,,,
PF16685,,,,
PF16686,,,,
PF16687,,,,
PF16689,3.69,3.69,0.00,0.00
PF16690,,,,
PF16692,,,,
PF16696,,,,
PF16698,,,,
PF16699,,,,
PF16700,,,,
PF16704,4.70,4.67,0.03,0.64
PF16705,,,,
PF16706,,,,
PF16716,,,,
PF16717,,,,
PF16725,,,,
PF16726,,,,
PF16727,,,,
PF16735,,,,
PF16737,,,,
PF16739,0.75,0.92,-0.17,-18.48
PF16740,,,,
PF16741,1.93,1.93,0.00,0.00
PF16742,,,,
PF16744,,,,
PF16746,1.22,1.21,0.01,0.83
PF16748,,,,
PF16752,,,,
PF16756,,,,
PF16757,2.04,2.01,0.03,1.49
PF16759,,,,
PF16764,,,,
PF16766,,,,
PF16768,,,,
PF16769,,,,
PF16770,1.02,0.96,0.06,6.25
PF16772,,,,
PF16776,,,,
PF16780,,,,
PF16783,,,,
PF16788,0.61,0.61,0.00,0.00
PF16791,,,,
PF16794,3.32,3.32,0.00,0.00
PF16799,,,,
PF16801,,,,
PF16808,,,,
PF16832,,,,
PF16833,,,,
PF16835,,,,
PF16837,,,,
PF16840,,,,
PF16858,,,,
PF16860,,,,
PF16866,4.13,4.10,0.03,0.73
PF16869,,,,
PF16870,2.60,2.60,0.00,0.00
PF16876,3.56,3.56,0.00,0.00
PF16878,2.88,2.86,0.02,0.70
PF16879,2.99,2.96,0.03,1.01
PF16880,3.32,3.27,0.05,1.53
PF16881,,,,
PF16884,1.38,1.36,0.02,1.47
PF16885,1.96,1.85,0.11,5.95
PF16886,,,,
PF16891,3.89,3.89,0.00,0.00
PF16897,2.54,2.54,0.00,0.00
PF16898,4.45,4.45,0.00,0.00
PF16899,,,,
PF16900,,,,
PF16901,,,,
PF16905,3.87,3.87,0.00,0.00
PF16906,5.05,5.05,0.00,0.00
PF16907,2.26,2.20,0.06,2.73
PF16920,2.17,2.17,0.00,0.00
PF16921,,,,
PF16922,,,,
PF16923,,,,
PF16953,,,,
PF16954,0.60,0.54,0.06,11.11
PF16959,2.41,2.41,0.00,0.00
PF16969,,,,
PF16975,3.13,3.10,0.03,0.97
PF16978,,,,
PF16979,,,,
PF17004,,,,
PF17035,4.69,4.65,0.04,0.86
PF17039,2.91,2.91,0.00,0.00
PF17045,1.67,1.67,0.00,0.00
PF17047,3.20,3.20,0.00,0.00
PF17048,5.40,5.40,0.00,0.00
PF17054,2.13,2.10,0.03,1.43
PF17061,,,,
PF17065,,,,
PF17066,,,,
PF17069,1.49,1.42,0.07,4.93
PF17085,,,,
PF17095,2.99,2.81,0.18,6.41
PF17098,,,,
PF17101,,,,
PF17102,,,,
PF17103,,,,
PF17105,3.05,2.95,0.10,3.39
PF17120,,,,
PF17121,,,,
PF17135,,,,
PF17136,,,,
PF17144,,,,
PF17146,,,,
PF17169,,,,
PF17171,1.76,1.75,0.01,0.57
PF17172,,,,
PF17180,,,,
PF17205,2.59,2.56,0.03,1.17
PF17207,1.37,1.35,0.02,1.48
PF17208,1.06,1.06,0.00,0.00
PF17211,,,,
PF17213,,,,
PF17215,1.35,1.54,-0.19,-12.34
PF17216,1.49,1.68,-0.19,-11.31
PF17217,2.53,2.42,0.11,4.55
PF17218,2.73,2.58,0.15,5.81
PF17219,4.21,4.21,0.00,0.00
PF17221,,,,
PF17226,2.49,2.12,0.37,17.45
PF17229,5.05,5.05,0.00,0.00
PF17256,,,,
PF17284,1.64,1.64,0.00,0.00
PF17285,,,,
PF17286,,,,
PF17291,3.41,3.38,0.03,0.89
PF17292,,,,
PF17297,4.05,4.05,0.00,0.00
PF17307,,,,
PF17333,,,,
PF17387,,,,
PF17391,,,,
PF17392,,,,
PF17403,,,,
PF17404,,,,
PF17405,,,,
PF17406,,,,
PF17407,,,,
PF17408,,,,
PF17450,0.53,0.46,0.07,15.22
PF17489,,,,
PF17490,2.28,2.28,0.00,0.00
PF17517,,,,
PF17653,,,,
PF17654,2.67,2.69,-0.02,-0.74
PF17655,2.62,2.61,0.01,0.38
PF17658,,,,
PF17659,,,,
PF17661,0.85,0.83,0.02,2.41
PF17662,,,,
PF17663,,,,
PF17664,,,,
PF17665,,,,
PF17666,,,,
PF17669,,,,
PF17671,,,,
PF17672,,,,
PF17673,,,,
PF17674,0.91,1.09,-0.18,-16.51
PF17675,2.90,2.92,-0.02,-0.68
PF17677,0.34,0.77,-0.43,-55.84
PF17681,0.63,0.61,0.02,3.28
PF17682,,,,
PF17683,,,,
PF17685,,,,
PF17686,,,,
PF17688,,,,
PF17690,,,,
PF17692,,,,
PF17694,,,,
PF17695,,,,
PF17697,,,,
PF17698,,,,
PF17699,,,,
PF17701,,,,
PF17702,,,,
PF17703,,,,
PF17704,,,,
PF17706,,,,
PF17707,,,,
PF17708,0.71,0.70,0.01,1.43
PF17710,,,,
PF17711,,,,
PF17712,,,,
PF17713,,,,
PF17714,,,,
PF17717,,,,
PF17718,,,,
PF17719,,,,
PF17722,,,,
PF17724,,,,
PF17725,4.18,4.18,0.00,0.00
PF17729,,,,
PF17730,,,,
PF17732,,,,
PF17734,3.04,2.50,0.54,21.60
PF17736,0.80,0.69,0.11,15.94
PF17737,,,,
PF17738,,,,
PF17739,,,,
PF17740,,,,
PF17741,,,,
PF17742,,,,
PF17743,,,,
PF17744,,,,
PF17745,,,,
PF17749,,,,
PF17751,1.54,1.53,0.01,0.65
PF17753,,,,
PF17756,,,,
PF17759,,,,
PF17763,,,,
PF17767,,,,
PF17771,2.51,2.50,0.01,0.40
PF17772,3.31,3.31,0.00,0.00
PF17773,,,,
PF17776,0.93,0.93,0.00,0.00
PF17777,2.41,2.41,0.00,0.00
PF17778,,,,
PF17779,1.24,1.23,0.01,0.81
PF17780,2.23,2.21,0.02,0.90
PF17781,,,,
PF17786,,,,
PF17787,2.03,2.03,0.00,0.00
PF17789,0.86,0.83,0.03,3.61
PF17790,0.59,0.59,0.00,0.00
PF17791,1.60,1.49,0.11,7.38
PF17793,4.34,4.34,0.00,0.00
PF17794,1.90,1.90,0.00,0.00
PF17795,,,,
PF17796,,,,
PF17797,,,,
PF17798,,,,
PF17799,,,,
PF17802,5.10,5.10,0.00,0.00
PF17807,4.19,4.21,-0.02,-0.48
PF17809,3.63,3.63,0.00,0.00
PF17811,2.74,2.60,0.14,5.38
PF17812,,,,
PF17813,,,,
PF17814,1.58,1.58,0.00,0.00
PF17817,3.50,3.50,0.00,0.00
PF17818,2.00,1.38,0.62,44.93
PF17819,,,,
PF17820,1.76,1.66,0.10,6.02
PF17821,,,,
PF17822,,,,
PF17823,,,,
PF17824,,,,
PF17825,,,,
PF17826,5.10,5.10,0.00,0.00
PF17827,,,,
PF17830,1.96,1.95,0.01,0.51
PF17832,1.05,1.05,0.00,0.00
PF17833,,,,
PF17835,,,,
PF17838,2.30,2.23,0.07,3.14
PF17840,2.00,2.00,0.00,0.00
PF17846,1.86,1.86,0.00,0.00
PF17848,,,,
PF17849,1.90,1.87,0.03,1.60
PF17852,1.07,0.97,0.10,10.31
PF17855,1.34,1.33,0.01,0.75
PF17856,1.79,1.79,0.00,0.00
PF17857,2.17,2.04,0.13,6.37
PF17862,1.65,1.63,0.02,1.23
PF17865,,,,
PF17867,0.28,0.32,-0.04,-12.50
PF17869,,,,
PF17870,,,,
PF17872,,,,
PF17875,,,,
PF17877,,,,
PF17887,2.22,2.15,0.07,3.26
PF17888,1.69,1.63,0.06,3.68
PF17889,0.43,0.43,0.00,0.00
PF17900,1.34,1.27,0.07,5.51
PF17902,2.06,2.06,0.00,0.00
PF17903,,,,
PF17904,3.09,3.09,0.00,0.00
PF17906,1.20,1.20,0.00,0.00
PF17907,3.32,3.28,0.04,1.22
PF17908,,,,
PF17913,1.89,1.48,0.41,27.70
PF17916,5.14,5.14,0.00,0.00
PF17919,0.86,0.91,-0.05,-5.49
PF17921,1.50,1.46,0.04,2.74
PF17927,,,,
PF17942,2.48,2.26,0.22,9.73
PF17949,,,,
PF17950,,,,
PF17956,,,,
PF17958,2.24,2.18,0.06,2.75
PF17959,3.89,3.82,0.07,1.83
PF17960,1.42,1.41,0.01,0.71
PF17968,,,,
PF17971,1.82,1.75,0.07,4.00
PF17976,,,,
PF17978,,,,
PF17979,,,,
PF17980,2.82,2.82,0.00,0.00
PF17981,,,,
PF17982,3.61,3.61,0.00,0.00
PF17988,2.46,2.46,0.00,0.00
PF18001,,,,
PF18004,,,,
PF18005,,,,
PF18012,2.51,2.47,0.04,1.62
PF18016,2.04,2.00,0.04,2.00
PF18017,,,,
PF18018,,,,
PF18020,2.01,1.97,0.04,2.03
PF18026,,,,
PF18027,2.36,2.17,0.19,8.76
PF18028,,,,
PF18031,1.93,1.98,-0.05,-2.53
PF18035,2.13,2.47,-0.34,-13.77
PF18036,,,,
PF18037,,,,
PF18038,2.11,2.11,0.00,0.00
PF18039,2.71,2.71,0.00,0.00
PF18044,3.29,3.24,0.05,1.54
PF18048,,,,
PF18049,,,,
PF18051,,,,
PF18055,,,,
PF18072,,,,
PF18076,,,,
PF18077,,,,
PF18084,,,,
PF18086,4.21,4.21,0.00,0.00
PF18091,,,,
PF18097,,,,
PF18098,,,,
PF18100,3.58,3.59,-0.01,-0.28
PF18101,,,,
PF18102,3.13,3.13,0.00,0.00
PF18104,1.88,1.88,0.00,0.00
PF18108,2.10,2.06,0.04,1.94
PF18109,2.12,2.12,0.00,0.00
PF18110,,,,
PF18111,2.12,2.12,0.00,0.00
PF18112,3.09,3.09,0.00,0.00
PF18114,,,,
PF18115,,,,
PF18116,2.06,2.06,0.00,0.00
PF18118,2.20,2.25,-0.05,-2.22
PF18119,1.81,1.81,0.00,0.00
PF18121,,,,
PF18122,,,,
PF18124,3.84,3.86,-0.02,-0.52
PF18127,,,,
PF18129,,,,
PF18130,,,,
PF18131,,,,
PF18136,,,,
PF18137,,,,
PF18139,2.26,2.23,0.03,1.35
PF18140,,,,
PF18141,,,,
PF18147,,,,
PF18148,2.91,2.89,0.02,0.69
PF18149,,,,
PF18150,3.65,3.66,-0.01,-0.27
PF18151,0.77,0.77,0.00,0.00
PF18162,,,,
PF18190,,,,
PF18192,,,,
PF18193,4.69,4.69,0.00,0.00
PF18198,2.28,2.28,0.00,0.00
PF18199,1.41,1.39,0.02,1.44
PF18201,1.01,0.93,0.08,8.60
PF18207,,,,
PF18210,,,,
PF18212,2.23,2.23,0.00,0.00
PF18253,4.99,4.99,0.00,0.00
PF18256,,,,
PF18262,,,,
PF18263,,,,
PF18264,6.00,6.00,0.00,0.00
PF18265,,,,
PF18266,,,,
PF18267,,,,
PF18278,,,,
PF18279,,,,
PF18282,,,,
PF18289,,,,
PF18290,,,,
PF18292,0.53,0.50,0.03,6.00
PF18293,2.53,2.53,0.00,0.00
PF18295,,,,
PF18296,3.28,2.97,0.31,10.44
PF18300,,,,
PF18307,,,,
PF18308,3.64,3.64,0.00,0.00
PF18323,,,,
PF18326,,,,
PF18332,,,,
PF18334,,,,
PF18336,4.65,4.65,0.00,0.00
PF18345,3.11,3.11,0.00,0.00
PF18346,2.18,2.17,0.01,0.46
PF18358,,,,
PF18359,,,,
PF18360,4.37,4.37,0.00,0.00
PF18362,3.20,3.18,0.02,0.63
PF18366,4.28,4.22,0.06,1.42
PF18371,2.30,2.30,0.00,0.00
PF18372,3.18,3.18,0.00,0.00
PF18373,1.86,1.86,0.00,0.00
PF18375,3.33,3.33,0.00,0.00
PF18376,,,,
PF18377,1.61,1.60,0.01,0.63
PF18379,2.27,2.21,0.06,2.71
PF18382,2.83,2.95,-0.12,-4.07
PF18383,,,,
PF18384,5.42,5.42,0.00,0.00
PF18385,3.82,3.82,0.00,0.00
PF18386,4.54,4.54,0.00,0.00
PF18387,2.78,2.76,0.02,0.72
PF18391,,,,
PF18392,3.10,3.10,0.00,0.00
PF18394,1.09,1.09,0.00,0.00
PF18396,2.46,2.32,0.14,6.03
PF18397,2.44,2.44,0.00,0.00
PF18400,2.74,2.75,-0.01,-0.36
PF18401,2.91,2.88,0.03,1.04
PF18402,2.55,2.56,-0.01,-0.39
PF18403,2.34,2.25,0.09,4.00
PF18404,4.78,4.78,0.00,0.00
PF18408,4.19,4.19,0.00,0.00
PF18409,,,,
PF18410,1.67,1.57,0.10,6.37
PF18411,3.69,3.69,0.00,0.00
PF18414,3.65,3.65,0.00,0.00
PF18418,,,,
PF18420,,,,
PF18422,,,,
PF18424,,,,
PF18428,,,,
PF18432,,,,
PF18434,,,,
PF18436,4.21,4.21,0.00,0.00
PF18437,,,,
PF18439,,,,
PF18440,,,,
PF18442,,,,
PF18445,,,,
PF18447,,,,
PF18450,,,,
PF18452,1.18,1.14,0.04,3.51
PF18453,,,,
PF18455,,,,
PF18459,,,,
PF18461,,,,
PF18463,,,,
PF18464,,,,
PF18474,,,,
PF18479,,,,
PF18485,,,,
PF18486,,,,
PF18487,,,,
PF18503,,,,
PF18517,0.44,0.43,0.01,2.33
PF18521,,,,
PF18552,,,,
PF18553,,,,
PF18554,,,,
PF18561,2.71,2.55,0.16,6.27
PF18567,1.66,1.75,-0.09,-5.14
PF18568,2.21,2.23,-0.02,-0.90
PF18569,,,,
PF18574,1.77,1.77,0.00,0.00
PF18577,,,,
PF18580,1.14,1.14,0.00,0.00
PF18581,1.35,1.33,0.02,1.50
PF18584,2.37,2.37,0.00,0.00
PF18587,,,,
PF18589,0.34,0.31,0.03,9.68
PF18594,,,,
PF18597,,,,
PF18606,2.62,2.61,0.01,0.38
PF18608,,,,
PF18611,1.04,1.04,0.00,0.00
PF18613,,,,
PF18617,,,,
PF18619,,,,
PF18633,,,,
PF18635,,,,
PF18658,1.56,1.51,0.05,3.31
PF18694,,,,
PF18695,0.79,0.82,-0.03,-3.66
PF18696,1.28,1.28,0.00,0.00
PF18699,,,,
PF18700,3.95,3.87,0.08,2.07
PF18703,,,,
PF18704,,,,
PF18706,,,,
PF18707,,,,
PF18716,,,,
PF18717,,,,
PF18720,3.92,4.14,-0.22,-5.31
PF18727,2.57,2.52,0.05,1.98
PF18738,,,,
PF18755,0.75,0.68,0.07,10.29
PF18770,,,,
PF18771,,,,
PF18773,,,,
PF18777,,,,
PF18779,,,,
PF18782,2.64,3.07,-0.43,-14.01
PF18784,,,,
PF18786,0.38,0.38,0.00,0.00
PF18787,,,,
PF18797,3.42,3.33,0.09,2.70
PF18800,,,,
PF18806,,,,
PF18808,4.31,4.20,0.11,2.62
PF18816,,,,
PF18826,,,,
PF18829,4.51,4.51,0.00,0.00
PF18831,,,,
PF18837,,,,
PF18861,0.66,0.67,-0.01,-1.49
PF18872,4.64,4.64,0.00,0.00
PF18875,3.55,3.55,0.00,0.00
