Pfam_code,HMMER_conservation,HMMER_blosum,HMMER_gaps,FULL_conservation,FULL_blosum,FULL_gaps
PF11510,1.00,,0.00,1.00,,0.00
PF11515,0.74,2.91,0.03,0.74,2.85,0.03
PF11521,1.00,,0.00,1.00,,0.00
PF11527,0.64,1.05,0.02,0.64,1.05,0.02
PF11531,1.00,,0.00,1.00,,0.00
PF11532,1.00,,0.00,1.00,,0.00
PF11538,1.00,,0.00,1.00,,0.00
PF11540,0.82,4.19,0.06,0.82,3.5,0.02
PF11543,1.00,,0.00,1.00,,0.00
PF11547,1.00,,0.00,1.00,,0.00
PF11548,0.71,2.01,0.01,0.71,1.98,0.01
PF11555,1.00,,0.00,1.00,,0.00
PF11559,1.00,,0.00,1.00,,0.00
PF11560,1.00,,0.00,1.00,,0.00
PF11566,0.58,0.61,0.07,0.58,0.5,0.05
PF11568,1.00,,0.00,1.00,,0.00
PF11569,0.53,2.32,0.23,0.53,2.22,0.21
PF11571,1.00,,0.00,1.00,,0.00
PF11573,1.00,,0.00,1.00,,0.00
PF11577,0.64,1.32,0.00,0.64,1.36,0.01
PF11587,1.00,,0.00,1.00,,0.00
PF11594,1.00,,0.00,1.00,,0.00
PF11598,0.67,2.57,0.03,0.67,2.57,0.03
PF11600,1.00,,0.00,1.00,,0.00
PF11601,0.85,4.44,0.01,0.88,4.58,0.00
PF11605,1.00,,0.00,1.00,,0.00
PF11608,1.00,,0.00,1.00,,0.00
PF11616,0.75,3.07,0.00,0.75,3.07,0.00
PF11618,0.73,2.58,0.01,0.73,2.51,0.00
PF11620,1.00,,0.00,1.00,,0.00
PF11626,1.00,,0.00,1.00,,0.00
PF11627,1.00,5.76,0.00,1.00,5.76,0.00
PF11628,0.76,3.52,0.03,0.76,3.3,0.02
PF11629,0.83,3.58,0.00,0.83,3.58,0.00
PF11635,1.00,,0.00,1.00,,0.00
PF11636,1.00,,0.00,1.00,,0.00
PF11640,1.00,,0.00,1.00,,0.00
PF11648,0.67,2.05,0.03,0.67,2.03,0.02
PF11652,0.69,2.43,0.06,0.71,2.53,0.06
PF11669,0.63,1.99,0.02,0.62,1.97,0.03
PF11698,1.00,,0.00,1.00,,0.00
PF11699,1.00,,0.00,1.00,,0.00
PF11701,0.81,3.15,0.01,0.79,2.91,0.01
PF11704,0.56,0.68,0.25,0.55,0.61,0.24
PF11705,0.68,1.85,0.04,0.68,1.81,0.03
PF11707,1.00,,0.00,1.00,,0.00
PF11708,1.00,,0.00,1.00,,0.00
PF11715,1.00,,0.00,1.00,,0.00
PF11717,0.51,1.74,0.11,0.52,1.76,0.09
PF11718,1.00,,0.00,1.00,,0.00
PF11719,1.00,,0.00,1.00,,0.00
PF11721,1.00,,0.00,1.00,,0.00
PF11722,1.00,,0.00,1.00,,0.00
PF11732,1.00,,0.00,1.00,,0.00
PF11759,0.66,3.48,0.13,0.66,3.66,0.16
PF11764,0.75,2.81,0.05,0.73,3.12,0.12
PF11768,1.00,,0.00,1.00,,0.00
PF11770,1.00,,0.00,1.00,,0.00
PF11771,1.00,,0.00,1.00,,0.00
PF11779,0.73,3.02,0.02,0.73,3.06,0.02
PF11781,1.00,,0.00,1.00,,0.00
PF11788,1.00,,0.00,1.00,,0.00
PF11789,1.00,,0.00,1.00,,0.00
PF11793,1.00,,0.00,1.00,,0.00
PF11798,1.00,,0.00,1.00,,0.00
PF11799,0.42,0.51,0.12,0.43,0.52,0.07
PF11802,1.00,,0.00,1.00,,0.00
PF11803,1.00,,0.00,1.00,,0.00
PF11816,1.00,,0.00,1.00,,0.00
PF11817,1.00,,0.00,1.00,,0.00
PF11819,0.64,2.05,0.02,0.64,2.02,0.02
PF11825,0.66,1.55,0.04,0.66,1.55,0.04
PF11830,0.78,3.04,0.06,0.78,3.04,0.06
PF11831,1.00,,0.00,1.00,,0.00
PF11834,1.00,,0.00,1.00,,0.00
PF11835,0.64,2.72,0.07,0.63,2.66,0.06
PF11838,0.47,1.22,0.02,0.48,1.24,0.01
PF11841,0.72,2.56,0.00,0.72,2.56,0.00
PF11851,0.55,1.55,0.08,0.56,1.59,0.07
PF11857,0.62,2.05,0.05,0.62,1.99,0.04
PF11861,1.00,,0.00,1.00,,0.00
PF11864,1.00,,0.00,1.00,,0.00
PF11865,1.00,,0.00,1.00,,0.00
PF11875,1.00,,0.00,1.00,,0.00
PF11878,0.54,1.81,0.03,0.54,1.8,0.03
PF11879,0.76,3.09,0.01,0.75,2.98,0.00
PF11881,0.61,1.53,0.04,0.61,1.51,0.05
PF11882,0.46,4.96,0.52,0.43,4.72,0.54
PF11894,1.00,,0.00,1.00,,0.00
PF11904,0.63,2.38,0.07,0.64,2.45,0.08
PF11911,1.00,,0.00,1.00,,0.00
PF11914,1.00,,0.00,0.59,4.89,0.40
PF11916,1.00,,0.00,1.00,,0.00
PF11918,0.48,0.9,0.09,0.48,0.87,0.09
PF11919,1.00,,0.00,1.00,,0.00
PF11923,1.00,,0.00,1.00,,0.00
PF11928,0.54,1.56,0.10,0.54,1.57,0.10
PF11931,1.00,,0.00,1.00,,0.00
PF11933,0.72,2.81,0.05,0.72,2.81,0.05
PF11934,0.63,1.99,0.07,0.64,2.0,0.06
PF11935,1.00,,0.00,1.00,,0.00
PF11938,0.35,1.15,0.30,0.35,1.13,0.30
PF11942,1.00,,0.00,1.00,,0.00
PF11945,0.93,4.99,0.06,0.93,4.98,0.06
PF11952,0.74,2.84,0.01,0.74,2.84,0.01
PF11956,0.72,2.01,0.02,0.72,1.99,0.02
PF11957,1.00,,0.00,1.00,,0.00
PF11968,1.00,,0.00,1.00,,0.00
PF11969,0.51,1.1,0.08,0.51,0.98,0.06
PF11971,0.72,3.05,0.02,0.72,3.06,0.02
PF11976,0.71,2.92,0.01,0.71,2.91,0.01
PF11977,0.75,3.35,0.01,0.74,3.34,0.01
PF11978,1.00,,0.00,1.00,,0.00
PF11979,0.79,3.07,0.01,0.79,3.07,0.01
PF11980,0.81,3.19,0.01,0.81,3.1,0.01
PF11987,0.62,0.83,0.06,0.62,0.8,0.04
PF12001,0.71,2.97,0.03,0.70,2.93,0.02
PF12002,1.00,,0.00,1.00,,0.00
PF12004,0.61,1.54,0.04,0.61,1.51,0.04
PF12009,1.00,,0.00,1.00,,0.00
PF12012,0.59,1.98,0.03,0.60,2.02,0.03
PF12014,1.00,,0.00,1.00,,0.00
PF12016,1.00,,0.00,1.00,,0.00
PF12017,1.00,,0.00,1.00,,0.00
PF12018,1.00,,0.00,1.00,,0.00
PF12020,0.81,4.05,0.01,0.82,4.04,0.00
PF12022,1.00,,0.00,1.00,,0.00
PF12024,0.63,1.28,0.03,0.63,1.26,0.03
PF12026,0.57,1.71,0.07,0.56,1.68,0.09
PF12030,0.67,3.66,0.25,0.67,2.08,0.10
PF12031,0.90,4.36,0.00,0.90,4.36,0.00
PF12036,0.65,2.26,0.01,0.65,2.2,0.00
PF12037,0.75,4.45,0.23,0.56,4.38,0.42
PF12045,0.50,2.53,0.29,0.51,2.48,0.29
PF12047,1.00,,0.00,1.00,,0.00
PF12052,0.88,3.96,0.00,0.88,3.96,0.00
PF12053,0.80,3.43,0.00,0.80,3.43,0.00
PF12054,1.00,,0.00,1.00,,0.00
PF12057,1.00,,0.00,1.00,,0.00
PF12062,0.90,4.74,0.00,0.85,4.19,0.00
PF12063,0.78,2.62,0.00,0.80,2.98,0.02
PF12066,1.00,,0.00,1.00,,0.00
PF12067,0.61,2.5,0.13,0.62,2.13,0.08
PF12068,0.55,1.4,0.06,0.52,1.43,0.11
PF12070,1.00,,0.00,1.00,,0.00
PF12075,0.79,3.84,0.00,0.79,3.84,0.00
PF12090,0.88,4.02,0.01,0.87,4.02,0.02
PF12104,1.00,,0.00,1.00,,0.00
PF12108,1.00,,0.00,1.00,,0.00
PF12109,1.00,,0.00,1.00,,0.00
PF12110,1.00,,0.00,1.00,,0.00
PF12114,0.62,2.22,0.11,0.63,2.1,0.08
PF12125,0.97,5.44,0.00,0.97,5.44,0.00
PF12126,1.00,,0.00,1.00,,0.00
PF12129,0.83,3.87,0.04,0.83,3.78,0.03
PF12130,0.53,1.69,0.06,0.54,1.63,0.05
PF12134,1.00,,0.00,1.00,,0.00
PF12140,0.59,2.02,0.01,0.59,2.01,0.01
PF12144,0.67,1.63,0.03,0.66,1.63,0.04
PF12145,0.79,3.08,0.02,0.79,3.04,0.02
PF12146,0.41,1.62,0.42,0.41,1.58,0.42
PF12148,0.78,3.16,0.01,0.78,3.16,0.01
PF12153,1.00,,0.00,1.00,,0.00
PF12157,0.98,5.23,0.00,0.98,5.23,0.00
PF12160,1.00,,0.00,1.00,,0.00
PF12162,1.00,,0.00,1.00,,0.00
PF12166,0.75,2.67,0.02,0.79,3.2,0.02
PF12171,0.47,1.87,0.05,0.46,1.84,0.05
PF12177,1.00,,0.00,1.00,,0.00
PF12178,1.00,,0.00,1.00,,0.00
PF12179,0.68,1.62,0.00,0.68,1.62,0.00
PF12180,0.63,1.3,0.01,0.63,1.3,0.01
PF12185,0.70,2.24,0.03,0.69,2.11,0.03
PF12188,1.00,,0.00,1.00,,0.00
PF12191,1.00,,0.00,1.00,,0.00
PF12196,1.00,,0.00,1.00,,0.00
PF12201,1.00,,0.00,1.00,,0.00
PF12202,0.61,2.07,0.03,0.61,2.09,0.03
PF12203,0.82,3.66,0.02,0.82,3.69,0.02
PF12205,0.89,4.07,0.00,0.89,4.07,0.00
PF12210,1.00,,0.00,1.00,,0.00
PF12213,1.00,,0.00,1.00,,0.00
PF12214,1.00,,0.00,0.50,,0.50
PF12215,1.00,,0.00,1.00,,0.00
PF12220,1.00,,0.00,1.00,,0.00
PF12230,1.00,,0.00,1.00,,0.00
PF12231,1.00,,0.00,1.00,,0.00
PF12232,0.68,1.67,0.03,0.68,1.75,0.03
PF12234,0.40,3.66,0.52,0.41,3.61,0.52
PF12235,0.62,2.53,0.17,0.51,2.85,0.33
PF12237,1.00,,0.00,1.00,,0.00
PF12240,0.80,3.19,0.01,0.79,3.17,0.01
PF12248,1.00,,0.00,1.00,,0.00
PF12251,1.00,,0.00,1.00,,0.00
PF12253,1.00,,0.00,1.00,,0.00
PF12254,1.00,,0.00,1.00,,0.00
PF12257,1.00,,0.00,1.00,,0.00
PF12258,1.00,,0.00,1.00,,0.00
PF12260,0.43,0.92,0.09,0.44,0.9,0.07
PF12265,0.67,1.94,0.03,0.67,2.21,0.07
PF12269,1.00,,0.00,1.00,,0.00
PF12280,0.68,1.89,0.04,0.68,1.73,0.03
PF12284,0.49,1.86,0.25,0.49,1.84,0.23
PF12287,0.68,1.96,0.04,0.68,1.96,0.04
PF12295,1.00,,0.00,1.00,,0.00
PF12297,1.00,,0.00,1.00,,0.00
PF12301,0.43,1.49,0.33,0.41,1.48,0.35
PF12304,0.68,1.81,0.02,0.68,1.75,0.01
PF12308,0.78,3.4,0.02,0.78,3.39,0.01
PF12309,1.00,,0.00,1.00,,0.00
PF12310,0.64,1.83,0.04,0.63,1.82,0.04
PF12316,0.70,3.0,0.06,0.54,2.96,0.27
PF12317,1.00,,0.00,1.00,,0.00
PF12325,1.00,,0.00,1.00,,0.00
PF12328,1.00,,0.00,1.00,,0.00
PF12329,1.00,,0.00,1.00,,0.00
PF12330,1.00,,0.00,1.00,,0.00
PF12333,1.00,,0.00,1.00,,0.00
PF12335,0.81,3.35,0.01,0.81,3.35,0.01
PF12336,0.56,3.02,0.23,0.57,2.72,0.20
PF12341,1.00,,0.00,1.00,,0.00
PF12346,1.00,,0.00,1.00,,0.00
PF12347,0.52,1.27,0.03,0.50,1.29,0.07
PF12348,0.50,1.11,0.13,0.44,0.74,0.15
PF12349,0.52,1.44,0.04,0.52,1.4,0.03
PF12352,0.48,0.77,0.02,0.49,0.74,0.02
PF12353,1.00,,0.00,1.00,,0.00
PF12356,1.00,,0.00,1.00,,0.00
PF12360,0.81,3.7,0.05,0.80,3.7,0.06
PF12366,1.00,,0.00,1.00,,0.00
PF12368,1.00,,0.00,1.00,,0.00
PF12369,1.00,,0.00,1.00,,0.00
PF12371,0.68,1.8,0.01,0.68,1.78,0.01
PF12372,1.00,,0.00,1.00,,0.00
PF12374,1.00,,0.00,1.00,,0.00
PF12394,0.81,3.33,0.00,0.81,3.33,0.00
PF12397,1.00,,0.00,1.00,,0.00
PF12400,1.00,,0.00,1.00,,0.00
PF12402,0.78,3.25,0.04,0.78,3.25,0.04
PF12403,0.76,3.3,0.02,0.76,3.24,0.02
PF12409,0.53,1.33,0.04,0.54,1.31,0.03
PF12413,0.64,2.18,0.05,0.63,2.05,0.05
PF12414,0.87,4.43,0.04,0.87,4.43,0.04
PF12416,1.00,,0.00,1.00,,0.00
PF12422,1.00,,0.00,1.00,,0.00
PF12423,0.53,1.59,0.06,0.53,1.54,0.06
PF12424,0.76,3.47,0.08,0.75,3.41,0.08
PF12430,1.00,5.07,0.00,1.00,5.08,0.00
PF12432,1.00,,0.00,1.00,,0.00
PF12436,1.00,,0.00,1.00,,0.00
PF12440,0.55,1.64,0.05,0.57,1.65,0.02
PF12443,0.59,0.32,0.03,0.59,0.32,0.01
PF12444,0.65,2.16,0.04,0.64,2.12,0.05
PF12448,0.67,2.27,0.17,0.68,2.18,0.14
PF12451,1.00,,0.00,1.00,,0.00
PF12453,1.00,,0.00,1.00,,0.00
PF12455,1.00,,0.00,1.00,,0.00
PF12456,0.57,1.41,0.08,0.57,1.38,0.07
PF12457,1.00,,0.00,1.00,,0.00
PF12460,1.00,,0.00,1.00,,0.00
PF12463,1.00,,0.00,1.00,,0.00
PF12465,0.76,2.61,0.00,0.76,2.61,0.00
PF12470,1.00,,0.00,1.00,,0.00
PF12473,0.36,1.4,0.34,0.46,1.27,0.10
PF12474,0.55,1.35,0.00,0.55,1.35,0.00
PF12478,0.89,4.25,0.02,0.89,4.25,0.02
PF12480,1.00,,0.00,1.00,,0.00
PF12483,1.00,,0.00,1.00,,0.00
PF12485,0.55,1.08,0.05,0.56,1.11,0.05
PF12489,0.55,0.2,0.16,0.55,0.19,0.17
PF12490,1.00,,0.00,1.00,,0.00
PF12491,1.00,,0.00,1.00,,0.00
PF12496,0.60,2.47,0.11,0.60,2.47,0.11
PF12497,1.00,,0.00,1.00,,0.00
PF12509,0.43,-0.21,0.06,0.43,-0.22,0.06
PF12510,0.59,1.53,0.06,0.59,1.53,0.06
PF12513,1.00,,0.00,1.00,,0.00
PF12516,0.69,1.83,0.01,0.69,1.83,0.01
PF12529,0.77,2.98,0.00,0.77,2.98,0.00
PF12530,1.00,,0.00,1.00,,0.00
PF12533,0.67,2.42,0.01,0.65,2.47,0.05
PF12534,0.63,2.55,0.03,0.63,2.55,0.03
PF12537,1.00,4.94,0.00,1.00,4.92,0.00
PF12540,1.00,,0.00,0.57,0.34,0.12
PF12542,1.00,,0.00,1.00,,0.00
PF12547,0.51,-0.07,0.45,0.57,1.42,0.30
PF12548,0.51,1.75,0.23,0.51,1.77,0.23
PF12549,0.64,0.92,0.00,0.49,0.34,0.01
PF12554,1.00,,0.00,1.00,,0.00
PF12560,1.00,,0.00,1.00,,0.00
PF12567,1.00,,0.00,1.00,,0.00
PF12569,0.86,3.93,0.00,0.86,3.94,0.00
PF12572,1.00,,0.00,1.00,,0.00
PF12576,1.00,,0.00,1.00,,0.00
PF12577,1.00,,0.00,1.00,,0.00
PF12578,0.52,0.76,0.05,0.52,0.73,0.05
PF12580,1.00,,0.00,1.00,,0.00
PF12584,1.00,,0.00,1.00,,0.00
PF12589,1.00,,0.00,1.00,,0.00
PF12595,0.77,2.86,0.02,0.77,2.86,0.02
PF12597,1.00,,0.00,1.00,,0.00
PF12598,0.60,0.59,0.02,0.59,0.55,0.02
PF12605,0.41,3.87,0.53,0.39,3.69,0.53
PF12606,0.70,3.05,0.03,0.69,3.04,0.04
PF12610,0.70,2.12,0.04,0.66,1.96,0.10
PF12612,1.00,,0.00,1.00,,0.00
PF12618,1.00,,0.00,1.00,,0.00
PF12619,1.00,,0.00,1.00,,0.00
PF12624,0.43,0.58,0.13,0.61,1.81,0.02
PF12627,1.00,,0.00,1.00,,0.00
PF12631,0.50,,0.50,1.00,,0.00
PF12632,1.00,,0.00,1.00,,0.00
PF12640,1.00,,0.00,1.00,,0.00
PF12643,1.00,,0.00,1.00,,0.00
PF12656,1.00,,0.00,1.00,,0.00
PF12657,1.00,,0.00,1.00,,0.00
PF12660,1.00,,0.00,1.00,,0.00
PF12661,0.52,2.8,0.06,0.50,2.65,0.05
PF12662,0.57,3.03,0.02,0.58,3.01,0.02
PF12678,0.75,3.2,0.00,0.75,3.2,0.00
PF12689,1.00,,0.00,1.00,,0.00
PF12697,0.44,1.33,0.41,0.44,1.32,0.40
PF12698,0.26,0.69,0.32,0.27,0.6,0.26
PF12701,0.70,2.47,0.06,0.70,2.45,0.05
PF12705,1.00,,0.00,1.00,,0.00
PF12706,1.00,,0.00,1.00,,0.00
PF12714,0.52,2.35,0.03,0.52,2.31,0.03
PF12717,0.61,0.99,0.07,0.61,0.88,0.05
PF12719,1.00,,0.00,1.00,,0.00
PF12721,0.64,1.05,0.00,0.64,1.05,0.00
PF12722,1.00,,0.00,1.00,,0.00
PF12734,1.00,,0.00,1.00,,0.00
PF12736,0.40,0.72,0.15,0.39,0.65,0.16
PF12738,0.49,0.72,0.02,0.55,0.96,0.01
PF12739,1.00,,0.00,1.00,,0.00
PF12742,1.00,,0.00,1.00,,0.00
PF12743,1.00,,0.00,1.00,,0.00
PF12745,1.00,,0.00,1.00,,0.00
PF12752,0.64,1.89,0.07,0.64,1.83,0.07
PF12755,1.00,,0.00,1.00,,0.00
PF12756,0.42,1.03,0.17,0.43,0.94,0.14
PF12763,0.44,1.76,0.20,0.51,2.19,0.14
PF12765,1.00,,0.00,1.00,,0.00
PF12767,0.50,,0.50,0.50,,0.50
PF12769,1.00,,0.00,1.00,,0.00
PF12770,1.00,,0.00,1.00,,0.00
PF12772,1.00,,0.00,1.00,,0.00
PF12773,1.00,,0.00,1.00,,0.00
PF12774,0.60,2.55,0.07,0.60,2.55,0.07
PF12775,0.49,1.7,0.06,0.49,1.66,0.05
PF12777,0.44,1.34,0.07,0.44,1.33,0.06
PF12780,0.50,1.82,0.06,0.50,1.81,0.06
PF12781,0.53,2.25,0.09,0.53,2.23,0.09
PF12783,0.58,1.49,0.05,0.58,1.45,0.04
PF12796,0.37,1.11,0.16,0.37,1.09,0.16
PF12799,0.51,1.44,0.12,0.52,1.45,0.10
PF12807,1.00,,0.00,1.00,,0.00
PF12810,0.78,3.16,0.03,0.74,2.77,0.05
PF12816,1.00,,0.00,1.00,,0.00
PF12820,1.00,,0.00,1.00,,0.00
PF12826,1.00,,0.00,1.00,,0.00
PF12830,1.00,,0.00,1.00,,0.00
PF12832,0.61,0.83,0.02,0.60,0.8,0.05
PF12836,0.48,1.38,0.13,0.49,1.33,0.11
PF12838,1.00,,0.00,1.00,,0.00
PF12842,1.00,,0.00,1.00,,0.00
PF12845,0.49,0.83,0.05,0.49,0.78,0.04
PF12848,0.65,1.77,0.05,0.65,1.7,0.04
PF12850,1.00,,0.00,1.00,,0.00
PF12851,0.81,3.94,0.02,0.71,2.74,0.02
PF12859,0.50,,0.50,1.00,,0.00
PF12861,1.00,,0.00,1.00,,0.00
PF12862,0.54,0.67,0.33,0.55,1.1,0.34
PF12871,1.00,,0.00,1.00,,0.00
PF12872,0.36,0.76,0.13,0.36,0.71,0.12
PF12874,0.42,1.85,0.07,0.41,1.81,0.08
PF12877,0.66,1.71,0.04,0.66,1.7,0.04
PF12881,0.75,4.03,0.14,0.75,4.0,0.14
PF12884,0.75,3.42,0.07,0.62,3.31,0.27
PF12885,0.66,2.35,0.04,0.66,2.33,0.04
PF12886,0.73,2.62,0.00,0.73,2.62,0.00
PF12894,0.56,0.8,0.25,0.56,0.78,0.25
PF12895,0.45,0.58,0.05,0.46,0.59,0.05
PF12896,1.00,,0.00,1.00,,0.00
PF12901,0.64,2.82,0.13,0.61,1.47,0.04
PF12906,0.61,3.06,0.02,0.60,3.05,0.03
PF12922,1.00,,0.00,1.00,,0.00
PF12923,0.92,5.07,0.07,0.93,5.09,0.07
PF12924,0.77,3.7,0.01,0.77,3.64,0.00
PF12925,0.77,3.07,0.00,0.77,3.06,0.00
PF12926,0.99,4.8,0.00,0.99,4.79,0.00
PF12928,1.00,,0.00,1.00,,0.00
PF12931,0.57,1.46,0.12,0.57,1.46,0.12
PF12932,0.75,2.97,0.05,0.75,3.07,0.05
PF12933,1.00,,0.00,1.00,,0.00
PF12934,1.00,,0.00,1.00,,0.00
PF12936,1.00,,0.00,1.00,,0.00
PF12937,0.44,1.61,0.12,0.44,1.55,0.11
PF12938,1.00,,0.00,1.00,,0.00
PF12940,1.00,,0.00,1.00,,0.00
PF12947,0.52,2.52,0.05,0.53,2.51,0.04
PF12971,1.00,,0.00,1.00,,0.00
PF12972,1.00,,0.00,1.00,,0.00
PF12998,0.55,1.96,0.07,0.55,1.93,0.07
PF12999,1.00,,0.00,1.00,,0.00
PF13000,0.50,,0.50,0.50,,0.50
PF13001,1.00,,0.00,1.00,,0.00
PF13012,0.54,1.0,0.01,0.54,1.01,0.01
PF13015,1.00,,0.00,1.00,,0.00
PF13017,1.00,,0.00,1.00,,0.00
PF13023,1.00,,0.00,1.00,,0.00
PF13085,1.00,,0.00,1.00,,0.00
PF13086,0.22,1.15,0.51,0.24,1.17,0.49
PF13087,0.44,1.07,0.06,0.43,1.04,0.06
PF13088,0.53,1.66,0.14,0.57,1.65,0.08
PF13091,0.48,1.67,0.31,0.55,1.31,0.12
PF13092,1.00,,0.00,1.00,,0.00
PF13094,1.00,,0.00,1.00,,0.00
PF13096,1.00,,0.00,1.00,,0.00
PF13097,1.00,,0.00,1.00,,0.00
PF13167,1.00,,0.00,1.00,,0.00
PF13174,0.48,0.7,0.09,0.60,0.73,0.02
PF13176,0.43,0.91,0.11,0.47,0.98,0.09
PF13177,1.00,,0.00,1.00,,0.00
PF13180,0.64,1.88,0.07,0.67,2.07,0.02
PF13181,0.31,0.69,0.15,0.32,0.65,0.12
PF13191,0.59,0.21,0.05,0.58,0.31,0.09
PF13193,0.52,1.49,0.01,0.52,1.48,0.01
PF13202,0.38,1.92,0.26,0.37,1.81,0.23
PF13229,0.39,0.66,0.16,0.36,0.7,0.14
PF13233,1.00,,0.00,1.00,,0.00
PF13234,1.00,,0.00,1.00,,0.00
PF13236,1.00,,0.00,1.00,,0.00
PF13238,0.55,1.0,0.09,0.56,1.05,0.07
PF13240,1.00,,0.00,1.00,,0.00
PF13242,0.60,2.03,0.04,0.62,2.1,0.02
PF13246,0.40,1.18,0.12,0.42,1.27,0.08
PF13251,1.00,,0.00,1.00,,0.00
PF13270,0.81,3.07,0.01,0.81,3.07,0.01
PF13271,1.00,,0.00,1.00,,0.00
PF13279,1.00,,0.00,1.00,,0.00
PF13281,0.73,2.9,0.01,0.74,2.89,0.00
PF13287,1.00,,0.00,1.00,,0.00
PF13289,0.71,3.03,0.13,0.74,2.85,0.04
PF13293,0.76,3.69,0.02,0.77,3.68,0.02
PF13297,0.73,2.78,0.11,0.73,2.41,0.06
PF13299,1.00,,0.00,1.00,,0.00
PF13300,1.00,,0.00,1.00,,0.00
PF13302,1.00,,0.00,1.00,,0.00
PF13306,0.36,1.11,0.29,0.40,1.13,0.25
PF13307,0.62,2.34,0.06,0.62,2.32,0.06
PF13324,1.00,,0.00,1.00,,0.00
PF13325,1.00,,0.00,1.00,,0.00
PF13328,1.00,,0.00,1.00,,0.00
PF13330,0.60,2.71,0.03,0.60,2.89,0.05
PF13339,1.00,,0.00,1.00,,0.00
PF13341,1.00,,0.00,1.00,,0.00
PF13344,0.52,1.29,0.07,0.52,1.24,0.05
PF13347,0.55,1.13,0.06,0.55,1.12,0.06
PF13349,1.00,,0.00,1.00,,0.00
PF13359,1.00,,0.00,1.00,,0.00
PF13361,1.00,,0.00,1.00,,0.00
PF13365,0.53,1.54,0.06,0.52,1.53,0.07
PF13369,1.00,,0.00,1.00,,0.00
PF13374,0.46,1.65,0.16,0.48,1.39,0.16
PF13378,1.00,,0.00,1.00,,0.00
PF13383,1.00,,0.00,1.00,,0.00
PF13385,0.37,0.63,0.12,0.37,0.6,0.11
PF13392,1.00,,0.00,1.00,,0.00
PF13393,0.70,2.18,0.03,0.67,1.98,0.02
PF13402,0.86,4.16,0.00,0.87,4.17,0.00
PF13405,0.59,2.05,0.10,0.60,1.99,0.07
PF13410,0.54,1.83,0.12,0.57,1.73,0.06
PF13414,0.43,1.13,0.09,0.44,1.12,0.06
PF13415,1.00,,0.00,1.00,,0.00
PF13417,0.48,0.93,0.05,0.48,0.96,0.04
PF13419,1.00,,0.00,1.00,,0.00
PF13423,1.00,,0.00,1.00,,0.00
PF13424,0.36,0.82,0.12,0.37,0.88,0.12
PF13426,0.46,1.91,0.17,0.49,1.87,0.11
PF13431,1.00,,0.00,1.00,,0.00
PF13432,0.31,0.53,0.18,0.29,0.45,0.20
PF13439,1.00,,0.00,1.00,,0.00
PF13450,0.44,1.5,0.21,0.44,1.43,0.20
PF13460,0.57,0.23,0.12,0.57,0.19,0.12
PF13465,0.75,4.18,0.02,0.76,4.14,0.01
PF13469,0.89,4.29,0.00,0.89,4.29,0.00
PF13472,0.84,3.92,0.01,0.85,3.93,0.00
PF13476,1.00,,0.00,1.00,,0.00
PF13481,1.00,,0.00,1.00,,0.00
PF13483,1.00,,0.00,1.00,,0.00
PF13489,0.56,0.35,0.20,0.55,0.39,0.24
PF13499,0.39,1.32,0.09,0.37,1.3,0.11
PF13506,1.00,,0.00,1.00,,0.00
PF13507,1.00,,0.00,1.00,,0.00
PF13510,1.00,,0.00,1.00,,0.00
PF13513,0.53,0.42,0.01,0.53,0.44,0.01
PF13516,0.43,1.51,0.13,0.45,1.46,0.08
PF13517,0.59,0.88,0.00,0.47,0.78,0.03
PF13519,0.47,1.0,0.04,0.47,0.98,0.04
PF13520,0.43,1.63,0.18,0.43,1.61,0.18
PF13522,0.63,2.3,0.15,0.63,2.28,0.15
PF13532,0.35,0.58,0.24,0.35,0.5,0.21
PF13534,1.00,,0.00,1.00,,0.00
PF13537,1.00,,0.00,1.00,,0.00
PF13540,1.00,,0.00,1.00,,0.00
PF13543,1.00,,0.00,1.00,,0.00
PF13553,0.77,2.87,0.00,0.76,2.73,0.00
PF13558,1.00,,0.00,1.00,,0.00
PF13561,0.48,1.25,0.04,0.49,1.26,0.03
PF13570,1.00,,0.00,1.00,,0.00
PF13574,1.00,,0.00,1.00,,0.00
PF13589,0.39,1.62,0.31,0.40,1.47,0.26
PF13593,1.00,,0.00,1.00,,0.00
PF13602,0.53,0.86,0.07,0.54,0.99,0.08
PF13604,1.00,,0.00,1.00,,0.00
PF13616,1.00,,0.00,1.00,,0.00
PF13620,0.45,1.6,0.17,0.46,1.55,0.13
PF13621,0.42,0.95,0.10,0.41,0.95,0.11
PF13622,1.00,,0.00,1.00,,0.00
PF13625,1.00,,0.00,1.00,,0.00
PF13637,0.44,1.03,0.08,0.42,1.17,0.12
PF13638,0.46,0.81,0.13,0.47,0.77,0.11
PF13639,0.50,2.72,0.05,0.50,2.69,0.04
PF13640,0.46,1.66,0.15,0.47,1.67,0.12
PF13641,0.89,4.47,0.01,0.87,4.39,0.02
PF13646,0.45,0.65,0.08,0.46,0.62,0.07
PF13649,0.42,0.69,0.11,0.42,0.65,0.09
PF13656,0.82,3.5,0.03,0.83,3.47,0.00
PF13660,1.00,,0.00,1.00,,0.00
PF13661,1.00,,0.00,1.00,,0.00
PF13664,1.00,,0.00,1.00,,0.00
PF13669,1.00,,0.00,1.00,,0.00
PF13671,0.40,0.95,0.14,0.37,0.92,0.19
PF13676,0.49,0.75,0.08,0.48,0.51,0.06
